point,tol,start,kappa,Delta_dual,Delta_primal,primal_dual_gap,Delta_minus_delta,gravity_value,max_abs_moment_kkt_resid,mean_m_resid,inner_status,winner_hash,m_min,m_max
maxit15_best_feasible,tight_1e-12,cold,0.17058068794444559,0.9989309114573804,0.9989309114573774,2.9976021664879227e-15,-0.0010690885426195562,-1.6263032587282567e-18,1.7053025658242405e-16,0.0,0,7444465356496614878,1.264146302246946e-13,28.7384253788982
maxit15_best_feasible,tight_1e-12,warm,0.17058068794444559,0.9989309114573804,0.9989309114573774,2.9976021664879227e-15,-0.0010690885426195562,-1.6263032587282567e-18,1.7053025658242405e-16,0.0,0,7444465356496614878,1.264146302246946e-13,28.7384253788982
maxit15_best_feasible,loose_1e-08,cold,0.17058068794444559,0.9989309114573809,0.9989309112169558,2.40425124253818e-10,-0.0010690885426191121,-1.6263032587282567e-18,7.050700867594628e-11,7.253531109085998e-11,0,7444465356496614878,1.2641463265774812e-13,28.738425372072726
maxit15_best_feasible,loose_1e-08,warm,0.17058068794444559,0.9989309114573809,0.9989309112169558,2.40425124253818e-10,-0.0010690885426191121,-1.6263032587282567e-18,7.050700867594628e-11,7.253531109085998e-11,0,7444465356496614878,1.2641463265774812e-13,28.738425372072726
maxit40_best_feasible,tight_1e-12,cold,0.17176461388430053,0.9987689551138884,0.9987689551138874,9.992007221626409e-16,-0.0012310448861115875,-4.228388472693467e-18,1.3500311979441903e-16,4.440892098500626e-16,0,5556591714625157267,1.523978082586316e-11,33.29662774280792
maxit40_best_feasible,tight_1e-12,warm,0.17176461388430053,0.9987689551138884,0.9987689551138874,9.992007221626409e-16,-0.0012310448861115875,-4.228388472693467e-18,1.3500311979441903e-16,4.440892098500626e-16,0,5556591714625157267,1.523978082586316e-11,33.29662774280792
maxit40_best_feasible,loose_1e-08,cold,0.17176461388430053,0.9987689551138885,0.9987689551086265,5.262013047513392e-12,-0.0012310448861114764,-4.228388472693467e-18,1.5419043819520084e-12,1.5865087021893487e-12,0,5556591714625157267,1.523978083077676e-11,33.29662774264853
maxit40_best_feasible,loose_1e-08,warm,0.17176461388430053,0.9987689551138885,0.9987689551086265,5.262013047513392e-12,-0.0012310448861114764,-4.228388472693467e-18,1.5419043819520084e-12,1.5865087021893487e-12,0,5556591714625157267,1.523978083077676e-11,33.29662774264853
