idx,phase,g,GT,classification,Delta,within_budget,lfd_ok,lfd_Delta,nStatus,unique_inner_solves,wall_s,timestamp
1,anchor,-0.39407748553985067,0.40414052220195673,FiniteSolved,0.20311289044358663,true,true,0.20311289044358663,0,0,0.0,2026-07-30T22:13:50.706
2,expand,-0.3865658914561648,-0.09585947779804371,InfiniteDeltaCertified,Inf,false,false,NaN,-999,2,2.823187828063965,2026-07-30T22:14:00.632
3,polish,-0.39031698649911417,0.15414052220195096,AboveEvaluationCap,11.2044614584251,false,false,NaN,-999,2,1.980499029159546,2026-07-30T22:14:03.175
4,polish,-0.39332463114803384,0.35414052220195114,FiniteSolved,0.3866194592755851,true,false,0.3866194592755851,0,12,6.266784906387329,2026-07-30T22:14:10.198
5,polish,-0.39370101111146494,0.3791405222019595,FiniteSolved,0.25898414364553346,true,false,0.25898414364553346,0,10,7.082154035568237,2026-07-30T22:14:18.029
6,polish,-0.3938892365145748,0.39164052220195256,FiniteSolved,0.22633153772169953,true,false,0.2263315377216995,0,10,5.0844480991363525,2026-07-30T22:14:23.834
7,polish,-0.3939833580740716,0.3978905222019713,FiniteSolved,0.21380896790223042,true,false,0.21380896790223042,0,10,5.216266870498657,2026-07-30T22:14:29.843
