idx,phase,g,GT,classification,Delta,within_budget,lfd_ok,lfd_Delta,nStatus,unique_inner_solves,wall_s,timestamp
1,anchor,-0.5063500125675857,7.586576796053218,FiniteSolved,0.48218873366782233,true,true,0.48218873366782233,0,0,0.0,2026-07-30T22:13:50.616
2,expand,-0.5144877510917,8.086576796053224,FiniteSolved,0.7105963122603911,false,true,0.7105963122603911,0,12,10.475904941558838,2026-07-30T22:14:08.564
3,polish,-0.5079740322222195,7.686576796053224,FiniteSolved,0.5192021249548597,false,true,0.5192021249548597,0,10,6.372892141342163,2026-07-30T22:14:16.162
4,polish,-0.5071312898874974,7.634697937382995,FiniteSolved,0.49952796578781433,true,true,0.49952796578781433,0,10,5.567927837371826,2026-07-30T22:14:22.461
5,polish,-0.507299800480584,7.645073709117045,FiniteSolved,0.5034027976006448,false,true,0.5034027976006448,0,10,5.635300159454346,2026-07-30T22:14:28.723
6,polish,-0.5071649904917052,7.636773091729809,FiniteSolved,0.5002821783192004,false,true,0.5002821783192004,0,10,5.981334209442139,2026-07-30T22:14:35.403
