call_idx,source,reason,wall_seconds,n_inner_solves
1,delta_fd,none,1.4254889488220215,32
2,delta_fd,none,0.9090280532836914,32
3,delta_fd,none,0.9259641170501709,32
4,delta_fd,none,0.908411979675293,32
5,delta_fd,none,0.8759469985961914,32
6,delta_fd,none,0.8794500827789307,32
7,delta_fd,none,0.8598849773406982,32
8,delta_fd,none,0.8790011405944824,32
9,delta_fd,none,1.0286118984222412,32
10,delta_fd,none,1.2654950618743896,32
11,delta_fd,none,0.8766238689422607,32
12,delta_fd,none,0.8725588321685791,32
13,delta_fd,none,0.8618412017822266,32
14,delta_fd,none,0.8681511878967285,32
15,delta_fd,none,0.8512668609619141,32
16,delta_fd,none,0.8459999561309814,32
17,delta_fd,none,0.8747348785400391,32
18,delta_fd,none,0.8523600101470947,32
19,delta_fd,none,1.3540890216827393,32
20,delta_fd,none,0.8903861045837402,32
21,delta_fd,none,0.8443210124969482,32
22,delta_fd,none,0.8577589988708496,32
23,delta_fd,none,0.878974199295044,32
24,delta_fd,none,0.8697309494018555,32
25,delta_fd,none,0.889150857925415,32
26,delta_fd,none,0.8716650009155273,32
27,delta_fd,none,0.8766319751739502,32
28,delta_fd,none,0.8551790714263916,32
29,delta_fd,none,1.371603012084961,32
30,delta_fd,none,0.888617992401123,32
31,delta_fd,none,0.8579070568084717,32
32,delta_fd,none,0.8576810359954834,32
33,delta_fd,none,0.8660159111022949,32
34,delta_fd,none,0.8676769733428955,32
35,delta_fd,none,0.8497991561889648,32
36,delta_fd,none,0.8751020431518555,32
37,delta_fd,none,0.8815350532531738,32
38,delta_fd,none,0.8831589221954346,32
39,delta_fd,none,1.3525309562683105,32
40,delta_fd,none,0.8752090930938721,32
41,delta_fd,none,0.8580710887908936,32
42,delta_fd,none,0.8452541828155518,32
43,delta_fd,none,0.8592538833618164,32
44,delta_fd,none,0.872218132019043,32
45,delta_fd,none,0.8834278583526611,32
46,delta_fd,none,0.8683788776397705,32
47,delta_fd,none,0.8822329044342041,32
48,delta_fd,none,0.8979020118713379,32
49,delta_fd,none,1.3964731693267822,32
50,delta_fd,none,0.8554179668426514,32
51,delta_fd,none,0.8976240158081055,32
52,delta_fd,none,0.8810689449310303,32
53,delta_fd,none,0.9493470191955566,32
54,delta_fd,none,0.9706759452819824,32
55,delta_fd,none,1.0488641262054443,32
56,delta_fd,none,1.1188380718231201,32
