h,Q_left,Q_right,Q_central,L_left,L_right,L_central,D_left,D_right,D_central,n_switches_plus,n_switches_minus,switch_mass_plus,switch_mass_minus,elapsed
0.2,0.06202416396609381,0.0716994510146413,0.06686180749036756,0.06269941696349184,0.07086295628008524,0.06678118662178854,-4.693469000732303,NaN,NaN,370,340,0.0115625,0.010625,1.8058459758758545
0.1,0.06491593710931849,0.06935077880888929,0.0671333579591039,0.06536097632849124,0.06874661823138663,0.06705379727993893,-1.7116061283013688,2.597260192937987,0.44282703231830906,182,160,0.0056875,0.005,0.18517780303955078
0.05,0.06568854349137669,0.06625080057102373,0.0659696720312002,0.06604038086010784,0.06571356952327989,0.06587697519169387,-0.7770993405187033,1.0075447012864114,0.11522268038385408,97,86,0.00303125,0.0026875,0.1381969451904297
0.025,0.06541904196299599,0.06577305388797157,0.06559604792548378,0.06565916580007672,0.06537486920887725,0.06551701750447698,-0.3552998124011393,0.5078013848461923,0.07625078622252648,48,44,0.0015,0.001375,0.15508103370666504
0.0125,0.0675739084702014,0.064597044727023,0.0660854765986122,0.06772137981110565,0.06424578378715962,0.06598358179913263,-0.14418770014349533,0.2767567668617195,0.06628453335911211,23,20,0.00071875,0.000625,0.14097905158996582
0.00625,0.0694345599870039,0.06416728120380934,0.06680092059540663,0.06953999514126286,0.0639746907246744,0.06675734293296863,-0.03364773914494579,0.169614097023139,0.06798317893909661,10,7,0.0003125,0.00021875,0.14975690841674805
