kernel,orig_ms,v2_ms,speedup
dual_contraction,3.444353,1.9638684999999998,1.7538613201443987
transpose_contraction,3.055802,3.791447,0.8059724954614953
cc_value_grad,8.4934445,6.889834500000001,1.2327501480623373
cc_hvp,7.050414,6.5430245000000005,1.0775466300026844
