dir,status_plus,status_minus,secant,pred,abs_err,finite_sane
1,0,0,-0.7334019200113839,0.02111319587692974,0.7545151158883137,true
2,0,0,0.399501029354421,-0.05058436406408502,0.450085393418506,true
3,0,0,0.18600192328908638,-0.0118481883823652,0.19785011167145158,true
4,0,0,-0.29267641766218544,0.0172125446327601,0.30988896229494556,true
5,0,0,0.22262506316171327,0.0016729771436188932,0.22095208601809438,true
