dir,status_plus,status_minus,secant,pred,abs_err,finite_sane
1,0,0,0.0021511393696117473,0.0002134072398820908,0.0019377321297296564,true
2,0,0,0.001293368113843181,-0.0002188113955051649,0.0015121795093483458,true
3,0,0,-0.0007048116652154032,-0.00025434408673228557,0.00045046757848311766,true
4,0,0,-0.0001601473739920936,-0.00030611915952070414,0.00014597178552861053,true
5,0,0,0.0017354207492185567,0.0001783963823385407,0.001557024366880016,true
