idx,t_elapsed,gp,Delta_dual,inner_status,feasible
1,4.741055011749268,0.9976395165999713,0.1929166330305236,0,true
2,13.531036138534546,0.9977408209208428,0.20166330924078063,0,true
3,64.25924706459045,0.9988416283227767,0.36820520449902405,0,true
4,125.11704993247986,0.9994202907683633,0.6786942831093745,0,true
5,136.35040998458862,0.9997430484720489,1.6110569083614057,-100,false
6,142.5286569595337,0.9995216740913953,0.8187129831835152,0,true
7,149.82479691505432,0.9996205626558019,1.0390212808262729,0,false
8,157.269278049469,0.9995803401032601,0.9346771029555647,-100,true
9,164.99861693382263,0.999608490052503,1.0133545570214575,0,false
10,168.48042798042297,0.9995989144473617,0.9877200263641149,0,true
11,179.84222602844238,0.9996038961317782,1.004988143919988,0,false
12,182.35179114341736,0.9996017131710424,0.9981717636657444,0,true
13,190.07493805885315,0.9996026707143478,1.0041662890255254,0,false
14,199.4471321105957,0.9996014294858828,1.0044713904706914,-100,false
15,208.80907893180847,0.9996021919426952,0.997866475192688,0,true
16,219.4098560810089,0.9996078940790148,0.9971924734181841,0,true
17,226.2185709476471,0.9996091283037926,0.9991984123913191,0,true
18,238.36894011497498,0.9996146055003547,1.0297968984463595,-100,false
19,244.25943398475647,0.9996146818143543,1.0388929652437981,0,false
20,250.50712513923645,0.9996118669020737,1.00250063449919,0,false
21,260.50998091697693,0.9996104976029331,1.0351385235088635,-100,false
22,271.4843599796295,0.9996098129533628,1.0103668816738385,-100,false
23,278.92235708236694,0.9996141938817843,0.9961521415271801,0,true
24,290.48852801322937,0.9996162335137607,1.0551301764705352,0,false
25,299.83728098869324,0.9995956683569386,0.9850224553823238,0,true
26,308.2590870857239,0.9996152136977725,1.0366319938126578,-100,false
27,312.7178680896759,0.9996147037897785,1.0289586082471553,0,false
28,318.19390296936035,0.9996144488357813,1.0123777458522936,0,false
29,327.0818569660187,0.999616091738937,1.055369950249036,0,false
30,338.3840470314026,0.9995998712690876,0.9940676970462881,0,true
31,343.8622889518738,0.9996151816496992,1.0335328012716927,0,false
32,348.83999705314636,0.9996048114458923,1.0317881694327,0,false
33,356.21131706237793,0.9996147266048074,1.0243002745123981,0,false
34,367.2055490016937,0.999606791243946,1.03071034747743,-100,false
35,371.6713900566101,0.9996144990818158,1.0126266890714755,0,false
36,380.1178870201111,0.9996098333579986,1.0206341694971144,0,false
37,385.61493611335754,0.9996143853192282,1.005809518059566,0,false
38,392.0856249332428,0.9996116394999248,1.0118585423195128,0,false
39,397.05959391593933,0.9996143284357508,1.0015498650783698,0,false
40,403.54534006118774,0.9996127900514892,1.0329296814008235,0,false
41,411.4655179977417,0.9996142999896436,0.9999906853736723,0,true
42,425.4206371307373,0.9996143587474926,1.0043687939031332,-100,false
43,431.8507580757141,0.9996127321458574,1.0056669444587658,0,false
44,435.8948690891266,0.9996143293685681,0.9976929835863543,0,true
45,447.1949441432953,0.9996161176765894,1.0295524783964547,-100,false
46,456.08698201179504,0.9996054765554645,0.9706504484368923,0,true
47,464.99260997772217,0.9996152235225787,1.0303121716620651,0,false
48,474.9857060909271,0.9996147764455734,1.013665657120797,-100,false
49,483.52796697616577,0.9996145529070708,1.0108088732361757,-100,false
