dir,status_plus,status_minus,secant,pred,abs_err,finite_sane
1,0,0,0.009776645422995833,0.008817520944140797,0.0009591244788550359,true
2,0,0,0.010690371052388126,0.0007882822292514186,0.009902088823136708,true
3,0,0,0.0055926477101897465,-0.0012420617687898927,0.006834709478979639,true
4,0,0,-0.0008082909938478267,-0.006628044924867686,0.00581975393101986,true
5,0,0,0.0050923965463162135,0.014952891361156613,0.0098604948148404,true
