dir,status_plus,status_minus,secant,pred,abs_err,finite_sane
1,0,0,-0.003073399698831636,-0.0004406610416671921,0.002632738657164444,true
2,0,0,-0.004929711364706074,-0.00019864418710204842,0.0047310671776040255,true
3,0,0,0.013729345044501129,-0.0013178915054902866,0.015047236549991416,true
4,0,0,-0.0116061550242047,0.0009960909061322,0.012602245930336901,true
5,0,0,-0.01276983297363865,-0.0005267584283936835,0.012243074545244967,true
