j,beta_j,s_c_j,s_p_j,s_r_j,paired_corr,residual_to_original_rms_ratio,degenerate
30,-1.0122478006426565,0.5544366510251645,0.5691870162078299,0.09485672846192943,-0.9860156057934029,0.16665300816927622,false
31,-1.0133681601983417,0.5516067439761773,0.5670263629541875,0.09518119921454712,-0.9858107979034106,0.1678602714671967,false
32,-1.0123550548874514,0.5530732320407489,0.5679281299748402,0.09511620277437868,-0.9858755934561595,0.16747929492168742,false
33,-1.0123557023669345,0.5553827509024745,0.5702440060851856,0.09517827833101365,-0.9859724764706501,0.16690798555591568,false
34,-1.0120974179526032,0.5532901589582089,0.5679824068871401,0.09498656773990513,-0.9859170538911763,0.16723505268496683,false
35,-1.0123463462638815,0.5531274717458897,0.5679723702576258,0.09508547441850977,-0.9858869979646013,0.16741214783983258,false
36,-1.0124584274468265,0.5518242473831682,0.5667556192322512,0.09522203902113599,-0.9857848617176944,0.16801251860568653,false
37,-1.0118353443711738,0.5538230764422877,0.5684339225421934,0.09536187249738169,-0.9858274480990173,0.1677624587760299,false
38,-1.012699314536921,0.5513891547718363,0.5664774763188363,0.09537166389336475,-0.9857257215399782,0.1683591455623661,false
39,-0.9973250218771414,0.6343106494455221,0.637260039738761,0.07681167961114076,-0.9927091656249047,0.12053427929143182,false
40,-0.997153263166397,0.6317436188834835,0.6346208860980462,0.07689408391892658,-0.9926323334982238,0.12116538488310447,false
41,-0.9974520724601366,0.6321708629793056,0.6352555348783884,0.0770941481624027,-0.9926086477126629,0.12135927029295605,false
42,-0.9963109671586484,0.6332140238497564,0.6355736676805354,0.07711510627041694,-0.9926120426330735,0.1213314997014289,false
43,-0.9970240678970649,0.6301190363732871,0.6329834620289533,0.07731581042745798,-0.9925122575722789,0.12214507181535414,false
44,-0.9972283200474483,0.6322104080130285,0.6351410362861608,0.07698500498610468,-0.9926269711461272,0.12120930720561933,false
45,-0.9968705443283844,0.6327479751054127,0.6354430596818275,0.07694050566236012,-0.9926425487782453,0.12108166812127114,false
46,-0.9976193692672112,0.6333877169633146,0.636554793576125,0.07700554818254389,-0.9926558735795222,0.12097237969088497,false
47,-0.9972229401764782,0.6328822955336956,0.6357968106278691,0.07693596362546673,-0.9926516349059623,0.12100715565007329,false
48,-0.9969129908475705,0.6323053060033579,0.635036087378624,0.07697698676905314,-0.9926260668722652,0.12121671240260962,false
49,-0.9976317171988759,0.634964565940494,0.638115110196955,0.07693062485089024,-0.9927061436989567,0.12055916498693395,false
50,-0.9976273525491738,0.6297777385713154,0.633015561296449,0.0772563715983505,-0.9925245703889957,0.12204498012675298,false
51,-0.9973148234834852,0.6322736749224975,0.6352894852079997,0.07724476446354958,-0.9925804270034921,0.12158986770929937,false
52,-0.9971851355765647,0.6335140093162897,0.6364372790003224,0.07725713866439463,-0.9926048867879053,0.12139002728712799,false
53,-0.9970731406235019,0.6331745414970504,0.6359859966584102,0.07688672143492066,-0.992665454853394,0.12089373325654643,false
54,-0.997153048498079,0.6336797298320344,0.6365302910625538,0.07683712367908144,-0.9926875173821943,0.12071243860338207,false
55,-0.9973023771733679,0.631862326776965,0.6348692673307088,0.07720189776428735,-0.9925788394049132,0.12160282712830107,false
56,-0.9968076107668002,0.6330323846376266,0.6357382543231369,0.07737968923030433,-0.9925649346687077,0.12171627034256352,false
57,-0.9968826498033662,0.6310705190388789,0.6338111414585852,0.07710812101219092,-0.9925720929810609,0.12165788192795496,false
58,-0.9835208508511737,0.6818724220849528,0.6735506034229651,0.0625948340296567,-0.9956723983807474,0.09293263744632031,false
59,-0.9835021229873483,0.6805585940975252,0.6722632531990843,0.06272266075686986,-0.9956379720698271,0.09330074261592154,false
60,-0.9834857062089024,0.6794850991743675,0.6712241049456072,0.06296969307348785,-0.9955898152288224,0.09381321768620125,false
61,-0.9827308062734051,0.6819237494031133,0.6730883765039419,0.06285159428788706,-0.9956307365589757,0.09337792254613235,false
62,-0.9835008620898861,0.6816450689325053,0.6733554193751154,0.06303455129633793,-0.9956086988303731,0.09361259965032286,false
63,-0.98309893689675,0.678645710219994,0.6701233532412442,0.06278263066790625,-0.9956015903935119,0.09368817004248549,false
64,-0.9833963616444522,0.6828030462732281,0.6743862996506258,0.06269170438772444,-0.9956697396917794,0.09296111801233603,false
65,-0.9836722048259323,0.6810359755548895,0.6728556435352324,0.06282560059877094,-0.9956313305482134,0.09337158899148215,false
66,-0.9836271546181543,0.6809478687829194,0.6727452763421015,0.06289479137393315,-0.9956202416702457,0.09348975546273501,false
67,-0.9831826069382816,0.6810506589087187,0.6725267132532214,0.0627042287398285,-0.9956439634105511,0.09323678525200671,false
68,-0.9835763391046042,0.6829860906343554,0.6746732974041364,0.06253418566482734,-0.995695192428978,0.09268809941853784,false
69,-0.9835226810221807,0.6787193823665271,0.6704987028515322,0.06296287728626022,-0.9955812051058612,0.09390454749351249,false
70,-0.9834860341264404,0.6811534335228737,0.6728656073625134,0.0630520841004471,-0.9955998369316278,0.09370680179002985,false
71,-0.9833228425217112,0.6818724220849528,0.6734541586574975,0.06300219943060882,-0.9956145042720572,0.09355083582259119,false
72,-0.9833233287607234,0.6815790489737783,0.6731309439497978,0.062612828694979,-0.99566449184135,0.09301730853075843,false
73,-0.983594071457422,0.6832056791333047,0.6749057951537482,0.06259224889574172,-0.9956901546955521,0.09274220097855698,false
74,-0.9830523182582194,0.6806614430096654,0.6720535511839185,0.06266280172775482,-0.9956435887004476,0.09324078656732834,false
75,-0.9831809334315758,0.683403248455844,0.6748589450385194,0.06303041056813513,-0.9956288623967734,0.09339790341600569,false
76,-0.9831489901320106,0.6800514686404258,0.6715390733320719,0.0628456736849502,-0.9956113369757872,0.09358453763996158,false
77,-0.970744289361466,0.704769465853906,0.6860558538260412,0.05108946734515343,-0.9972233754417985,0.07446837901059272,false
78,-0.9706614841964313,0.7038110541899723,0.6850737258138235,0.05114005898335205,-0.9972098720358025,0.07464898602351294,false
79,-0.970355700112966,0.703661850607236,0.6847137890006689,0.051127377936239074,-0.9972083206989462,0.07466970690170974,false
80,-0.9702311874913442,0.7062860610262672,0.6871790585919612,0.051310274830989995,-0.9972084497193604,0.07466798382378738,false
81,-0.9702894985379547,0.7038678853307629,0.6848786240006731,0.051286978324759466,-0.9971921937132692,0.07488477012929674,false
82,-0.9704183265309071,0.7039247118833093,0.6850120028162601,0.05112597607515739,-0.9972109074018362,0.07463515363959373,false
83,-0.9704652903885834,0.7042229760523296,0.6853379214954068,0.05118363445605297,-0.9972072659596974,0.07468379152925074,false
84,-0.9706888452104296,0.7035907901614403,0.6848892349372461,0.05126735533123197,-0.9971944319800561,0.07485495860645176,false
85,-0.9705390982723509,0.7040454530781376,0.6852181439885164,0.05118634137856156,-0.9972059922345776,0.07470079685954636,false
86,-0.970357253302943,0.704769465853906,0.6857787947251518,0.051021694725773434,-0.9972285062734624,0.07439963894804015,false
87,-0.9705152700406292,0.7053013540324448,0.6863875285409883,0.05079113469408057,-0.9972584081238062,0.07399775284676888,false
88,-0.9704557703554584,0.7038181583335287,0.6849330911367396,0.05109811985102298,-0.9972133072183045,0.07460308242111459,false
89,-0.9702630585009093,0.7033633484906645,0.6843743319311145,0.05131931202384615,-0.9971844967041877,0.07498719579245074,false
90,-0.9702272381060809,0.7050035460903725,0.6859262888264178,0.051187980772711396,-0.997211587484954,0.07462606639598435,false
91,-0.9703821671452527,0.7038536779757566,0.6849089520086326,0.05100619668965685,-0.9972231424107052,0.07447149951839725,false
92,-0.9706549562629088,0.7052304587863459,0.6864326167327521,0.05099969139721018,-0.9972361794035217,0.07429671923218914,false
93,-0.9703580540075485,0.7046630400411249,0.6856772970301042,0.051034116741874046,-0.9972263326013673,0.07442876840595385,false
94,-0.9698670610017905,0.7051879182175486,0.6858474957584539,0.051135795333803344,-0.9972166377006043,0.07455855077119458,false
95,-0.9702911836536285,0.7042442758020827,0.6852340751147993,0.051154332015983336,-0.9972096204276129,0.0746523470938209,false
96,-0.9579581948857079,0.7047907490879829,0.6764096988707934,0.04109690396406534,-0.9981525618210242,0.06075741378734369,false
97,-0.957797836501719,0.7035055081518552,0.6750697563199832,0.041123007038886564,-0.9981428546704149,0.06091667809718059,false
98,-0.9576290251620372,0.7049326208936567,0.676310798136595,0.04104844142897351,-0.9981563807812651,0.06069464149038017,false
99,-0.9574594219036774,0.7075167842532076,0.6786647989475635,0.04110881266360079,-0.9981637655124137,0.06057307337488271,false
100,-0.9573837236301073,0.7045778878165281,0.6758032541525061,0.04111501694931499,-0.9981476083170798,0.06083873774901462,false
101,-0.9576355799995531,0.7044998225691756,0.6759011793147107,0.04103967209292694,-0.9981549327664136,0.06071845019494809,false
102,-0.9576078994285894,0.7048475012369697,0.6762138235995789,0.04103610385024437,-0.9981569608915709,0.06068510050830307,false
103,-0.957575346518085,0.7025311380999422,0.6739834360777316,0.041142812106156376,-0.9981350608862888,0.06104424812809689,false
104,-0.9577811528236521,0.7044856279584417,0.6759973301481443,0.041160630961184407,-0.9981445588636589,0.06088874781822597,false
105,-0.957714197662579,0.7046275611981127,0.6760825597442082,0.04110526831754772,-0.998150018363303,0.06079918454500535,false
106,-0.9580505410908965,0.7056982357920416,0.6773342677150105,0.04096136776190726,-0.9981697499644658,0.06047437685397282,false
107,-0.9576889819417664,0.7040951640225915,0.675555483126837,0.0410984489667124,-0.9981477431015309,0.06083652637454218,false
108,-0.9574258341301902,0.7034344319124562,0.6747500715324534,0.04127790938770833,-0.9981270490273484,0.06117510931708437,false
109,-0.9575534226947373,0.7060382425903005,0.6773196962820872,0.04113665319396573,-0.9981539581039335,0.0607344706196663,false
110,-0.9576898456438556,0.7035552572470765,0.6750396981875251,0.04109373194393834,-0.9981453350432414,0.060876022631372054,false
111,-0.9579804012450847,0.7058753431024489,0.6774568087782987,0.041004233888526954,-0.9981665777833972,0.06052671307927736,false
112,-0.9576721158729494,0.7049397137344441,0.6763459219759504,0.04101586535312073,-0.9981594998645408,0.0606433246958783,false
113,-0.9573644159975729,0.7062011045021099,0.6773447981334404,0.04118061108418904,-0.998150144286352,0.060797117210718205,false
114,-0.9576167629161895,0.704868782114799,0.6762467042870922,0.041139848350550956,-0.9981478018751131,0.060835562065949145,false
115,-0.9447739694519633,0.6812415137086113,0.6444261002430088,0.03223756987345067,-0.9987479539069634,0.050025239296319766,false
116,-0.9448771837064714,0.6829275217766524,0.6460865499311246,0.032220381239253686,-0.9987557139531119,0.049870069641116205,false
117,-0.9447766883466828,0.6831324908097989,0.6462146315388494,0.03228486143746677,-0.998751221142076,0.04995996664542538,false
118,-0.9445690221663465,0.6844048509471569,0.6472746741582756,0.03231283075634255,-0.9987531516905633,0.0499213580360804,false
119,-0.9446330310753028,0.683929820961186,0.6468715558745398,0.0323387956525699,-0.99874958784346,0.04999260727865731,false
120,-0.9446925982943148,0.6816890786861706,0.6447956487843464,0.03229013736882936,-0.9987453051009642,0.05007809440046157,false
121,-0.9446919254645252,0.6828909136897342,0.6459252806406204,0.03221299342568555,-0.9987556633422997,0.04987108322147899,false
122,-0.9446677420190468,0.6821436798798329,0.6452076238497668,0.032289926925872396,-0.9987469242221635,0.050045792598059774,false
123,-0.9447027401199409,0.680852406913569,0.6440202010873305,0.03243065324521796,-0.9987313027488182,0.050356577620490346,false
124,-0.9448228780942407,0.6818797547955211,0.6450706740694878,0.03241768273828312,-0.9987364460017282,0.05025446674512915,false
125,-0.9449357629080299,0.6812635319756959,0.6445547350902681,0.03219300453958404,-0.9987519139685131,0.04994611440574632,false
126,-0.9447515417633142,0.6812928885582177,0.6444675769688889,0.03240228664576967,-0.9987352814318999,0.050277605582838905,false
127,-0.9442249270741481,0.6807789655974985,0.643621368019995,0.032337862754127235,-0.9987369920958593,0.05024361272157548,false
128,-0.9446491754847007,0.6833812991295563,0.6463660572329273,0.0323584932711535,-0.9987461029869081,0.05006217902233169,false
129,-0.9446864523505396,0.6815570408997328,0.6446651265195703,0.03225497765995802,-0.9987475303932923,0.0500336939801549,false
130,-0.9448495657273415,0.6810947070709036,0.6443406139775796,0.03226984098846062,-0.9987451112580752,0.05008196020619535,false
131,-0.9448024817462194,0.6819677411725572,0.6451355714284374,0.032333251615184064,-0.9987432764001113,0.05011853794326187,false
132,-0.9444222143827502,0.683432513127668,0.6462608741948496,0.03238676994404004,-0.9987435000352433,0.05011408122824922,false
133,-0.9446212725848014,0.6822243032903474,0.6452538840610171,0.03232699750592171,-0.9987442237565315,0.050099655816817634,false
134,-0.9309891651291067,0.6338375186118285,0.59059749783951,0.024336757680409386,-0.9991506304015607,0.04120701115300475,false
135,-0.930960786459329,0.6338532953294477,0.5905926915452967,0.024300107029426945,-0.9991531740356486,0.04114528909229348,false
136,-0.9308476883629947,0.6348464381250004,0.5914443163380266,0.024289610472448063,-0.9991563416367267,0.04106829637460897,false
137,-0.930734371250325,0.6357751174747247,0.5922393387506549,0.02436933719138244,-0.9991530712359067,0.04114778535784236,false
138,-0.9308091082086213,0.6347204108897082,0.591309866534094,0.024464991939789807,-0.9991437198316969,0.04137423257147561,false
139,-0.9309390551014831,0.634814933661772,0.591476426311279,0.024373696046518522,-0.9991505801727188,0.04120822903885483,false
140,-0.9310399425228227,0.6348543139965263,0.5915782864198863,0.02440367996075538,-0.9991487814584241,0.041251818264733106,false
141,-0.9308469975956558,0.6337744078140107,0.5904510549732522,0.024392211951558645,-0.9991463300770317,0.04131114974917544,false
142,-0.9307604852910782,0.6336876202041507,0.5903172269341591,0.024432447630031398,-0.9991431216862459,0.04138867462317251,false
143,-0.9309699618337055,0.6350354320823367,0.5917038159075756,0.024438744782821497,-0.9991466948069997,0.04130232749189983,false
144,-0.9309563624049972,0.6318544136112368,0.5887301315064831,0.024288780778719973,-0.9991485996476165,0.04125622161816004,false
145,-0.9307838637707126,0.6337428500582867,0.590382780560381,0.02441767065285079,-0.9991443484418938,0.04135904951305315,false
146,-0.9305456222969145,0.6341293243495367,0.5905924031403974,0.024445540448021892,-0.9991430021887441,0.041391559251415945,false
147,-0.9307274375112803,0.6341135544995076,0.5906927784664229,0.0244417854439989,-0.9991435568295925,0.0413781687114163,false
148,-0.9308641374559675,0.6345470825714984,0.5911749921948212,0.024257125211481285,-0.9991578305776192,0.04103205570557587,false
149,-0.9309799226129266,0.6332140238497564,0.5900117579341763,0.024338720294475123,-0.9991488050765829,0.041251246211927925,false
150,-0.9309662142617052,0.6349251924439603,0.5915959001694021,0.024366108229949165,-0.9991514521646956,0.041187080949972754,false
151,-0.9307139532409393,0.6361446376414722,0.5925748041779996,0.02448600085638426,-0.9991459075848117,0.041321366827856344,false
152,-0.9308191624460421,0.6350196847342608,0.5915905283623388,0.02436696451153223,-0.9991513770806401,0.041188902362899044,false
153,-0.9150344025822115,0.5526119796023246,0.5059432687839011,0.01695861555355065,-0.9994380868641696,0.03351880853027818,false
154,-0.9151959770887876,0.5536063583449886,0.5069439630392077,0.017015771932540325,-0.9994365235372609,0.03356539020709139,false
155,-0.9151739222210541,0.5548603427890662,0.5080780543323256,0.01699561963572157,-0.9994403652456295,0.033450804439990656,false
156,-0.9150228314204981,0.5559316504751282,0.5089748768362538,0.017022150250067522,-0.9994405933275112,0.033443989133365125,false
157,-0.9149003212187776,0.5547612098912468,0.507836961112571,0.01703376598167,-0.9994373155062886,0.03354180039269368,false
158,-0.9151344118868578,0.555517776493246,0.5086565725272955,0.016969404813265747,-0.999443359510628,0.03336122195168359,false
159,-0.9150687159397912,0.5538050198400155,0.5070553122411185,0.017018024170105013,-0.9994366219065091,0.033562461055555375,false
160,-0.9150493789670127,0.5535070008590677,0.5067747214567541,0.017097065306880134,-0.999430744955192,0.03373701288362135,false
161,-0.914806470614415,0.5531184321643964,0.506283495235132,0.017049953805038685,-0.9994327793069603,0.033676692930944184,false
162,-0.9150481399470797,0.5546800879786474,0.5078445617597978,0.01702873800173579,-0.9994376645714894,0.033531397762195804,false
163,-0.9150755148390399,0.5524852939219288,0.5058475652728016,0.016882439938154324,-0.9994429141987815,0.0333745600397418,false
164,-0.914958941775615,0.5543374423579919,0.5074818390400821,0.017030410979263878,-0.9994367495117586,0.033558660959133894,false
165,-0.9148066199637775,0.5557607398872287,0.5086994263105895,0.017050326455598872,-0.9994381311811997,0.03351748709303378,false
166,-0.9148627376459425,0.5542111510967638,0.5073140703366251,0.01706031846609029,-0.9994343949298701,0.03362871141100033,false
167,-0.9150460396307032,0.5539584821988016,0.5071788967373777,0.016892078711341053,-0.9994452027019677,0.033305957365351385,false
168,-0.9149256987932401,0.5522318353735142,0.5055336540558845,0.016899807076297783,-0.9994410734505376,0.033429638048250665,false
169,-0.9150045287567979,0.5534979674759429,0.5067377282053493,0.016980435320054613,-0.999438405132796,0.033509317295540894,false
170,-0.9148096724487702,0.5557337492001003,0.5086763959748122,0.017048883447675394,-0.9994381754242916,0.03351616780842254,false
171,-0.9149329115438579,0.5540667829783699,0.5072182927413952,0.016981816675577615,-0.9994393778668361,0.03348029225009789,false
172,-0.8947927641815433,0.4249588215345106,0.38037986153430453,0.009935632721150452,-0.9996588069894521,0.026120291124440632,false
173,-0.8947540544555198,0.42379240200834184,0.3793219832682051,0.01000668197175634,-0.9996519755521147,0.02638044303559641,false
174,-0.8947024467944515,0.4248293775152561,0.38022475924247084,0.009898831356012308,-0.9996610538733348,0.026034157732741925,false
175,-0.894568481240205,0.4258990490714906,0.3811250337864309,0.009921787066415867,-0.9996610868207301,0.026032892586047466,false
176,-0.8945185881681833,0.4254291950489529,0.38068488216991114,0.00996929381022249,-0.9996570411505418,0.02618778490334926,false
177,-0.8948699788477749,0.42595774438317235,0.38130667996392587,0.00995153634102374,-0.9996593758658443,0.026098510369567143,false
178,-0.8946192542022365,0.4248999882325251,0.380253887345957,0.009949044890421038,-0.999657658298394,0.026164216123764027,false
179,-0.8943856394171217,0.42420513905420804,0.37953294520697145,0.009931355490289846,-0.9996575773682211,0.02616730804455977,false
180,-0.8945992148355887,0.42581686204282704,0.3810672034442431,0.010020547428724848,-0.9996542001101516,0.026296011144897786,false
181,-0.8947777793761464,0.4266145801540308,0.3818548105404525,0.009946475767767254,-0.9996606986289938,0.026047794850848304,false
182,-0.8948235057730896,0.42407546498235427,0.3796012681881988,0.009879124455062583,-0.9996612922265801,0.02602500382102177,false
183,-0.8946417253182103,0.42688405920109035,0.3820370868178108,0.00991931401762919,-0.999662871517582,0.025964269857286393,false
184,-0.8944934704978524,0.4269894612282603,0.3820693226324471,0.009967438983682084,-0.9996596492189522,0.026088037937740473,false
185,-0.8946563022004113,0.42737571292716203,0.3824849041480629,0.009991688374897677,-0.9996587337984636,0.026123092092099447,false
186,-0.8949278532621306,0.425570205724038,0.38098298435963024,0.009888614976838931,-0.9996630985005555,0.025955529204171855,false
187,-0.8948365845411131,0.4254762037999305,0.38086075629625715,0.009915082054925084,-0.9996610748619414,0.026033351798557362,false
188,-0.894742015441516,0.4256876789384443,0.38100926319640954,0.00989887490328709,-0.999662445491939,0.025980667294653776,false
189,-0.8946563457204683,0.42717677839508084,0.3823083326226337,0.0100423404179438,-0.9996549458230652,0.026267647239214962,false
190,-0.8946525956492092,0.4259460059678926,0.38120247514740824,0.009907691179311175,-0.9996621866062916,0.025990626570512015,false
