j,beta_j,s_c_j,s_p_j,s_r_j,paired_corr,residual_to_original_rms_ratio,degenerate
84,-0.9702098848902727,0.7055139970262816,0.6864214522010526,0.05136867643871985,-0.9971958942257183,0.07483547647586337,false
85,-0.9705697184548979,0.7028869041318098,0.6841261189521234,0.051290258656546905,-0.9971856442110018,0.07497193461215637,false
86,-0.970401452111223,0.7052304587863459,0.6862828578667198,0.051382109379774304,-0.9971932905429501,0.07487016292304507,false
87,-0.969990291428415,0.7070714249635606,0.6877886897453926,0.051572696916746125,-0.9971847862386327,0.07498334544558655,false
88,-0.9706101059927218,0.7063993204979744,0.6875684537386504,0.05148275076967569,-0.9971928112954723,0.07487654573117551,false
89,-0.9702390950434248,0.7031002773431397,0.6840787857679259,0.05099549397877419,-0.9972175588640709,0.07454622923517239,false
90,-0.9706117580315459,0.6989635183612947,0.6803360839432504,0.050995028845822465,-0.9971868689139836,0.07495564332006852,false
91,-0.9704896795031251,0.7026734661277598,0.6838547840114042,0.05117441222801705,-0.9971961341522286,0.07483227934421184,false
92,-0.9699651632638925,0.7017478179517197,0.6825663058588163,0.050831463449965364,-0.9972231722648377,0.07447109975053394,false
93,-0.9706075545179084,0.7062931402753392,0.68745978707988,0.05142798155593118,-0.9971979023927474,0.07480871248394266,false
94,-0.97094334779237,0.7080607318585037,0.6894015038006983,0.051344467105001595,-0.9972227412340537,0.07447687134701256,false
95,-0.9702114469900698,0.699035049192814,0.6801415326867012,0.051198143607588044,-0.9971627580145804,0.07527572004806805,false
96,-0.9574753937732295,0.7023175919767353,0.67370604149251,0.04109001859643283,-0.9981383148087251,0.060991019919315444,false
97,-0.9571100743864999,0.7029580357318636,0.6740787805771175,0.04136791499516365,-0.9981151124411336,0.061369555291068814,false
98,-0.9580096326070391,0.7010706098532444,0.6728893570849415,0.04110972721480809,-0.9981319964499257,0.061094334130802196,false
99,-0.9572970243178848,0.7029224708315989,0.6741818974393429,0.04146442147558105,-0.99810687918064,0.061503314807279684,false
100,-0.9573941579405317,0.7057619995437555,0.6769320639843944,0.04094849460961574,-0.9981687250601217,0.06049129120667527,false
101,-0.9578643273514796,0.7022107945624305,0.6738965261463699,0.04141583303786215,-0.9981097160996455,0.061457258541894697,false
102,-0.9575408239142533,0.7077075667251269,0.6788904675071646,0.04087420183758975,-0.9981858914894512,0.060207358615119146,false
103,-0.9577649149165636,0.7083078426785913,0.6796520341333445,0.041359862236350464,-0.9981466494731308,0.06085446693187687,false
104,-0.9571906699923785,0.7009992867328754,0.6722411449822754,0.04099521757287518,-0.9981388106640096,0.060982904540834194,false
105,-0.9573442502279378,0.7043436661176133,0.6755575143875248,0.04121079683333037,-0.9981376042475051,0.061002647377393145,false
106,-0.9573834445927526,0.7084490101623405,0.6795293842671686,0.041558949438270425,-0.9981280712371359,0.06115842876035338,false
107,-0.9578140937168469,0.7058682596632321,0.6773632867948665,0.04150381853452487,-0.998121068255615,0.0612726130034472,false
108,-0.9580257106051264,0.7048758755979665,0.6765513018072457,0.041305504024506515,-0.9981345240254188,0.0610530257116773,false
109,-0.9580076929728808,0.6999285677838847,0.671801895679005,0.04120658214685553,-0.9981170889533222,0.06133740081993537,false
110,-0.9575041549953446,0.7037400088100718,0.6750778117333855,0.04096115184562262,-0.9981575023802257,0.060676193371616505,false
111,-0.9580038126180035,0.7037400088100718,0.6754530800976914,0.041359697978206794,-0.9981235283350371,0.06123252554007882,false
112,-0.9577023601372826,0.7067177654481314,0.6780805601250841,0.04124072391610268,-0.9981487624357929,0.060819799801508964,false
113,-0.9582085455546857,0.7084842976382751,0.6801342713784985,0.04135697841765639,-0.9981495374617089,0.060807079069598896,false
114,-0.9571506165797368,0.6981045766932058,0.6694588998007787,0.04117892657226274,-0.998106420301354,0.06151076127976937,false
115,-0.9446311401603739,0.6819824044651006,0.6450287098135487,0.032253494196991736,-0.9987490579844099,0.05000319165067071,false
116,-0.9445769146995056,0.6850182479321263,0.6478749438914023,0.0326359406943274,-0.9987304328488564,0.050373827545023696,false
117,-0.944958628123994,0.6787856804618082,0.6422410847944697,0.03237852394685023,-0.9987283600903094,0.050414906042972975,false
118,-0.9441702717339381,0.679926466612383,0.6427967562508202,0.03266292485207935,-0.998708146078469,0.05081376739140579,false
119,-0.9444893112173213,0.6827151675479314,0.6456203303876781,0.03219343890045656,-0.998755999470723,0.04986435120642072,false
120,-0.9444790169978061,0.677347768875044,0.6405745877541099,0.032673674112367844,-0.998698304838669,0.051006822213980674,false
121,-0.9449671438749213,0.6856019253181834,0.6486715181118238,0.032210648128821066,-0.9987663634267738,0.04965633179421993,false
122,-0.944703601069902,0.6851277253184256,0.6480568557222035,0.03247563800584274,-0.998743587983266,0.05011232844632349,false
123,-0.9444121247435433,0.6800735254367721,0.6430800286608037,0.03227347799929961,-0.9987398994135814,0.050185788021606316,false
124,-0.9444453872717751,0.6822023160324215,0.6451176391600016,0.032413436780978556,-0.9987369612182356,0.05024422649981114,false
125,-0.9442395743189792,0.6859664714838474,0.6485342179042609,0.032553379907622894,-0.9987394206031217,0.05019531585059487,false
126,-0.944336918434823,0.6803308018897866,0.6432879320237177,0.03259744674652276,-0.9987152890491438,0.05067318244875906,false
127,-0.9448937791126522,0.6839225102305085,0.6470390331776262,0.03226400064745983,-0.9987560134328269,0.049864071552237654,false
128,-0.9446478474008371,0.677347768875044,0.6406688180265728,0.032279564475513244,-0.9987299113143834,0.05038416661972519,false
129,-0.9445850465315977,0.6803675477269621,0.6434731868098419,0.032240112337385315,-0.9987440423344024,0.050103272363566036,false
130,-0.9450146438689356,0.6826419266350405,0.6459281422496272,0.03256712159522237,-0.9987281479055097,0.050419109286364526,false
131,-0.9447803410326321,0.684324484437025,0.64734989641011,0.032444962369015756,-0.9987432196541172,0.050119668743194144,false
132,-0.9451126606784969,0.6855289928223313,0.648715853115687,0.032482110992550405,-0.9987456407405261,0.05007140003831199,false
133,-0.9447780992893821,0.6797793759742936,0.6430737749162685,0.03272317119445755,-0.9987044905582386,0.050885563166867244,false
134,-0.9308477898795923,0.6334429729659964,0.5901448079340804,0.0244285519865464,-0.9991428942064318,0.04139416573376866,false
135,-0.9306195376404784,0.6379655163094632,0.5942102050956156,0.024541989276241863,-0.9991467139527633,0.041301864333166,false
136,-0.9311070430520909,0.631862326776965,0.5888419405935889,0.024513690006938503,-0.999133081635183,0.04163033968373108,false
137,-0.9304827056994468,0.6356492743644092,0.5919763321773601,0.02470363232708459,-0.9991288917092717,0.04173077703330074,false
138,-0.9307266335841989,0.63446828131909,0.5910141825367484,0.024248600060830225,-0.999157964456042,0.04102879554725826,false
139,-0.9307165280686658,0.6348621897703469,0.5913874111598154,0.024571454995389954,-0.9991364745257492,0.04154882997458634,false
140,-0.9311697339587204,0.6374166612193315,0.5940378340975214,0.024239088272785834,-0.999167172155268,0.04080394695669599,false
141,-0.9309214639036472,0.6389053137985315,0.5952744855924178,0.024485981390798512,-0.9991536415763419,0.041133933980775333,false
142,-0.9308956297899527,0.634901567173999,0.591532628720358,0.024450454555313597,-0.9991453818999235,0.041334075870347875,false
143,-0.9307830258184677,0.6356492743644092,0.5921613208235902,0.024565573515823846,-0.9991391435856314,0.04148459659887535,false
144,-0.9304887745781034,0.6399609363078343,0.5959775877829355,0.02443485029401554,-0.9991591623740965,0.04099961272858317,false
145,-0.9307822267427082,0.6380047021770294,0.5943507553802824,0.024551829260664078,-0.9991464332954302,0.041308653246272274,false
146,-0.9308526052258919,0.6329691935631623,0.589703590872845,0.024340907003835153,-0.9991477616473393,0.04127651142128397,false
147,-0.9310023970611475,0.6329296959378664,0.5897609696912931,0.024326051051765666,-0.9991489677551585,0.04124730577626898,false
148,-0.930686313944402,0.6327321708274363,0.5893738343524947,0.024239403432372505,-0.9991539112495278,0.04112738302846903,false
149,-0.9307747750245977,0.6328111882702454,0.5895131646776063,0.024479477987700265,-0.99913746916475,0.04152490470859566,false
150,-0.9307609761114715,0.6355706097673176,0.5920672056589547,0.0243973354515584,-0.9991506293215426,0.04120703734030469,false
151,-0.9308005275000968,0.6347834276349691,0.5913590493799147,0.024368567886713946,-0.999150600486299,0.041207736505032365,false
152,-0.9306570059748167,0.6337980750996329,0.5903611412628916,0.024594385914488953,-0.9991318495371008,0.04165989967069481,false
153,-0.9151554747028275,0.555562777730834,0.5087121370835526,0.017050454734359604,-0.9994381508101844,0.033516901782823356,false
154,-0.9148560928211915,0.5582562135793923,0.5110106630468616,0.01711119849139178,-0.9994392197282975,0.03348501260104355,false
155,-0.9151415297004687,0.5515886148208645,0.5050744582669843,0.01719579880545768,-0.9994202646171012,0.03404606691944006,false
156,-0.9148733853037327,0.5585696017507576,0.511314265832999,0.01733105217694015,-0.9994253957474727,0.03389510783295975,false
157,-0.9150794780217028,0.5551576352712804,0.5082964378318104,0.01696159439955073,-0.9994430833920226,0.03336949295159753,false
158,-0.9147604285466822,0.5547521969312064,0.5077552772135706,0.017156123544865346,-0.999429016645267,0.0337881737813021,false
159,-0.9154291777030081,0.5560575509783138,0.5093122433595413,0.01691419783906312,-0.9994483998459139,0.03320987873272624,false
160,-0.9151269042776043,0.5578082107678229,0.510751944817231,0.01710922285992514,-0.9994387809590304,0.033498106142400605,false
161,-0.9150182716363398,0.5537598757584373,0.5069893811606829,0.017115278913514668,-0.9994300142105902,0.03375865363162356,false
162,-0.9146787545124331,0.5524943438624508,0.5056502402549997,0.017281575658573894,-0.9994157978930648,0.03417693552337439,false
163,-0.9151923422866449,0.5619163638834519,0.5145473960146595,0.01714869129687375,-0.9994444772528589,0.03332771952534608,false
164,-0.9147891627877206,0.5557877292636102,0.5087182616755788,0.017164995371853682,-0.999430588290897,0.03374165361258486,false
165,-0.9150780464474512,0.5530822723609933,0.5064011652593976,0.017068117811262107,-0.9994318339642143,0.0337047364464874,false
166,-0.915066047929866,0.554030685070782,0.5072542487310114,0.01683916335670115,-0.9994488379109406,0.033196692583309796,false
167,-0.9152482674032512,0.554842319943243,0.508104790722116,0.01705514116446828,-0.9994364967280555,0.03356618846326876,false
168,-0.9151330376675136,0.5563272418280449,0.5094010732894751,0.01711607289384829,-0.999435347600802,0.033600386397540656,false
169,-0.9150960555523991,0.5574943945906542,0.5104434844889173,0.016981903583933824,-0.9994464362558769,0.03326892026242042,false
170,-0.9153664699096344,0.5573598478541488,0.5104758602885551,0.017125468498463223,-0.9994371058236341,0.03354804767610904,false
171,-0.9149417474891222,0.5551576352712804,0.5082303307567658,0.017267826179046698,-0.9994226361710943,0.03397637868903758,false
172,-0.895072843914821,0.4283689998120779,0.3835527139036891,0.010033403844618219,-0.9996577915050862,0.02615912619285397,false
173,-0.8946577152099694,0.4304067843331469,0.38519729616459863,0.010027701605933742,-0.9996610934616227,0.02603263757502806,false
174,-0.894335099376462,0.42255177197593197,0.378037040073994,0.010070561730393163,-0.999645116541563,0.026639087345573412,false
175,-0.8948616136550875,0.4317985641476822,0.38653749295380274,0.010310405337524538,-0.999644192169802,0.02667375228916485,false
176,-0.894673971443407,0.4258520869973517,0.38112684216552795,0.009879323938370009,-0.9996639852406709,0.025921354377027323,false
177,-0.8945832349550075,0.4268489194082609,0.3819883875662338,0.010210999305244297,-0.999642658234162,0.026731177275575658,false
178,-0.8950338366851427,0.42508822613664565,0.3805969428412869,0.009892957895749016,-0.9996621179572192,0.025993266845221318,false
179,-0.8947733780364536,0.4288356328478313,0.38384153735880083,0.01002090324785848,-0.9996591574376066,0.026106875552895963,false
180,-0.894795440865171,0.42819388132013286,0.3832777428817108,0.01005098793227466,-0.9996560977710244,0.026223771452799045,false
181,-0.8939728401258492,0.4223742416388575,0.3777313463890681,0.01029227614420154,-0.999628714967615,0.027247609293194232,false
182,-0.8947124691370981,0.4292435206266951,0.38418083362048416,0.010043469207034904,-0.9996582249607939,0.026142556650695432,false
183,-0.8948643111854762,0.43034869582700025,0.38523730651145766,0.010145484016377245,-0.9996531559939743,0.026335673739000923,false
184,-0.8945748351368064,0.4250294107470682,0.38035123528189657,0.009967250045907951,-0.9996565799649705,0.026205383659450306,false
185,-0.894956272934156,0.4246763473517215,0.3801951554050609,0.009879947077828464,-0.9996622934983578,0.025986514918377494,false
186,-0.894812784999826,0.4256759330758553,0.3810303165884335,0.009954326667173283,-0.9996586901362801,0.026124762870050996,false
187,-0.8947675508030037,0.4284273567362383,0.38347158551479155,0.00993380386526426,-0.9996644110391386,0.025904928136796946,false
188,-0.8949410293700619,0.42801869118065394,0.3831816573406976,0.009986991840070878,-0.9996602935882685,0.026063334840663217,false
189,-0.8948905304259274,0.4262628297189423,0.3815898318839831,0.01000796345460499,-0.9996560125952675,0.026227018170777067,false
190,-0.8947258070710332,0.4296510211788167,0.3845548913571981,0.010190105715023582,-0.9996488546183584,0.02649844259959858,false
