cdf_col,pow_col,quantile_index_l,quantile_prob,z_cutoff,origin_position,origin_index,ref_index1
1,191,1,0.1,0.10536051565782628,1,2,1
2,192,1,0.1,0.10536051565782628,2,3,1
3,193,1,0.1,0.10536051565782628,3,4,1
4,194,1,0.1,0.10536051565782628,4,5,1
5,195,1,0.1,0.10536051565782628,5,6,1
6,196,1,0.1,0.10536051565782628,6,7,1
7,197,1,0.1,0.10536051565782628,7,8,1
8,198,1,0.1,0.10536051565782628,8,9,1
9,199,1,0.1,0.10536051565782628,9,10,1
10,200,1,0.1,0.10536051565782628,10,11,1
11,201,1,0.1,0.10536051565782628,11,12,1
12,202,1,0.1,0.10536051565782628,12,13,1
13,203,1,0.1,0.10536051565782628,13,14,1
14,204,1,0.1,0.10536051565782628,14,15,1
15,205,1,0.1,0.10536051565782628,15,16,1
16,206,1,0.1,0.10536051565782628,16,17,1
17,207,1,0.1,0.10536051565782628,17,18,1
18,208,1,0.1,0.10536051565782628,18,19,1
19,209,1,0.1,0.10536051565782628,19,20,1
20,210,2,0.18888888888888888,0.20935022918187393,1,2,1
21,211,2,0.18888888888888888,0.20935022918187393,2,3,1
22,212,2,0.18888888888888888,0.20935022918187393,3,4,1
23,213,2,0.18888888888888888,0.20935022918187393,4,5,1
24,214,2,0.18888888888888888,0.20935022918187393,5,6,1
25,215,2,0.18888888888888888,0.20935022918187393,6,7,1
26,216,2,0.18888888888888888,0.20935022918187393,7,8,1
27,217,2,0.18888888888888888,0.20935022918187393,8,9,1
28,218,2,0.18888888888888888,0.20935022918187393,9,10,1
29,219,2,0.18888888888888888,0.20935022918187393,10,11,1
30,220,2,0.18888888888888888,0.20935022918187393,11,12,1
31,221,2,0.18888888888888888,0.20935022918187393,12,13,1
32,222,2,0.18888888888888888,0.20935022918187393,13,14,1
33,223,2,0.18888888888888888,0.20935022918187393,14,15,1
34,224,2,0.18888888888888888,0.20935022918187393,15,16,1
35,225,2,0.18888888888888888,0.20935022918187393,16,17,1
36,226,2,0.18888888888888888,0.20935022918187393,17,18,1
37,227,2,0.18888888888888888,0.20935022918187393,18,19,1
38,228,2,0.18888888888888888,0.20935022918187393,19,20,1
39,229,3,0.2777777777777778,0.325422400434628,1,2,1
40,230,3,0.2777777777777778,0.325422400434628,2,3,1
41,231,3,0.2777777777777778,0.325422400434628,3,4,1
42,232,3,0.2777777777777778,0.325422400434628,4,5,1
43,233,3,0.2777777777777778,0.325422400434628,5,6,1
44,234,3,0.2777777777777778,0.325422400434628,6,7,1
45,235,3,0.2777777777777778,0.325422400434628,7,8,1
46,236,3,0.2777777777777778,0.325422400434628,8,9,1
47,237,3,0.2777777777777778,0.325422400434628,9,10,1
48,238,3,0.2777777777777778,0.325422400434628,10,11,1
49,239,3,0.2777777777777778,0.325422400434628,11,12,1
50,240,3,0.2777777777777778,0.325422400434628,12,13,1
51,241,3,0.2777777777777778,0.325422400434628,13,14,1
52,242,3,0.2777777777777778,0.325422400434628,14,15,1
53,243,3,0.2777777777777778,0.325422400434628,15,16,1
54,244,3,0.2777777777777778,0.325422400434628,16,17,1
55,245,3,0.2777777777777778,0.325422400434628,17,18,1
56,246,3,0.2777777777777778,0.325422400434628,18,19,1
57,247,3,0.2777777777777778,0.325422400434628,19,20,1
58,248,4,0.36666666666666664,0.456758402495715,1,2,1
59,249,4,0.36666666666666664,0.456758402495715,2,3,1
60,250,4,0.36666666666666664,0.456758402495715,3,4,1
61,251,4,0.36666666666666664,0.456758402495715,4,5,1
62,252,4,0.36666666666666664,0.456758402495715,5,6,1
63,253,4,0.36666666666666664,0.456758402495715,6,7,1
64,254,4,0.36666666666666664,0.456758402495715,7,8,1
65,255,4,0.36666666666666664,0.456758402495715,8,9,1
66,256,4,0.36666666666666664,0.456758402495715,9,10,1
67,257,4,0.36666666666666664,0.456758402495715,10,11,1
68,258,4,0.36666666666666664,0.456758402495715,11,12,1
69,259,4,0.36666666666666664,0.456758402495715,12,13,1
70,260,4,0.36666666666666664,0.456758402495715,13,14,1
71,261,4,0.36666666666666664,0.456758402495715,14,15,1
72,262,4,0.36666666666666664,0.456758402495715,15,16,1
73,263,4,0.36666666666666664,0.456758402495715,16,17,1
74,264,4,0.36666666666666664,0.456758402495715,17,18,1
75,265,4,0.36666666666666664,0.456758402495715,18,19,1
76,266,4,0.36666666666666664,0.456758402495715,19,20,1
77,267,5,0.45555555555555555,0.6079893722196383,1,2,1
78,268,5,0.45555555555555555,0.6079893722196383,2,3,1
79,269,5,0.45555555555555555,0.6079893722196383,3,4,1
80,270,5,0.45555555555555555,0.6079893722196383,4,5,1
81,271,5,0.45555555555555555,0.6079893722196383,5,6,1
82,272,5,0.45555555555555555,0.6079893722196383,6,7,1
83,273,5,0.45555555555555555,0.6079893722196383,7,8,1
84,274,5,0.45555555555555555,0.6079893722196383,8,9,1
85,275,5,0.45555555555555555,0.6079893722196383,9,10,1
86,276,5,0.45555555555555555,0.6079893722196383,10,11,1
87,277,5,0.45555555555555555,0.6079893722196383,11,12,1
88,278,5,0.45555555555555555,0.6079893722196383,12,13,1
89,279,5,0.45555555555555555,0.6079893722196383,13,14,1
90,280,5,0.45555555555555555,0.6079893722196383,14,15,1
91,281,5,0.45555555555555555,0.6079893722196383,15,16,1
92,282,5,0.45555555555555555,0.6079893722196383,16,17,1
93,283,5,0.45555555555555555,0.6079893722196383,17,18,1
94,284,5,0.45555555555555555,0.6079893722196383,18,19,1
95,285,5,0.45555555555555555,0.6079893722196383,19,20,1
96,286,6,0.5444444444444444,0.7862376036259572,1,2,1
97,287,6,0.5444444444444444,0.7862376036259572,2,3,1
98,288,6,0.5444444444444444,0.7862376036259572,3,4,1
99,289,6,0.5444444444444444,0.7862376036259572,4,5,1
100,290,6,0.5444444444444444,0.7862376036259572,5,6,1
101,291,6,0.5444444444444444,0.7862376036259572,6,7,1
102,292,6,0.5444444444444444,0.7862376036259572,7,8,1
103,293,6,0.5444444444444444,0.7862376036259572,8,9,1
104,294,6,0.5444444444444444,0.7862376036259572,9,10,1
105,295,6,0.5444444444444444,0.7862376036259572,10,11,1
106,296,6,0.5444444444444444,0.7862376036259572,11,12,1
107,297,6,0.5444444444444444,0.7862376036259572,12,13,1
108,298,6,0.5444444444444444,0.7862376036259572,13,14,1
109,299,6,0.5444444444444444,0.7862376036259572,14,15,1
110,300,6,0.5444444444444444,0.7862376036259572,15,16,1
111,301,6,0.5444444444444444,0.7862376036259572,16,17,1
112,302,6,0.5444444444444444,0.7862376036259572,17,18,1
113,303,6,0.5444444444444444,0.7862376036259572,18,19,1
114,304,6,0.5444444444444444,0.7862376036259572,19,20,1
115,305,7,0.6333333333333333,1.0033021088637848,1,2,1
116,306,7,0.6333333333333333,1.0033021088637848,2,3,1
117,307,7,0.6333333333333333,1.0033021088637848,3,4,1
118,308,7,0.6333333333333333,1.0033021088637848,4,5,1
119,309,7,0.6333333333333333,1.0033021088637848,5,6,1
120,310,7,0.6333333333333333,1.0033021088637848,6,7,1
121,311,7,0.6333333333333333,1.0033021088637848,7,8,1
122,312,7,0.6333333333333333,1.0033021088637848,8,9,1
123,313,7,0.6333333333333333,1.0033021088637848,9,10,1
124,314,7,0.6333333333333333,1.0033021088637848,10,11,1
125,315,7,0.6333333333333333,1.0033021088637848,11,12,1
126,316,7,0.6333333333333333,1.0033021088637848,12,13,1
127,317,7,0.6333333333333333,1.0033021088637848,13,14,1
128,318,7,0.6333333333333333,1.0033021088637848,14,15,1
129,319,7,0.6333333333333333,1.0033021088637848,15,16,1
130,320,7,0.6333333333333333,1.0033021088637848,16,17,1
131,321,7,0.6333333333333333,1.0033021088637848,17,18,1
132,322,7,0.6333333333333333,1.0033021088637848,18,19,1
133,323,7,0.6333333333333333,1.0033021088637848,19,20,1
134,324,8,0.7222222222222222,1.2809338454620642,1,2,1
135,325,8,0.7222222222222222,1.2809338454620642,2,3,1
136,326,8,0.7222222222222222,1.2809338454620642,3,4,1
137,327,8,0.7222222222222222,1.2809338454620642,4,5,1
138,328,8,0.7222222222222222,1.2809338454620642,5,6,1
139,329,8,0.7222222222222222,1.2809338454620642,6,7,1
140,330,8,0.7222222222222222,1.2809338454620642,7,8,1
141,331,8,0.7222222222222222,1.2809338454620642,8,9,1
142,332,8,0.7222222222222222,1.2809338454620642,9,10,1
143,333,8,0.7222222222222222,1.2809338454620642,10,11,1
144,334,8,0.7222222222222222,1.2809338454620642,11,12,1
145,335,8,0.7222222222222222,1.2809338454620642,12,13,1
146,336,8,0.7222222222222222,1.2809338454620642,13,14,1
147,337,8,0.7222222222222222,1.2809338454620642,14,15,1
148,338,8,0.7222222222222222,1.2809338454620642,15,16,1
149,339,8,0.7222222222222222,1.2809338454620642,16,17,1
150,340,8,0.7222222222222222,1.2809338454620642,17,18,1
151,341,8,0.7222222222222222,1.2809338454620642,18,19,1
152,342,8,0.7222222222222222,1.2809338454620642,19,20,1
153,343,9,0.8111111111111111,1.666596326274049,1,2,1
154,344,9,0.8111111111111111,1.666596326274049,2,3,1
155,345,9,0.8111111111111111,1.666596326274049,3,4,1
156,346,9,0.8111111111111111,1.666596326274049,4,5,1
157,347,9,0.8111111111111111,1.666596326274049,5,6,1
158,348,9,0.8111111111111111,1.666596326274049,6,7,1
159,349,9,0.8111111111111111,1.666596326274049,7,8,1
160,350,9,0.8111111111111111,1.666596326274049,8,9,1
161,351,9,0.8111111111111111,1.666596326274049,9,10,1
162,352,9,0.8111111111111111,1.666596326274049,10,11,1
163,353,9,0.8111111111111111,1.666596326274049,11,12,1
164,354,9,0.8111111111111111,1.666596326274049,12,13,1
165,355,9,0.8111111111111111,1.666596326274049,13,14,1
166,356,9,0.8111111111111111,1.666596326274049,14,15,1
167,357,9,0.8111111111111111,1.666596326274049,15,16,1
168,358,9,0.8111111111111111,1.666596326274049,16,17,1
169,359,9,0.8111111111111111,1.666596326274049,17,18,1
170,360,9,0.8111111111111111,1.666596326274049,18,19,1
171,361,9,0.8111111111111111,1.666596326274049,19,20,1
172,362,10,0.9,2.302585092994046,1,2,1
173,363,10,0.9,2.302585092994046,2,3,1
174,364,10,0.9,2.302585092994046,3,4,1
175,365,10,0.9,2.302585092994046,4,5,1
176,366,10,0.9,2.302585092994046,5,6,1
177,367,10,0.9,2.302585092994046,6,7,1
178,368,10,0.9,2.302585092994046,7,8,1
179,369,10,0.9,2.302585092994046,8,9,1
180,370,10,0.9,2.302585092994046,9,10,1
181,371,10,0.9,2.302585092994046,10,11,1
182,372,10,0.9,2.302585092994046,11,12,1
183,373,10,0.9,2.302585092994046,12,13,1
184,374,10,0.9,2.302585092994046,13,14,1
185,375,10,0.9,2.302585092994046,14,15,1
186,376,10,0.9,2.302585092994046,15,16,1
187,377,10,0.9,2.302585092994046,16,17,1
188,378,10,0.9,2.302585092994046,17,18,1
189,379,10,0.9,2.302585092994046,18,19,1
190,380,10,0.9,2.302585092994046,19,20,1
