label,median_s,min_s,mean_s,speedup_vs_full,nthreads
full_rebuild (fixed_dual_L, baseline),0.346789982,0.228859218,0.33972106635,1.0,8
block_local (Tier 1),0.19759671,0.126058245,0.19634642814999997,1.7550392514126374,8
incremental (Tier 2),0.087726096,0.050840884,0.08411817145,3.9530994517298477,8
incremental_o1 (Tier 3),0.052201231,0.035485314,0.058351095500000005,6.643329579718149,8
incremental_o1_threaded (nthreads=8),0.012497368,0.008572267,0.014804334550000001,27.749041398156795,8
