point,pairwise_infeasible,winner_scan_feasible,worst_slack,t_a_ms,t_pairwise_ms,t_winnerscan_ms
calibration,false,true,2.1560113960575134,49.97706413269043,35.35103797912598,957.0989608764648
gravity_tangent,false,true,2.157532293036178,0.01621246337890625,0.019788742065429688,266.1259174346924
upper_branch_offset01,false,true,2.1560113960575134,0.0171661376953125,0.017881393432617188,294.8281764984131
lower_branch_offset01,false,true,2.1560113960575134,0.014066696166992188,0.016927719116210938,241.52898788452148
