config_label,nthreads,job_id,direction,idx,start_kind,GT,Delta,finite,wall_s,unique_A_points,unique_inner_solves,fc_calls,ga_calls,cache_hits,fixture_load_s,worker_batch_wall_s,peak_rss_mb,cpu_seconds
4x5,5,1,upper,1,continuation,6.340640522201991,0.2970741175671966,true,49.00178599357605,68,68,113,52,53,28.38393998146057,97.12546014785767,1105.6484375,198.81
4x5,5,2,upper,1,cellwise_compensated,6.340640522201991,0.29773969021749863,true,37.73037099838257,68,68,112,52,53,28.38393998146057,97.12546014785767,1105.6484375,198.81
4x5,5,3,upper,2,continuation,6.415640522201993,0.3075741525670268,true,2.343134880065918,4,4,4,4,5,28.38393998146057,97.12546014785767,1105.6484375,198.81
4x5,5,4,upper,2,cellwise_compensated,6.415640522201993,0.30775806732488686,true,2.05800199508667,4,4,4,4,5,28.38393998146057,97.12546014785767,1105.6484375,198.81
4x5,5,5,upper,3,continuation,6.528140522201998,0.3320166389273324,true,2.1870059967041016,4,4,4,4,5,28.38393998146057,97.12546014785767,1105.6484375,198.81
4x5,5,6,upper,3,cellwise_compensated,6.528140522201998,0.33269924126954625,true,2.2549970149993896,4,4,4,4,5,28.38393998146057,97.12546014785767,1105.6484375,198.81
4x5,5,7,upper,4,continuation,6.6968905222019925,0.37326626783429306,true,14.635617971420288,4,4,4,4,5,29.33802890777588,29.03525686264038,1125.35546875,99.4
4x5,5,8,upper,4,cellwise_compensated,6.6968905222019925,0.37536463820821586,true,2.2886409759521484,4,4,4,4,5,29.33802890777588,29.03525686264038,1125.35546875,99.4
4x5,5,9,upper,5,continuation,6.896890522201982,0.4306572188995499,true,2.6298420429229736,5,5,5,5,6,29.33802890777588,29.03525686264038,1125.35546875,99.4
4x5,5,10,upper,5,cellwise_compensated,6.896890522201982,0.4348460513998884,true,2.4897830486297607,5,5,5,5,6,29.33802890777588,29.03525686264038,1125.35546875,99.4
4x5,5,11,upper,6,continuation,7.096890522201971,0.4990186631205613,true,2.784555196762085,5,5,5,5,6,29.33802890777588,29.03525686264038,1125.35546875,99.4
4x5,5,12,upper,6,cellwise_compensated,7.096890522201971,0.5050604157712434,true,2.4347941875457764,5,5,5,5,6,29.33802890777588,29.03525686264038,1125.35546875,99.4
4x5,5,13,upper,7,continuation,7.296890522201949,0.5804843311608021,true,13.425956964492798,5,5,5,5,6,27.847594022750854,27.01826286315918,1115.203125,94.67
4x5,5,14,upper,7,cellwise_compensated,7.296890522201949,0.5886454989905077,true,2.315671920776367,5,5,5,5,6,27.847594022750854,27.01826286315918,1115.203125,94.67
4x5,5,15,upper,8,continuation,7.1969443997226605,0.5380178554887682,true,2.320394992828369,5,5,5,5,6,27.847594022750854,27.01826286315918,1115.203125,94.67
4x5,5,16,upper,8,cellwise_compensated,7.1969443997226605,0.5414215813364518,true,2.4354281425476074,5,5,5,5,6,27.847594022750854,27.01826286315918,1115.203125,94.67
4x5,5,17,upper,9,continuation,7.1469309376004375,0.5181008582549245,true,2.6815309524536133,5,5,5,5,6,27.847594022750854,27.01826286315918,1115.203125,94.67
4x5,5,18,upper,9,cellwise_compensated,7.1469309376004375,0.5196334465495823,true,2.1719419956207275,5,5,5,5,6,27.847594022750854,27.01826286315918,1115.203125,94.67
4x5,5,19,upper,10,continuation,7.121914099968407,0.5084590874786976,true,13.898164987564087,5,5,5,5,6,27.421220064163208,27.228909969329834,1115.27734375,94.41
4x5,5,20,upper,10,cellwise_compensated,7.121914099968407,0.5091832511950674,true,2.323805809020996,5,5,5,5,6,27.421220064163208,27.228909969329834,1115.27734375,94.41
4x5,5,21,upper,11,continuation,7.109403153715476,0.5037492163786816,true,2.394688129425049,5,5,5,5,6,27.421220064163208,27.228909969329834,1115.27734375,94.41
4x5,5,22,upper,11,cellwise_compensated,7.109403153715476,0.5041165094775311,true,2.406865119934082,5,5,5,5,6,27.421220064163208,27.228909969329834,1115.27734375,94.41
4x5,5,23,upper,12,continuation,7.103147048630487,0.5013611914663243,true,2.336167812347412,5,5,5,5,6,27.421220064163208,27.228909969329834,1115.27734375,94.41
4x5,5,24,upper,12,cellwise_compensated,7.103147048630487,0.5015353057944824,true,2.387434959411621,5,5,5,5,6,27.421220064163208,27.228909969329834,1115.27734375,94.41
