point,W,scheme,seed,inner_status,Delta_dual,kappa,wall_s
calibration,80000,plain,8000001001,0,0.0025501183534256157,0.0203135174923732,18.234442949295044
upper_candidate,80000,plain,8000001001,0,1.0867553391640508,0.0727367850163042,12.529680013656616
