h,n_winner_switches,n_nonfinite,eta,kkt_residual_relative,sign_agreement_left_right,norm_grad_central,norm_grad_left,norm_grad_right
0.02,31,1,-0.0,1.0,0.1875,0.11414959962808671,0.5702791721265085,24.137796795608764
0.01,30,0,0.011732978667736153,0.0023339761650254033,0.5,85.22961684263149,139.0432826479855,31.418824242006032
0.005,30,0,0.01992152997309731,0.004085382645406783,0.6875,50.19652888808845,63.65378285696719,36.740218424407445
0.0025,26,0,0.02172594271954664,0.005463960416153913,0.4375,46.02723506019335,51.7682858863185,40.29073210855035
0.001,13,0,0.02216733068881234,0.005942869868226867,0.6875,45.11063397893129,47.319387166852174,42.912563452884115
