family,block,nthreads,t_min_s,t_mean_s,point
origin_zc,H_EE,10,0.034478177,0.047506313833333334,calibration
origin_zc,H_ZZ_centering_prep(fill_S=true),10,0.081493327,0.08599225049999999,calibration
origin_zc,H_EZ_Snu_prep(=H_ER prep),10,0.000194377,0.00021429966666666666,calibration
origin_zc,H_EZ(=HER),10,1.171038031,1.2827210361666666,calibration
origin_zc,H_EZ(=HER)_threaded,10,0.197074,0.2354712231666667,calibration
origin_zc,H_ZZ(=HRR)_reference,10,0.212605257,0.252941229,calibration
origin_zc,H_ZZ(=HRR)_blas_syrk,10,0.201331953,0.2334138755,calibration
origin_zc,H_ZZ(=HRR)_blas_gemm,10,0.298795292,0.3768323731666667,calibration
origin_zc,H_ZZ(=HRR)_threaded_packed,10,0.904317983,0.9688821088333333,calibration
origin_zc,H_EE,10,0.027393154,0.0289147785,non_calibration
origin_zc,H_ZZ_centering_prep(fill_S=true),10,0.080760716,0.08322197533333335,non_calibration
origin_zc,H_EZ_Snu_prep(=H_ER prep),10,0.000194322,0.00021266483333333332,non_calibration
origin_zc,H_EZ(=HER),10,1.169638872,1.2609907416666666,non_calibration
origin_zc,H_EZ(=HER)_threaded,10,0.245284922,0.3149877768333333,non_calibration
origin_zc,H_ZZ(=HRR)_reference,10,0.225721403,0.29398418433333334,non_calibration
origin_zc,H_ZZ(=HRR)_blas_syrk,10,0.208307382,0.3751227521666667,non_calibration
origin_zc,H_ZZ(=HRR)_blas_gemm,10,0.316696202,0.36426068333333333,non_calibration
origin_zc,H_ZZ(=HRR)_threaded_packed,10,1.456430385,1.5466796528333333,non_calibration
origin_zc,H_EE,10,0.03608866,0.03967309866666666,solver_trajectory
origin_zc,H_ZZ_centering_prep(fill_S=true),10,0.079492639,0.08365644150000001,solver_trajectory
origin_zc,H_EZ_Snu_prep(=H_ER prep),10,0.000207164,0.0002370403333333333,solver_trajectory
origin_zc,H_EZ(=HER),10,1.176139297,1.2328818658333331,solver_trajectory
