family,block,nthreads,t_min_s,t_mean_s,point
origin_zc,H_EE,20,0.021430079,0.02526918983333333,calibration
origin_zc,H_ZZ_centering_prep(fill_S=true),20,0.082233336,0.08502465866666668,calibration
origin_zc,H_EZ_Snu_prep(=H_ER prep),20,0.000208245,0.00023058549999999998,calibration
origin_zc,H_EZ(=HER),20,1.216388356,1.30134716,calibration
origin_zc,H_EZ(=HER)_threaded,20,0.17752468,0.19106934966666667,calibration
origin_zc,H_ZZ(=HRR)_reference,20,0.21878919,0.2795640975,calibration
origin_zc,H_ZZ(=HRR)_blas_syrk,20,0.184207616,0.21069363533333332,calibration
origin_zc,H_ZZ(=HRR)_blas_gemm,20,0.307872343,0.32050126649999994,calibration
origin_zc,H_ZZ(=HRR)_threaded_packed,20,0.531142264,0.6361058103333334,calibration
origin_zc,H_EE,20,0.027215747,0.033266292,non_calibration
origin_zc,H_ZZ_centering_prep(fill_S=true),20,0.07541113,0.07780451883333334,non_calibration
origin_zc,H_EZ_Snu_prep(=H_ER prep),20,0.000202861,0.00022665583333333333,non_calibration
origin_zc,H_EZ(=HER),20,1.143372908,1.2377276895,non_calibration
origin_zc,H_EZ(=HER)_threaded,20,0.15768827,0.17596947533333332,non_calibration
origin_zc,H_ZZ(=HRR)_reference,20,0.227857202,0.23804510200000004,non_calibration
origin_zc,H_ZZ(=HRR)_blas_syrk,20,0.225377638,0.2549048371666667,non_calibration
origin_zc,H_ZZ(=HRR)_blas_gemm,20,0.353893761,0.39707254849999996,non_calibration
origin_zc,H_ZZ(=HRR)_threaded_packed,20,1.049385319,1.1573737691666668,non_calibration
origin_zc,H_EE,20,0.043941707,0.048732036666666666,solver_trajectory
origin_zc,H_ZZ_centering_prep(fill_S=true),20,0.104522275,0.11777421466666667,solver_trajectory
origin_zc,H_EZ_Snu_prep(=H_ER prep),20,0.000182583,0.00020319516666666667,solver_trajectory
origin_zc,H_EZ(=HER),20,1.333440421,1.4383919096666666,solver_trajectory
origin_zc,H_EZ(=HER)_threaded,20,0.252912725,0.27120125366666664,solver_trajectory
origin_zc,H_ZZ(=HRR)_reference,20,0.233074293,0.24363981816666666,solver_trajectory
origin_zc,H_ZZ(=HRR)_blas_syrk,20,0.202733632,0.2177636785,solver_trajectory
origin_zc,H_ZZ(=HRR)_blas_gemm,20,0.264716033,0.29464117866666667,solver_trajectory
origin_zc,H_ZZ(=HRR)_threaded_packed,20,0.531715549,0.5543029361666667,solver_trajectory
cm_meanzc,H_EE(core-only),20,0.039849459,0.042190544833333336,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,bintables(threaded),20,0.198578345,0.21908961500000002,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ_centering_prep(fill_S=true),20,0.073657495,0.0792897125,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_EZ_Snu_prep,20,0.000181905,0.00020502716666666665,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_EZ(=HEM),20,1.249416813,1.2714165621666667,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_EZ(=HEM)_threaded,20,0.185338723,0.21258297850000005,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ(=HMM)_reference,20,0.186744229,0.2227408195,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ(=HMM)_blas_syrk,20,0.193772519,0.21322435616666666,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ(=HMM)_blas_gemm,20,0.24895255,0.3014756746666667,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ(=HMM)_threaded_packed,20,0.688721887,0.7441195003333334,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_CZ_prep(fill),20,1.061424941,1.172812661,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_CZ_prep(fill)_threaded,20,0.775288345,0.9287656925,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_EE(core-only),20,0.030810762,0.03744934666666667,non_calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,bintables(threaded),20,0.202805329,0.22350409550000003,non_calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ_centering_prep(fill_S=true),20,0.117577329,0.12119384183333333,non_calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_EZ_Snu_prep,20,0.000206055,0.000235298,non_calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_EZ(=HEM),20,1.379956472,1.4698636203333333,non_calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_EZ(=HEM)_threaded,20,0.211209593,0.23172387316666665,non_calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ(=HMM)_reference,20,0.184411857,0.2195448061666667,non_calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ(=HMM)_blas_syrk,20,0.204215578,0.21393222766666664,non_calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ(=HMM)_blas_gemm,20,0.258476313,0.30172791083333333,non_calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ(=HMM)_threaded_packed,20,0.553819169,0.6249294485,non_calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_CZ_prep(fill),20,1.057501133,1.1273785613333331,non_calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_CZ_prep(fill)_threaded,20,0.991052406,1.0949786686666667,non_calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_EE(core-only),20,0.025744159,0.030667583333333335,solver_trajectory_UNSOLVED_TIMING_ONLY
cm_meanzc,bintables(threaded),20,0.142732692,0.16992399866666666,solver_trajectory_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ_centering_prep(fill_S=true),20,0.081887162,0.08438244699999999,solver_trajectory_UNSOLVED_TIMING_ONLY
cm_meanzc,H_EZ_Snu_prep,20,0.000243342,0.0002647175,solver_trajectory_UNSOLVED_TIMING_ONLY
cm_meanzc,H_EZ(=HEM),20,1.105161802,1.2034998813333333,solver_trajectory_UNSOLVED_TIMING_ONLY
cm_meanzc,H_EZ(=HEM)_threaded,20,0.171713051,0.20691347550000003,solver_trajectory_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ(=HMM)_reference,20,0.192028495,0.24590393233333332,solver_trajectory_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ(=HMM)_blas_syrk,20,0.200722551,0.20994209216666668,solver_trajectory_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ(=HMM)_blas_gemm,20,0.252159728,0.2918204186666667,solver_trajectory_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ(=HMM)_threaded_packed,20,0.465052933,0.5425499201666667,solver_trajectory_UNSOLVED_TIMING_ONLY
cm_meanzc,H_CZ_prep(fill),20,1.016346611,1.1395709361666666,solver_trajectory_UNSOLVED_TIMING_ONLY
cm_meanzc,H_CZ_prep(fill)_threaded,20,0.637829263,0.7122152471666666,solver_trajectory_UNSOLVED_TIMING_ONLY
