family,block,nthreads,t_min_s,t_mean_s,point
origin_zc,H_EE,4,0.042389064,0.04769375983333333,calibration
origin_zc,H_ZZ_centering_prep(fill_S=true),4,0.081360011,0.08988708216666667,calibration
origin_zc,H_EZ_Snu_prep(=H_ER prep),4,0.000209342,0.00022911266666666668,calibration
origin_zc,H_EZ(=HER),4,1.259020461,1.304168883,calibration
origin_zc,H_EZ(=HER)_threaded,4,0.391061816,0.5190640076666667,calibration
origin_zc,H_ZZ(=HRR)_reference,4,0.245701417,0.274068947,calibration
origin_zc,H_ZZ(=HRR)_blas_syrk,4,0.193497247,0.23594030833333335,calibration
origin_zc,H_ZZ(=HRR)_blas_gemm,4,0.307924241,0.369386866,calibration
origin_zc,H_ZZ(=HRR)_threaded_packed,4,1.877375108,2.0085124100000002,calibration
origin_zc,H_EE,4,0.05578674,0.06913699200000001,non_calibration
origin_zc,H_ZZ_centering_prep(fill_S=true),4,0.087144769,0.08926049516666668,non_calibration
origin_zc,H_EZ_Snu_prep(=H_ER prep),4,0.000231216,0.0003521655,non_calibration
origin_zc,H_EZ(=HER),4,1.252022559,1.3539613466666667,non_calibration
origin_zc,H_EZ(=HER)_threaded,4,0.345362244,0.4041928716666667,non_calibration
origin_zc,H_ZZ(=HRR)_reference,4,0.225043479,0.23271830366666665,non_calibration
origin_zc,H_ZZ(=HRR)_blas_syrk,4,0.188247291,0.2206486371666667,non_calibration
origin_zc,H_ZZ(=HRR)_blas_gemm,4,0.283520815,0.3244836895,non_calibration
origin_zc,H_ZZ(=HRR)_threaded_packed,4,1.85661032,1.9256622349999999,non_calibration
origin_zc,H_EE,4,0.051890567,0.05330430433333334,solver_trajectory
origin_zc,H_ZZ_centering_prep(fill_S=true),4,0.080200908,0.0862623245,solver_trajectory
origin_zc,H_EZ_Snu_prep(=H_ER prep),4,0.00020207,0.00024587949999999996,solver_trajectory
origin_zc,H_EZ(=HER),4,1.204892394,1.232322652,solver_trajectory
origin_zc,H_EZ(=HER)_threaded,4,0.383181953,0.40429495849999997,solver_trajectory
origin_zc,H_ZZ(=HRR)_reference,4,0.223510329,0.23386291266666667,solver_trajectory
origin_zc,H_ZZ(=HRR)_blas_syrk,4,0.174636977,0.20430892083333332,solver_trajectory
origin_zc,H_ZZ(=HRR)_blas_gemm,4,0.298017528,0.32922680099999996,solver_trajectory
origin_zc,H_ZZ(=HRR)_threaded_packed,4,1.923247306,1.97010557,solver_trajectory
cm_meanzc,H_EE(core-only),4,0.045901834,0.06560562883333333,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,bintables(threaded),4,0.173328442,0.20328776433333337,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ_centering_prep(fill_S=true),4,0.074013898,0.08392942033333334,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_EZ_Snu_prep,4,0.000322563,0.00046769666666666667,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_EZ(=HEM),4,1.170675853,1.2451999431666667,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_EZ(=HEM)_threaded,4,0.399408429,0.41327890866666667,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ(=HMM)_reference,4,0.178731697,0.21642473583333335,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ(=HMM)_blas_syrk,4,0.198066097,0.22079087066666667,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ(=HMM)_blas_gemm,4,0.243431816,0.2870070983333333,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ(=HMM)_threaded_packed,4,1.852573457,1.9156431198333335,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_CZ_prep(fill),4,0.993373515,1.0809330183333332,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_CZ_prep(fill)_threaded,4,1.462816246,1.5704916483333333,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_EE(core-only),4,0.037477193,0.058830993500000005,non_calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,bintables(threaded),4,0.172806893,0.22696991966666666,non_calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ_centering_prep(fill_S=true),4,0.079162541,0.08236966883333334,non_calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_EZ_Snu_prep,4,0.000190441,0.00020636166666666663,non_calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_EZ(=HEM),4,1.139815623,1.3074378485,non_calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_EZ(=HEM)_threaded,4,0.332354992,0.4049004618333334,non_calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ(=HMM)_reference,4,0.192400976,0.23058696383333335,non_calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ(=HMM)_blas_syrk,4,0.202390185,0.20567997133333335,non_calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ(=HMM)_blas_gemm,4,0.225106002,0.2810541091666667,non_calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ(=HMM)_threaded_packed,4,1.912589749,1.974847764333333,non_calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_CZ_prep(fill),4,0.981656961,1.0777319731666666,non_calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_CZ_prep(fill)_threaded,4,1.628575112,2.055537881833333,non_calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_EE(core-only),4,0.046616496,0.048910210833333335,solver_trajectory_UNSOLVED_TIMING_ONLY
cm_meanzc,bintables(threaded),4,0.127605832,0.165162048,solver_trajectory_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ_centering_prep(fill_S=true),4,0.072799481,0.0755887195,solver_trajectory_UNSOLVED_TIMING_ONLY
cm_meanzc,H_EZ_Snu_prep,4,0.000190708,0.0002042496666666667,solver_trajectory_UNSOLVED_TIMING_ONLY
cm_meanzc,H_EZ(=HEM),4,1.098367832,1.1900719388333334,solver_trajectory_UNSOLVED_TIMING_ONLY
cm_meanzc,H_EZ(=HEM)_threaded,4,0.359191651,0.39931644283333334,solver_trajectory_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ(=HMM)_reference,4,0.158460227,0.20744875666666665,solver_trajectory_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ(=HMM)_blas_syrk,4,0.191745449,0.20314889850000004,solver_trajectory_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ(=HMM)_blas_gemm,4,0.240434235,0.26783065533333333,solver_trajectory_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ(=HMM)_threaded_packed,4,1.816047908,1.8639512833333336,solver_trajectory_UNSOLVED_TIMING_ONLY
cm_meanzc,H_CZ_prep(fill),4,0.999929756,1.0670828966666666,solver_trajectory_UNSOLVED_TIMING_ONLY
cm_meanzc,H_CZ_prep(fill)_threaded,4,1.451423376,1.5355796313333334,solver_trajectory_UNSOLVED_TIMING_ONLY
