family,block,nthreads,t_min_s,t_mean_s,point
origin_zc,H_EE,8,0.03322184,0.04655872266666667,calibration
origin_zc,H_ZZ_centering_prep(fill_S=true),8,0.077034167,0.07923059,calibration
origin_zc,H_EZ_Snu_prep(=H_ER prep),8,0.000214568,0.00025630000000000005,calibration
origin_zc,H_EZ(=HER),8,1.183597569,1.2792240508333335,calibration
origin_zc,H_EZ(=HER)_threaded,8,0.277878909,0.29694561983333334,calibration
origin_zc,H_ZZ(=HRR)_reference,8,0.213093172,0.24662530233333335,calibration
origin_zc,H_ZZ(=HRR)_blas_syrk,8,0.18824571,0.2315351376666667,calibration
origin_zc,H_ZZ(=HRR)_blas_gemm,8,0.378129854,0.44738790500000003,calibration
origin_zc,H_ZZ(=HRR)_threaded_packed,8,1.090694493,1.1486546823333332,calibration
origin_zc,H_EE,8,0.036785175,0.05775056233333334,non_calibration
origin_zc,H_ZZ_centering_prep(fill_S=true),8,0.086989375,0.08990383,non_calibration
origin_zc,H_EZ_Snu_prep(=H_ER prep),8,0.000224339,0.000251352,non_calibration
origin_zc,H_EZ(=HER),8,1.150769069,1.2431079563333334,non_calibration
origin_zc,H_EZ(=HER)_threaded,8,0.235573866,0.2799084015,non_calibration
origin_zc,H_ZZ(=HRR)_reference,8,0.31666066,0.460476799,non_calibration
origin_zc,H_ZZ(=HRR)_blas_syrk,8,0.247447979,0.3752205821666667,non_calibration
origin_zc,H_ZZ(=HRR)_blas_gemm,8,0.343599642,0.40608215533333336,non_calibration
origin_zc,H_ZZ(=HRR)_threaded_packed,8,1.152340097,1.3095098928333333,non_calibration
origin_zc,H_EE,8,0.040300225,0.0511930485,solver_trajectory
origin_zc,H_ZZ_centering_prep(fill_S=true),8,0.082023514,0.08588392233333332,solver_trajectory
origin_zc,H_EZ_Snu_prep(=H_ER prep),8,0.000200408,0.00022513266666666668,solver_trajectory
origin_zc,H_EZ(=HER),8,1.140361951,1.2523190313333334,solver_trajectory
origin_zc,H_EZ(=HER)_threaded,8,0.264498137,0.3126258585,solver_trajectory
origin_zc,H_ZZ(=HRR)_reference,8,0.242972416,0.26539612616666663,solver_trajectory
origin_zc,H_ZZ(=HRR)_blas_syrk,8,0.164783354,0.20374570033333336,solver_trajectory
origin_zc,H_ZZ(=HRR)_blas_gemm,8,0.286086397,0.3076601451666667,solver_trajectory
origin_zc,H_ZZ(=HRR)_threaded_packed,8,1.092722359,1.1180913373333332,solver_trajectory
cm_meanzc,H_EE(core-only),8,0.03126551,0.03416190816666667,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,bintables(threaded),8,0.13920545,0.15927448766666666,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ_centering_prep(fill_S=true),8,0.077102478,0.08327467416666667,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_EZ_Snu_prep,8,0.000209251,0.00022669716666666668,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_EZ(=HEM),8,1.177585484,1.2813782701666667,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_EZ(=HEM)_threaded,8,0.274768539,0.32979136266666664,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ(=HMM)_reference,8,0.170492881,0.22205066583333335,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ(=HMM)_blas_syrk,8,0.192454442,0.21434999833333335,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ(=HMM)_blas_gemm,8,0.227276196,0.282003639,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ(=HMM)_threaded_packed,8,1.113238777,1.253771333,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_CZ_prep(fill),8,1.059917922,1.1228860698333334,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_CZ_prep(fill)_threaded,8,1.211179867,1.261126706,calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_EE(core-only),8,0.027938809,0.030645685333333336,non_calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,bintables(threaded),8,0.101052757,0.14389908816666666,non_calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_ZZ_centering_prep(fill_S=true),8,0.080460704,0.08228043266666667,non_calibration_UNSOLVED_TIMING_ONLY
cm_meanzc,H_EZ_Snu_prep,8,0.000199678,0.000245383,non_calibration_UNSOLVED_TIMING_ONLY
