idx,g_free
1,-2.2935178246354187e8
2,-1.192490634820836
3,9.331420087094733
4,0.11263707214873389
5,0.6526163027673701
6,-3.241144759596255
7,4.2718446307526134
8,-8.620528384611314
9,5.582285617681543
10,2.42359619049616
11,2.2854013853920674
12,-0.051725699315431285
13,2.0812740786945922
14,0.2790386835684651
15,-0.32108269660746824
16,-1.3896304049367063
17,2.5790906348211715
18,0.9832399931741419
19,0.10490070005496104
20,-2.215113243482199
21,-12.457266273219915
