idx,g_free
1,-4.1739263350062263e8
2,-1.199205380846117
3,25.20929234350082
4,0.11640206116327813
5,0.5983090248833425
6,-3.8466140747755553
7,3.810331070861647
8,-10.205732476205291
9,4.68686886529449
10,2.1490806261789914
11,2.244013539901422
12,-0.002688295984061422
13,2.8740680834289094
14,0.428375898611484
15,-0.32865915090422554
16,-1.2932287115100494
17,2.0113458820741505
18,0.8488724485700575
19,0.17619354476935528
20,-1.9498020405221508
21,-10.139341718519892
