label,base_Delta,max_abs_err,max_rel_err,cos_sim,sign_agree,predicted_change,realized_change,gp_component,norm_A_block_profiled,norm_A_block_gt
calibration,0.0008944064101798138,0.20542097570762316,3.798118014088899,0.9994243593583398,0.9166666666666666,-0.0001769856314357911,5.6282752421243205e-5,0.23295865567067578,0.01771875136458243,0.018637039414387855
small_perturbation,0.000836505436409674,0.20627805023243648,5.014827451474209,0.9994943712839415,0.9166666666666666,-0.0004449262469715451,0.0003943291508279527,0.22329436223547414,0.014142604567318452,0.013619980315468416
many_winner_changes,0.13862080123356818,0.3313731619812237,2.0574167863101493,0.9998299598686686,1.0,0.0028445603222374285,0.0031644568232473413,2.147231381537699,0.30376295692589556,0.30415910176492705
