idx,t_elapsed,Delta_dual,inner_status,verified
1,5.301017999649048,0.3312946726674776,0,true
2,36.85024690628052,0.2998020053518815,0,true
3,64.59580588340759,0.23545131385798446,0,true
4,92.73730111122131,0.22881948434404462,0,true
5,120.76977205276489,0.20835984680023534,0,true
6,148.5304660797119,0.19727008444894517,0,true
7,176.32736992835999,0.1944958646476701,0,true
8,204.31709790229797,0.1939120001849314,0,true
9,232.4702398777008,0.19021693789027594,0,true
10,260.2711479663849,0.18986605450580477,0,true
11,288.21061992645264,0.18664533930483757,0,true
12,316.1417338848114,0.18472005476397463,0,true
13,344.0825788974762,0.18253543122707322,0,true
14,371.76573491096497,0.45049322465287567,0,true
15,372.8783268928528,0.2363752837599276,0,true
16,373.931853055954,0.1894072052386695,0,true
17,375.03285002708435,0.1807023710658801,0,true
18,402.3979740142822,0.17764614769132406,0,true
19,430.162122964859,0.17568376246715345,0,true
20,459.5122609138489,0.17470032974212257,0,true
21,489.1200969219208,0.17264822694176996,0,true
22,519.2593419551849,0.46747073615512463,0,true
23,520.5874240398407,0.22268592871203624,0,true
24,521.7323760986328,0.17747694432832611,0,true
25,523.3366310596466,0.17049871601225924,0,true
26,551.2785129547119,0.1682482010709086,0,true
27,578.9631459712982,0.16607906667709763,0,true
28,607.1393249034882,0.8915907513171695,0,true
29,608.2156319618225,0.28556353481801017,0,true
30,609.1989290714264,0.1867342821605867,0,true
31,610.1457359790802,0.16710951153053993,0,true
32,611.2147181034088,0.16416343216194193,0,true
33,639.5486829280853,0.16329415241912332,0,true
34,667.663192987442,0.16351531652269607,0,true
35,668.6274590492249,0.16260541968517978,0,true
36,696.2026228904724,0.16235299321720115,0,true
37,723.9016330242157,0.16326152200695423,0,true
38,724.8696200847626,0.16337111803738094,0,true
39,725.8438730239868,0.1619671454110686,0,true
40,753.4034481048584,0.1613634413002858,0,true
41,781.2713580131531,0.17034856774335932,0,true
42,782.2642240524292,0.1637219157870311,0,true
43,783.2076148986816,0.1612146514746262,0,true
44,810.7986249923706,0.16002241151877,0,true
45,838.3441638946533,0.42163995347714334,0,true
46,839.4934539794922,0.21255360667343592,0,true
47,840.4519250392914,0.1693964641661535,0,true
48,841.3961269855499,0.1606712993133034,0,true
49,842.5475399494171,0.1593333401489223,0,true
50,869.9434690475464,0.15851558861246295,0,true
51,896.9847919940948,0.15775865409437959,0,true
52,924.2620830535889,0.3316392508056288,0,true
53,925.3498439788818,0.1948504291717572,0,true
54,926.3408188819885,0.1650278073348293,0,true
55,927.3005900382996,0.15859942161603058,0,true
56,928.3615589141846,0.1574965665547391,0,true
57,956.2571549415588,0.15694354519535725,0,true
58,984.1570689678192,0.16340575071856375,0,true
59,985.1103920936584,0.1582833927908046,0,true
60,986.0571229457855,0.15728041947250238,0,true
61,987.1014380455017,0.15685596746385405,0,true
62,1014.7112948894501,0.15648533357604985,0,true
63,1042.317864894867,0.22398169115671723,0,true
64,1043.3345670700073,0.16941386137134856,0,true
65,1044.3757519721985,0.15770319442265401,0,true
66,1045.328430891037,0.15613649660557397,0,true
67,1072.6942949295044,0.15538040385442448,0,true
68,1100.0651049613953,0.26483124003111175,0,true
69,1101.0048580169678,0.18034584295751663,0,true
70,1101.9397070407867,0.16093576734980672,0,true
71,1102.890372991562,0.15633011967240293,0,true
72,1103.8882949352264,0.15529791052367828,0,true
73,1131.3006129264832,0.1549097586010479,0,true
74,1158.596962928772,0.15443688100358072,0,true
75,1186.1586349010468,0.15383736778641519,0,true
76,1213.6038739681244,0.15509705676219843,0,true
77,1214.542939901352,0.15427732518044215,0,true
78,1215.4594140052795,0.15381418815339776,0,true
79,1242.7023708820343,0.15384343124291489,0,true
80,1243.6329340934753,0.15370655670005093,0,true
81,1271.067547082901,0.15357481288230626,0,true
82,1298.7290620803833,0.1529910041560307,0,true
83,1326.2028760910034,0.15225864611369855,0,true
84,1353.5359880924225,0.15127360463050177,0,true
85,1381.4134690761566,0.15083100633225394,0,true
86,1408.6900899410248,0.15190485743833812,0,true
87,1409.6154510974884,0.15045297379438957,0,true
88,1436.8033599853516,0.14976156042385957,0,true
89,1463.895721912384,0.18678450893793555,0,true
90,1464.7956988811493,0.15861357980739646,0,true
91,1465.6654329299927,0.15154307658439373,0,true
92,1466.5676560401917,0.14976716505635784,0,true
93,1467.4955320358276,0.14905267742481515,0,true
94,1495.0397279262543,0.16259322852536223,0,true
95,1495.9667809009552,0.15123228603067465,0,true
96,1496.882798910141,0.14902446090192145,0,true
97,1523.8354029655457,0.14871501750748245,0,true
98,1551.0925369262695,0.14822759152387086,0,true
99,1579.2850360870361,0.394323763563298,0,true
100,1580.3039610385895,0.19940015591173776,0,true
101,1581.2072761058807,0.1577361739365427,0,true
102,1582.1075060367584,0.1490339176558515,0,true
103,1583.008938074112,0.14765492681249698,0,true
104,1610.7934288978577,0.14718780914242363,0,true
105,1638.1281969547272,0.17877131219065617,0,true
106,1639.147451877594,0.15530506560428015,0,true
107,1640.1668469905853,0.14916763260602717,0,true
108,1641.0848240852356,0.14769042182959544,0,true
109,1642.0196769237518,0.14709433326309687,0,true
110,1669.2088949680328,0.14669795345638542,0,true
111,1696.326570034027,0.17759323291515836,0,true
112,1697.1701788902283,0.1527639925653611,0,true
113,1698.0565040111542,0.1473776722236611,0,true
114,1698.9654700756073,0.14648908005517036,0,true
115,1726.1216959953308,0.1461151011070695,0,true
