idx,t_elapsed,Delta_dual,inner_status,delta_feasible
1,2.5876920223236084,2.7269335682554714,0,false
2,38.330634117126465,2.961484587808272,0,false
3,39.99592304229736,0.7702827839607931,0,true
4,69.95270800590515,0.6248522798722089,0,true
5,98.04908204078674,0.5393730181007579,0,true
6,131.0728600025177,1.2739120050221882,-101,false
7,132.80518913269043,0.6239039037855411,0,true
8,134.12106919288635,0.5273762770858793,0,true
9,162.12816619873047,0.5077593838674963,0,true
10,189.6415421962738,0.48454757995762326,0,true
11,216.78169918060303,0.47887301996261156,0,true
12,244.58413219451904,0.7346757746337542,0,true
13,245.8968071937561,0.49682096541738985,0,true
14,247.05487418174744,0.46785444450528657,0,true
15,274.7820870876312,0.4504359792200213,0,true
16,302.2533872127533,0.4417827528313485,0,true
17,329.8875460624695,2.075344026793098,0,false
18,331.1813790798187,0.7100156439286592,0,true
19,332.5857090950012,0.4953269944510005,0,true
20,333.6640510559082,0.4486610674350714,0,true
21,335.10321617126465,0.44051927207096503,0,true
22,362.22060799598694,0.4366426315171216,0,true
23,389.4488031864166,0.43414905738369636,0,true
24,416.7652051448822,0.42856410290472047,0,true
25,443.9032311439514,0.42441889780375547,0,true
26,471.05629110336304,0.42256238766726084,0,true
27,498.5472810268402,0.4511419776067938,0,true
28,499.68326210975647,0.42131814334531065,0,true
29,527.3664791584015,0.4114145970134595,0,true
30,554.7659261226654,0.4054127177270398,0,true
31,582.5897781848907,0.4028035542338207,0,true
32,609.6514840126038,0.39805079536894045,0,true
33,637.2745931148529,0.39754059039782313,0,true
34,664.6495690345764,0.39369606303035476,0,true
35,692.0478980541229,0.39028797437359203,0,true
36,718.9130971431732,0.38988916810021285,0,true
37,730.3094890117645,2.1224761980426963,0,false
38,731.6854391098022,0.7004847710671254,0,true
39,732.8290331363678,0.46703033666632254,0,true
40,734.0198891162872,0.40728933749953616,0,true
41,735.2428021430969,0.3945306697763695,0,true
42,736.4428880214691,0.3895354869134706,-101,true
43,763.4427070617676,0.3863359743401812,0,true
44,790.9862241744995,0.3818659791962432,0,true
45,823.7152500152588,2.340982215537089,0,false
46,825.5369219779968,0.6891593143376981,0,true
47,826.9848501682281,0.4533701391481848,0,true
48,828.0977511405945,0.39688767532855246,0,true
49,829.3227171897888,0.3839431240233411,-101,true
50,830.3627650737762,0.3807639893506167,0,true
51,858.2548761367798,0.3790159189257972,0,true
52,886.0787889957428,1.3978711406116888,0,false
53,887.3664221763611,0.5933895073935244,0,true
54,888.9423580169678,0.42804611314225294,0,true
55,890.2406840324402,0.3889302486751082,0,true
56,891.1788561344147,0.3802590306352974,0,true
57,892.2323791980743,0.37847073878462023,0,true
58,920.5747520923615,0.37790164782445046,0,true
59,947.6089010238647,0.3775547479661601,0,true
60,974.677109003067,0.37507691590037057,0,true
61,1001.9902250766754,0.37283147916608816,-101,true
62,1029.2709591388702,1.388177004167205,0,false
63,1030.6327650547028,0.571243713373427,0,true
64,1031.8555581569672,0.41416800875181803,0,true
65,1033.0013570785522,0.3797796648960153,0,true
66,1034.0351510047913,0.37249083955448586,0,true
67,1062.2720351219177,0.3699096611970717,0,true
68,1090.1097121238708,0.493928670145506,0,true
69,1091.7855939865112,0.39780040760838514,0,true
70,1092.9741849899292,0.3748207978388174,0,true
71,1094.227441072464,0.3704675226511192,-101,true
72,1095.3263070583344,0.3696111068216822,0,true
73,1123.5957419872284,0.368486554300273,0,true
74,1151.5885560512543,0.3666386487039954,0,true
75,1179.5656640529633,0.3653513972020793,0,true
