label,t_full,t_inc,speedup,mismatched_max_abs_err,mismatched_max_rel_err,mismatched_cos_sim,same_bw_Ablock_max_abs_err,same_bw_Ablock_max_rel_err,same_bw_Ablock_cos_sim,same_bw_gp_diff,gp_full,gp_inc
calibration,153.56889510154724,29.52457094192505,5.2013929483892545,0.0008362481708482279,27.133698490040736,0.9998992159673791,4.336808689942018e-18,8.650397248065719e-13,1.0,2.6540203895697445e-8,0.17377084545539576,0.17377087199559965
small_perturbation,160.7160680294037,27.510941982269287,5.841896221982681,0.0006840911065989115,2845.8909499232095,0.999956205195632,2.710505431213761e-18,1.3117021291455934e-11,1.0000000000000002,2.072289356447321e-6,0.2792601628727263,0.27926223516208276
