idx,t_elapsed,Delta_dual,inner_status,verified
1,13.274077892303467,3.016789903238056,0,true
2,44.29848289489746,1.7239483359985852,0,true
3,72.45440101623535,1.3234229774736035,0,true
4,100.96783185005188,1.2198084873987156,0,true
5,129.6872010231018,1.1612884279267557,0,true
6,158.046777009964,1.1473199619031291,0,true
7,186.0549819469452,1.1480709266977314,0,true
8,187.54519605636597,1.1267325101845451,0,true
9,215.64845991134644,1.1041792124300773,0,true
10,243.9678919315338,1.1004206387281819,0,true
11,272.8797969818115,1.9600145615357023,0,true
12,274.68766689300537,1.316241728326876,0,true
13,276.89084792137146,1.16366735848069,0,true
14,278.67938590049744,1.1066383775096864,0,true
15,280.1763949394226,1.0937387310168143,0,true
16,308.4508409500122,1.3765721605710124,0,true
17,310.0819089412689,1.1341851757701298,0,true
18,312.2155408859253,1.091596915206586,0,true
19,340.733717918396,1.0700982811176996,0,true
20,368.2063138484955,1.060310550373622,0,true
22,415.41340494155884,2.9895867572801373,0,true
23,417.00796484947205,1.2457265697576467,0,true
24,418.9886898994446,1.0809062479432474,0,true
25,420.5965540409088,1.0534662287832868,0,true
26,448.4914538860321,1.0473518192569407,0,true
27,476.61822485923767,1.0425377238001472,0,true
28,504.5831379890442,1.0303044421768968,0,true
29,532.5137839317322,1.026904508087484,0,true
31,579.8254308700562,1.641665283621619,0,true
32,581.3853850364685,1.1131937398305867,0,true
33,583.3798680305481,1.035297798475994,0,true
34,584.9435579776764,1.0232722940217323,0,true
35,612.5785448551178,1.0182660297184478,0,true
36,640.584018945694,1.2994247947503919,0,true
37,642.0574560165405,1.082205872397588,0,true
38,643.5769400596619,1.027391022840487,0,true
39,645.6626119613647,1.0165577019130168,0,true
40,673.4530019760132,1.0128592691911977,0,true
41,701.1065020561218,1.1461558350619674,0,true
42,702.5501160621643,1.0375000868727369,0,true
43,703.9927048683167,1.0121275715584401,0,true
44,731.7049028873444,1.0057674992234333,0,true
45,759.5186719894409,1.0100093130545984,0,true
46,760.9817788600922,1.007620183670062,0,true
47,762.4203050136566,1.0066728244889487,0,true
48,764.4586749076843,1.004477716709793,0,true
49,792.7068719863892,1.000477213945808,0,true
50,820.2747888565063,1.011196852619313,0,true
51,821.8094608783722,1.003806124573958,0,true
52,823.3375689983368,1.000542994410536,0,true
53,825.2839529514313,0.9978546674951304,0,true
54,852.7912409305573,0.9980526423406308,0,true
55,854.2180409431458,0.99611628555148,0,true
56,882.3156309127808,0.9948271792213808,0,true
57,909.9271769523621,1.01495796263569,0,true
58,911.3854620456696,0.9921709448859918,0,true
59,938.9086489677429,0.9854552550330011,0,true
60,966.4032618999481,0.9767552934836038,0,true
61,993.9229998588562,0.9762681565954334,0,true
63,1040.006332874298,2.084384661064413,0,true
64,1041.4308750629425,1.157377146454302,0,true
65,1042.840059041977,1.005435926524958,0,true
66,1044.3297638893127,0.9753643044386648,0,true
67,1072.5899229049683,0.9672806200895909,0,true
68,1100.5233669281006,0.9675210505785269,0,true
69,1101.97931599617,0.9672974068553848,0,true
70,1103.5117859840393,0.9667116315437491,0,true
71,1131.4591999053955,0.9636605850572473,0,true
72,1159.5861358642578,0.9616138545567865,0,true
73,1187.3060820102692,1.4001391772614031,0,true
74,1188.7359988689423,1.050466760559134,0,true
75,1190.3709819316864,0.9753819964698045,0,true
76,1191.8194210529327,0.9611786944485279,0,true
77,1219.4537298679352,0.9560817768054671,0,true
78,1246.7641189098358,1.04420421867865,0,true
79,1248.223713874817,0.9719406630692112,0,true
80,1249.6541039943695,0.9566897453153622,0,true
81,1251.047278881073,0.9543293334068075,0,true
82,1278.1064529418945,0.9497553282257039,0,true
83,1305.2541439533234,1.4138224478028047,0,true
84,1306.6594688892365,1.0523589709121945,0,true
85,1308.0331609249115,0.97780870693454,0,true
86,1309.9777579307556,0.9552346295051826,0,true
87,1311.4086270332336,0.9502483247784312,0,true
88,1312.803897857666,0.9492195826982985,0,true
89,1339.983361005783,0.9476086615999332,0,true
90,1367.188593864441,0.9458416133360343,0,true
91,1394.4302549362183,0.9618240094636799,0,true
92,1395.8528459072113,0.9472254082176471,0,true
93,1397.2224130630493,0.9445172161349051,0,true
94,1424.2038269042969,0.9401900614281866,0,true
96,1472.9455409049988,1.416765057308151,0,true
97,1474.5427198410034,1.0304840559437558,0,true
98,1475.8967039585114,0.9574995703767002,0,true
99,1477.6679060459137,0.9420172493334553,0,true
100,1479.1798119544983,0.9379757215853363,0,true
101,1506.1408569812775,0.937336032066429,0,true
102,1533.274701833725,0.9370831478909251,0,true
103,1560.27707695961,0.9858682729519035,0,true
104,1561.7098278999329,0.942354576545432,0,true
105,1563.073215007782,0.9386950304225029,0,true
106,1564.4251680374146,0.9358382791551804,0,true
107,1591.2645399570465,0.933679691302006,0,true
108,1618.2717218399048,0.9320030445118841,0,true
109,1646.0074498653412,0.9405856678068003,0,true
110,1647.4170129299164,0.9355109803240174,0,true
111,1649.000128030777,0.9320845985082941,0,true
112,1650.4281890392303,0.9310600444388571,0,true
113,1677.897300004959,0.9310084194511735,0,true
114,1705.6108298301697,0.9294063706559517,0,true
115,1732.7681579589844,0.9414575897376768,0,true
116,1734.3334288597107,0.9274361828290578,0,true
117,1761.388128042221,0.9250466804551112,0,true
118,1788.4628520011902,0.9242831329795238,0,true
119,1815.4759409427643,0.9961726971045969,0,true
120,1816.865800857544,0.9384321465846073,0,true
121,1818.2496469020844,0.9256619863554137,0,true
122,1819.7239830493927,0.9218854255202914,0,true
123,1846.7006080150604,0.922539559467878,0,true
124,1848.0586340427399,0.9215773058988199,0,true
