label,t_full,t_inc,speedup,mismatched_max_abs_err,mismatched_max_rel_err,mismatched_cos_sim,same_bw_Ablock_max_abs_err,same_bw_Ablock_max_rel_err,same_bw_Ablock_cos_sim,same_bw_gp_diff,gp_full,gp_inc
calibration,0.5149850845336914,1.9628698825836182,0.2623633329458623,0.0024241249904011454,2.048027801369768,0.9998982414935192,3.903127820947816e-18,1.5112735254803178e-15,1.0,1.438427605804371e-6,0.23295865567067578,0.23296009409828158
small_perturbation,0.08928608894348145,0.07629013061523438,1.1703491424571228,0.0028140353825946637,3.654563803890137,0.9997887863885558,5.204170427930421e-18,1.7571718156971057e-15,1.0000000000000002,1.2115462051376369e-6,0.22329436223547414,0.22329557378167927
