idx,t_elapsed,Delta_dual,inner_status,delta_feasible
73,1103.0928671360016,0.1591753464037527,0,true
74,1131.2908511161804,1.164940538615715,0,false
75,1132.7191140651703,0.34454402803276274,0,true
76,1134.067092180252,0.20205888346536885,0,true
77,1135.205461025238,0.16861593987695794,0,true
78,1136.3403141498566,0.16092660088380412,0,true
79,1137.5423040390015,0.15935161548009116,0,true
80,1138.7369379997253,0.15903213752462453,-101,true
81,1149.452435016632,0.1588068913937908,0,true
82,1176.8135101795197,0.1659348008410646,-101,true
83,1178.5360879898071,0.1600655548278746,0,true
84,1179.67058801651,0.15868575253669326,0,true
85,1191.1036491394043,0.15848047892432032,0,true
86,1218.1151781082153,0.1582327496541516,0,true
87,1245.6740591526031,0.15748006958683286,0,true
88,1272.8741970062256,0.15721504391260055,0,true
89,1299.782674074173,0.15642127011182003,0,true
90,1327.3141820430756,0.15614103367464433,0,true
91,1354.4665341377258,0.15601658116639677,0,true
92,1381.776843070984,0.19903651216056545,0,true
93,1383.0916199684143,0.16746522296285893,0,true
94,1384.3980870246887,0.15915193256125418,0,true
95,1385.5315721035004,0.15634505490150763,0,true
96,1386.5550031661987,0.15553581208748377,0,true
97,1414.2978119850159,0.15524052084827297,0,true
98,1442.0243501663208,0.1815857800381624,0,true
99,1443.2900340557098,0.16018788353381477,0,true
100,1444.3550081253052,0.15569716895781321,0,true
101,1445.4358830451965,0.15493637493741644,0,true
102,1472.5842580795288,0.154212794654767,0,true
103,1499.6226370334625,0.15300233383080045,0,true
104,1526.9542610645294,0.6048996416152673,0,true
105,1528.198417186737,0.25995350955884927,0,true
106,1529.537122964859,0.18265546712809708,0,true
107,1530.804761171341,0.16142081807279982,0,true
108,1531.9213070869446,0.15510732787237227,0,true
109,1533.3609449863434,0.15360022718486377,-101,true
110,1534.3417661190033,0.15306015432142311,0,true
111,1535.7004301548004,0.15264035639704915,0,true
112,1546.6970219612122,0.16529387779186053,0,true
113,1547.839956998825,0.15494063699257768,0,true
114,1548.9314301013947,0.15269376401753604,0,true
115,1549.8766939640045,0.15242449562114263,0,true
116,1576.8717069625854,0.15221552177813286,-101,true
117,1587.6113669872284,0.15190491822836644,0,true
118,1614.7334389686584,0.17148693371046386,0,true
119,1616.0179800987244,0.15592463555002517,0,true
120,1617.032567024231,0.15246939356925182,0,true
121,1618.087918996811,0.15174514382906287,0,true
