label,base_Delta,cos_sim_subset,max_abs_err_subset,sign_agree_subset,gp_component,norm_A_block,n_subset,t_full_gradient_s
calibration,0.0021192257477205888,0.9999396804272562,5204.561698341223,1.0,0.17377084545539576,0.009246295149946373,11,262.8335099220276
modest_perturbation,0.002407737799491664,0.9998556782835564,5318.753243088896,1.0,0.16064638133689288,0.010608683297548094,11,260.4590129852295
