step,pairwise_infeasible,winner_feasible,worst_slack,t_pairwise_ms,t_winnerscan_ms,stage
1.0,false,true,2.1917517214025164,0.03504753112792969,309.80396270751953,20
1.0,false,true,2.1374649749016985,0.03910064697265625,234.50303077697754,20
1.0,false,true,2.10486070803527,0.03504753112792969,246.39201164245605,20
1.0,false,true,2.2244259611826305,0.034809112548828125,259.81712341308594,20
1.0,false,true,2.055462448834236,0.03600120544433594,250.89621543884277,20
1.0,false,true,2.1167951282801862,0.03504753112792969,233.99782180786133,20
1.0,false,true,2.222711625431094,0.03504753112792969,247.05100059509277,20
1.0,false,true,2.253893558422895,0.03600120544433594,250.66494941711426,20
1.0,false,true,2.183780143749562,0.03600120544433594,243.03412437438965,20
1.0,false,true,2.2286071967490972,0.034809112548828125,243.06702613830566,20
1.0,false,true,2.1995961303291853,0.03409385681152344,257.5409412384033,20
1.0,false,true,2.131187867084966,0.04100799560546875,281.15200996398926,20
1.0,false,true,2.1287801360662595,0.03409385681152344,301.88608169555664,20
1.0,false,true,2.201132426255734,0.03504753112792969,261.60192489624023,20
1.0,false,true,2.2054843907945365,0.04291534423828125,260.12301445007324,20
1.0,false,true,2.187091597916993,0.03886222839355469,259.11688804626465,20
1.0,false,true,2.10291099876582,0.03504753112792969,255.42593002319336,20
1.0,false,true,2.166160818851976,0.03600120544433594,240.61894416809082,20
1.0,false,true,2.1689106251972827,0.03600120544433594,250.9438991546631,20
1.0,false,true,2.1356346261140313,0.03790855407714844,249.94516372680664,20
1.0,false,true,2.256378297914221,0.03695487976074219,242.69700050354004,20
1.0,false,true,2.158388303265358,0.03600120544433594,245.9738254547119,20
1.0,false,true,2.173050128857467,0.03600120544433594,258.34202766418457,20
2.0,false,true,2.182238760524955,0.03600120544433594,280.00879287719727,20
2.0,false,true,2.1679726178258836,0.03695487976074219,297.2888946533203,20
2.0,false,true,2.121281162570403,0.03814697265625,258.0831050872803,20
2.0,false,true,2.17300632511653,0.03695487976074219,257.3080062866211,20
2.0,false,true,2.1367485318035424,0.0400543212890625,256.2060356140137,20
2.0,false,true,2.1689158731477622,0.041961669921875,258.09383392333984,20
2.0,false,true,2.1756899199397477,0.03409385681152344,239.89200592041016,20
2.0,false,true,2.1431244747286176,0.03409385681152344,249.27878379821777,20
2.0,false,true,1.947197121929337,0.04100799560546875,258.86011123657227,20
2.0,false,true,2.062216008392747,0.034809112548828125,244.25816535949707,20
2.0,false,true,2.2562075127050445,0.03504753112792969,242.966890335083,20
2.0,false,true,2.201908829268776,0.03504753112792969,256.3960552215576,20
2.0,false,true,1.9226966200693898,0.03600120544433594,278.641939163208,20
2.0,false,true,1.9569258649278662,0.03790855407714844,298.19607734680176,20
2.0,false,true,2.1599220914483563,0.03600120544433594,256.8049430847168,20
2.0,false,true,2.1034480595712104,0.03719329833984375,256.2577724456787,20
2.0,false,true,2.0444921428500837,0.03600120544433594,256.75415992736816,20
2.0,false,true,2.2241642478478223,0.03409385681152344,253.83496284484863,20
2.0,false,true,1.951711922705611,0.03695487976074219,235.26597023010254,20
2.0,false,true,1.8946894717549636,0.03504753112792969,251.70111656188965,20
2.0,false,true,2.096510706812108,0.03600120544433594,251.96313858032227,20
2.0,false,true,2.153725855566085,0.034809112548828125,243.94702911376953,20
2.0,false,true,2.294145181786172,0.03504753112792969,242.68698692321777,20
2.0,false,true,2.142602556887299,0.032901763916015625,255.86509704589844,20
2.0,false,true,1.908143017036215,0.03600120544433594,276.8111228942871,20
4.0,false,true,1.8302187544935151,0.03695487976074219,296.0810661315918,20
4.0,false,true,2.0861410579222444,0.03504753112792969,255.9030055999756,20
4.0,false,true,2.049393799143168,0.03695487976074219,254.65989112854004,20
4.0,false,true,2.1019831842687093,0.03600120544433594,258.5480213165283,20
4.0,false,true,1.8617068357193869,0.03790855407714844,258.8989734649658,20
4.0,false,true,2.2360000040681474,0.04601478576660156,242.387056350708,20
4.0,false,true,1.9658517680964653,0.0400543212890625,257.28893280029297,20
4.0,false,true,1.8600160617836838,0.03600120544433594,252.62212753295898,20
4.0,false,true,1.6840300238642119,0.03910064697265625,251.15489959716797,20
4.0,false,true,1.918033897532803,0.03504753112792969,242.46501922607422,20
4.0,false,true,1.8824130737838125,0.03409385681152344,256.3331127166748,20
4.0,false,true,1.8891464858251599,0.03600120544433594,285.1729393005371,20
4.0,false,true,2.2059709396157867,0.0400543212890625,298.1879711151123,20
4.0,false,true,1.9076541861090544,0.041961669921875,260.2391242980957,20
4.0,false,true,1.888226833902987,0.03600120544433594,257.0359706878662,20
4.0,false,true,2.1358348847842503,0.04792213439941406,256.0298442840576,20
4.0,false,true,1.9208470389491108,0.03600120544433594,261.3661289215088,20
4.0,false,true,1.7383287820609503,0.03600120544433594,235.63194274902344,20
4.0,false,true,1.7714392602198945,0.034809112548828125,247.90596961975098,20
4.0,false,true,2.0328293971161457,0.04100799560546875,245.73588371276855,20
4.0,false,true,1.9143232583039538,0.03600120544433594,257.889986038208,20
4.0,false,true,1.6820020558466329,0.047206878662109375,235.39996147155762,20
4.0,false,true,1.7470365501888665,0.03504753112792969,322.25704193115234,20
4.0,false,true,1.9615595069220841,0.03600120544433594,308.6371421813965,20
4.0,false,true,2.071563275852796,0.03910064697265625,241.36781692504883,20
8.0,false,true,1.4450792140518303,0.03504753112792969,254.39786911010742,20
8.0,false,true,1.5900031775480468,0.0400543212890625,255.86390495300293,20
8.0,false,true,1.7121905438914151,0.0400543212890625,251.14107131958008,20
8.0,false,true,1.6201705250317922,0.03504753112792969,238.94095420837402,20
8.0,false,true,1.6491044779972341,0.03695487976074219,247.8010654449463,20
8.0,false,true,2.031695164902734,0.03409385681152344,251.7220973968506,20
8.0,false,true,1.6451989486117693,0.03504753112792969,246.37699127197266,20
8.0,false,true,0.7765760181619985,0.03600120544433594,246.41799926757812,20
8.0,false,true,1.861044740356263,0.03695487976074219,261.5070343017578,20
8.0,false,true,1.6421580115954146,0.0400543212890625,289.87598419189453,20
8.0,false,true,1.1744904709392614,0.034809112548828125,298.0470657348633,20
8.0,false,true,1.184374976342097,0.04100799560546875,262.91513442993164,20
8.0,false,true,1.6613855185794204,0.04100799560546875,257.00998306274414,20
8.0,false,true,1.6692642060387985,0.03695487976074219,254.35495376586914,20
8.0,false,true,1.433897947837437,0.03790855407714844,257.0350170135498,20
8.0,false,true,1.4588593064565831,0.03695487976074219,234.76696014404297,20
8.0,false,true,1.3447470153135175,0.03600120544433594,246.66404724121094,20
8.0,false,true,1.6553977964384625,0.03600120544433594,246.28710746765137,20
8.0,false,true,2.050946314198381,0.035762786865234375,254.76694107055664,20
8.0,false,true,1.6479305945699263,0.033855438232421875,233.4129810333252,20
8.0,false,true,1.6489150483314123,0.033855438232421875,310.8189105987549,20
8.0,false,true,1.743241488662612,0.03695487976074219,319.7898864746094,20
8.0,false,true,1.793188650950837,0.03695487976074219,240.46993255615234,20
8.0,false,true,1.1987653759306074,0.03790855407714844,256.64401054382324,20
8.0,false,true,1.3057623382321584,0.032901763916015625,256.1230659484863,20
16.0,false,true,0.6236829810733244,0.04220008850097656,256.6661834716797,20
16.0,false,true,1.4778263440708397,0.04100799560546875,237.82992362976074,20
16.0,false,true,1.0078050247387065,0.03719329833984375,251.39999389648438,20
16.0,false,true,0.8615952798946864,0.03504753112792969,253.48496437072754,20
16.0,false,true,1.2777386291894093,0.03600120544433594,249.8769760131836,20
16.0,false,true,0.7182794622791064,0.03409385681152344,245.05305290222168,20
16.0,false,true,0.9215507838672448,0.03695487976074219,259.3228816986084,20
16.0,false,true,1.0195479084516421,0.03504753112792969,281.7211151123047,20
16.0,false,true,0.1007142093545248,0.03981590270996094,296.71216011047363,20
16.0,false,true,1.2487382080818037,0.03600120544433594,258.969783782959,20
16.0,false,true,0.7434431913237542,0.03600120544433594,260.789155960083,20
16.0,true,false,-0.5008580283453608,0.04792213439941406,96.00996971130371,1
16.0,true,false,-0.08828516888132931,0.06699562072753906,98.91200065612793,1
16.0,false,true,1.7928392333246563,0.03600120544433594,246.8400001525879,20
16.0,false,true,0.6886091654724495,0.03504753112792969,256.65903091430664,20
16.0,false,true,0.15420687448332515,0.04100799560546875,245.32222747802734,20
16.0,false,true,0.9309324834879025,0.03409385681152344,259.6628665924072,20
16.0,false,true,0.4806146993273632,0.03600120544433594,238.38496208190918,20
16.0,false,true,0.9512056671350457,0.033855438232421875,287.10412979125977,20
16.0,false,true,0.9459978928331729,0.03600120544433594,308.81595611572266,20
16.0,false,true,1.8201337766905308,0.03504753112792969,242.6929473876953,20
16.0,false,true,1.2228561996920533,0.03409385681152344,256.2129497528076,20
16.0,false,true,1.1392012251400452,0.03504753112792969,258.0749988555908,20
16.0,false,true,0.1355657631109679,0.0400543212890625,248.8420009613037,20
16.0,false,true,0.928049621911466,0.03504753112792969,236.3901138305664,20
