family,W,K_zc,pid,julia_threads,blas_threads,ctx_build_s,cold_solve_s,n_fg,n_hess,nStatus,n_dual_dim,packed_hlen,t_single_s,bytes_single,mean_t_repeat_s,median_t_repeat_s,min_t_repeat_s,max_t_repeat_s,bytes_repeat_total,bytes_per_call,max_h_drift,backend_info,timestamp
unrestricted,500000,3,2377031,10,8,143.939532995224,5.222904920578003,5,4,0,382,73153,0.178599056,11872,0.1808246358,0.1836302835,0.16495796,0.189296906,119072,11907.2,0.0,"(bundle_type = OperatorPsiBundle{@NamedTuple{wHat::Vector{Float64}, L::Matrix{Float64}, LPrime::Matrix{Float64}, τ::Matrix{Float64}, τPrime::Matrix{Float64}, P::Base.ReshapedArray{Float64, 2, Adjoint{Float64, Matrix{Float64}}, Tuple{Base.MultiplicativeInverses.SignedMultiplicativeInverse{Int64}}}, PMM::Vector{Float64}, σ_Moments::Vector{Float64}, Moments_CS::Matrix{Float64}, baseIndex::Int64, indicators::@NamedTuple{counterExplicit::Int64, counterType::Int64, θConstant::Int64, gravMoment::Int64, localGravityMoment::Int64, GravityMomentFirstApproach::Int64, sameMarginalsMoment::Int64, independenceMoment::Int64, momentOrder::Int64, momentOrderForBaseIndex::Int64, IndMomentOrder::Int64, OuterScaling::Int64, usePMM::Int64, UoModel::Int64, NormalizeMoments::Int64, useConfidenceIntervals::Int64}, wPrimeHat::Vector{Float64}, Uσ::Matrix{Float64}, UPow_scratch::Matrix{Float64}, UσPow_scratch::Matrix{Float64}, Ū::Matrix{Float64}, μHat::Float64, D::Int64, CDF_Moments::Matrix{Float64}, Ind_Moments::Matrix{Float64}, cHat::Matrix{Float64}, IndCDF_Cells::Vector{Vector{Int64}}, SamplingWeights::Vector{Float64}, refIndex1::Int64, upper_moment_start_index::Int64, numMomentsSimple::Int64, moments_without_var::Vector{Int64}}}, core_hessian_backend = :exact_winner_pair_parallel)",2026-08-02T10:47:41.774
