family,W,K_zc,pid,julia_threads,blas_threads,ctx_build_s,cold_solve_s,n_fg,n_hess,nStatus,n_dual_dim,packed_hlen,t_single_s,bytes_single,mean_t_repeat_s,median_t_repeat_s,min_t_repeat_s,max_t_repeat_s,bytes_repeat_total,bytes_per_call,max_h_drift,backend_info,timestamp
flexible_cm,500000,3,2377030,10,8,136.20137095451355,19.55379581451416,missing,missing,0,1332,887778,0.731002988,41456,0.8831938001999999,0.8817815499999999,0.805414436,0.958656559,415040,41504.0,0.0,"(core_hessian_backend = :exact_winner_pair_parallel, cross_hessian_backend = :winner_bin, use_threaded_bins = true, inner_fg_backend = :cm_lookup)",2026-08-02T10:48:23.957
