family,W,K_zc,pid,julia_threads,blas_threads,ctx_build_s,cold_solve_s,n_fg,n_hess,nStatus,n_dual_dim,packed_hlen,t_single_s,bytes_single,mean_t_repeat_s,median_t_repeat_s,min_t_repeat_s,max_t_repeat_s,bytes_repeat_total,bytes_per_call,max_h_drift,backend_info,timestamp
origin_zc,500000,3,2377028,10,8,129.32911491394043,43.85576009750366,missing,missing,0,1012,512578,3.497596903,47920,3.4559742467,3.517861546,2.866451359,3.924458802,479616,47961.6,0.0,"(core_hessian_backend = :exact_winner_pair_parallel, zc_gram_backend = :blas_syrk, zc_ez_backend = :drawmajor_v2)",2026-08-02T10:49:23.182
