family,W,K_zc,pid,julia_threads,blas_threads,ctx_build_s,cold_solve_s,n_fg,n_hess,nStatus,n_dual_dim,packed_hlen,t_single_s,bytes_single,mean_t_repeat_s,median_t_repeat_s,min_t_repeat_s,max_t_repeat_s,bytes_repeat_total,bytes_per_call,max_h_drift,backend_info,timestamp
common_frechet,500000,3,2377029,10,8,144.4575550556183,22.99437117576599,missing,missing,0,1382,955653,1.086733091,41536,1.1373168566,1.1370370854999998,1.032304089,1.206105121,415392,41539.2,0.0,"(core_hessian_backend = :exact_winner_pair_parallel, cross_hessian_backend = :winner_bin, use_threaded_bins = true, inner_fg_backend = :cm_frechet_lookup)",2026-08-02T10:48:49.066
