family,W,K_zc,pid,julia_threads,blas_threads,ctx_build_s,cold_solve_s,n_fg,n_hess,nStatus,n_dual_dim,packed_hlen,t_single_s,bytes_single,mean_t_repeat_s,median_t_repeat_s,min_t_repeat_s,max_t_repeat_s,bytes_repeat_total,bytes_per_call,max_h_drift,backend_info,timestamp
cm_meanzc,500000,3,2377027,10,8,135.88744688034058,102.41280317306519,missing,missing,0,1962,1925703,7.972528639,70632,7.6758244836000005,7.624847578,7.079156173,8.222186897,706736,70673.6,0.0,"(core_hessian_backend = :exact_winner_pair_parallel, zc_gram_backend = :blas_syrk, hcz_prep_backend = :draw_chunk_reordered, zc_ez_backend = :drawmajor_v2, use_threaded_bins = true)",2026-08-02T10:52:09.776
