dir,status_plus,status_minus,Delta_plus,Delta_minus,secant,finite_sane,wall_plus_s,wall_minus_s
1,0,0,0.002604083307750229,0.0026015306079454703,6.38174951189674e-5,true,5.138635873794556,5.213826894760132
2,0,0,0.0025987981324350246,0.0025691779145438896,0.0007405054472783747,true,5.248769044876099,5.742365121841431
3,0,0,0.002602267078051492,0.002592153819050109,0.0002528314750345809,true,5.7944159507751465,5.725552797317505
4,0,0,0.0026037256557814993,0.0025852958159289347,0.0004607459963141148,true,5.784402132034302,5.709491014480591
5,0,0,0.0025794878988365465,0.00260323383331648,-0.0005936483619983367,true,5.737385034561157,5.752577066421509
