D,n_free,nTotalMoments,setup_wall_s_cold,setup_wall_s_warm,gc_live_delta_MB,vmhwm_after_setup_KB,U_size_MB
20,401,402,53.097793102264404,14.99590802192688,1791.77156,2602240,12.8
