config_label,nthreads,job_id,direction,idx,start_kind,GT,Delta,finite,wall_s,unique_A_points,unique_inner_solves,fc_calls,ga_calls,cache_hits,fixture_load_s,worker_batch_wall_s,peak_rss_mb,cpu_seconds
5x4,4,1,upper,1,continuation,6.340640522201991,0.2970741175671966,true,49.638386964797974,68,68,113,52,53,28.174054861068726,97.35349011421204,1154.44921875,189.83
5x4,4,2,upper,1,cellwise_compensated,6.340640522201991,0.29773969021749863,true,39.35352301597595,68,68,112,52,53,28.174054861068726,97.35349011421204,1154.44921875,189.83
5x4,4,3,upper,2,continuation,6.415640522201993,0.3075741525670268,true,2.422837972640991,4,4,4,4,5,28.174054861068726,97.35349011421204,1154.44921875,189.83
5x4,4,4,upper,2,cellwise_compensated,6.415640522201993,0.30775806732488686,true,2.0470850467681885,4,4,4,4,5,28.174054861068726,97.35349011421204,1154.44921875,189.83
5x4,4,5,upper,3,continuation,6.528140522201998,0.3320166389273324,true,2.223814010620117,4,4,4,4,5,28.174054861068726,97.35349011421204,1154.44921875,189.83
5x4,4,6,upper,3,cellwise_compensated,6.528140522201998,0.33269924126954625,true,13.625035047531128,4,4,4,4,5,27.30965781211853,27.705398082733154,1175.109375,93.68
5x4,4,7,upper,4,continuation,6.6968905222019925,0.37326626783429306,true,2.900485038757324,4,4,4,4,5,27.30965781211853,27.705398082733154,1175.109375,93.68
5x4,4,8,upper,4,cellwise_compensated,6.6968905222019925,0.37536463820821586,true,3.4076099395751953,4,4,4,4,5,27.30965781211853,27.705398082733154,1175.109375,93.68
5x4,4,9,upper,5,continuation,6.896890522201982,0.4306572188995499,true,2.805842876434326,5,5,5,5,6,27.30965781211853,27.705398082733154,1175.109375,93.68
5x4,4,10,upper,5,cellwise_compensated,6.896890522201982,0.4348460513998884,true,3.09041690826416,5,5,5,5,6,27.30965781211853,27.705398082733154,1175.109375,93.68
5x4,4,11,upper,6,continuation,7.096890522201971,0.4990186631205613,true,13.20186996459961,5,5,5,5,6,27.499308824539185,24.629719972610474,1092.7421875,88.95
5x4,4,12,upper,6,cellwise_compensated,7.096890522201971,0.5050604157712434,true,2.43017315864563,5,5,5,5,6,27.499308824539185,24.629719972610474,1092.7421875,88.95
5x4,4,13,upper,7,continuation,7.296890522201949,0.5804843311608021,true,2.5318870544433594,5,5,5,5,6,27.499308824539185,24.629719972610474,1092.7421875,88.95
5x4,4,14,upper,7,cellwise_compensated,7.296890522201949,0.5886454989905077,true,2.411094903945923,5,5,5,5,6,27.499308824539185,24.629719972610474,1092.7421875,88.95
5x4,4,15,upper,8,continuation,7.1969443997226605,0.5380178554887682,true,2.507913112640381,5,5,5,5,6,27.499308824539185,24.629719972610474,1092.7421875,88.95
5x4,4,16,upper,8,cellwise_compensated,7.1969443997226605,0.5414215813364518,true,13.090299129486084,5,5,5,5,6,27.9928560256958,25.427905082702637,1207.8203125,92.58
5x4,4,17,upper,9,continuation,7.1469309376004375,0.5181008582549245,true,2.7979378700256348,5,5,5,5,6,27.9928560256958,25.427905082702637,1207.8203125,92.58
5x4,4,18,upper,9,cellwise_compensated,7.1469309376004375,0.5196334465495823,true,2.4313700199127197,5,5,5,5,6,27.9928560256958,25.427905082702637,1207.8203125,92.58
5x4,4,19,upper,10,continuation,7.121914099968407,0.5084590874786976,true,2.8463470935821533,5,5,5,5,6,27.9928560256958,25.427905082702637,1207.8203125,92.58
5x4,4,20,upper,10,cellwise_compensated,7.121914099968407,0.5091832511950674,true,2.604966878890991,5,5,5,5,6,27.9928560256958,25.427905082702637,1207.8203125,92.58
5x4,4,21,upper,11,continuation,7.109403153715476,0.5037492163786816,true,13.82159686088562,5,5,5,5,6,28.18314003944397,22.740985870361328,1133.546875,89.96
5x4,4,22,upper,11,cellwise_compensated,7.109403153715476,0.5041165094775311,true,2.436351776123047,5,5,5,5,6,28.18314003944397,22.740985870361328,1133.546875,89.96
5x4,4,23,upper,12,continuation,7.103147048630487,0.5013611914663243,true,2.423125982284546,5,5,5,5,6,28.18314003944397,22.740985870361328,1133.546875,89.96
5x4,4,24,upper,12,cellwise_compensated,7.103147048630487,0.5015353057944824,true,2.4386370182037354,5,5,5,5,6,28.18314003944397,22.740985870361328,1133.546875,89.96
