D,n_free,nTotalMoments,setup_wall_s_cold,setup_wall_s_warm,gc_live_delta_MB,vmhwm_after_setup_KB,U_size_MB
20,401,402,102.10869288444519,62.27319884300232,110732.184976,109031364,12.8
