family,arm,rep,W,hzz_backend,hcz_backend,hez_backend,pid,ctx_build_s,solve_s,nStatus,timestamp
cm_meanzc,all_optimized,mixed_t10_cm_meanzc_4,100000,blas_syrk,draw_chunk_reordered,drawmajor_v2,587460,59.7786967754364,51.742575883865356,0,2026-08-01T23:30:42.861
