point,dir_idx,h,pred_dot,delta0,delta_plus,delta_minus,central_secant,right_secant,left_secant,sign_match_central,sign_match_right,sign_match_left,n_switches_plus,cc_mass_plus,n_switches_minus,cc_mass_minus,wall_plus_s,wall_minus_s
upper_gp1.01,8,0.005,0.007100933658381469,0.23088414900346266,0.23101851767126413,0.23073317237520238,0.028534529606175085,0.02687373356029532,0.03019532565205485,true,true,true,54,0.0007145928460562101,61,0.0009055670618194658,5.942584037780762,5.492655038833618
upper_gp1.01,9,0.02,-0.0042836705994787555,0.23088414900346266,0.2304759644486215,0.23106012133581547,-0.014603922179848988,-0.020409227742057556,-0.00879861661764042,true,true,true,228,0.00286244784662968,216,0.002786226639255832,6.042846918106079,6.090008020401001
upper_gp1.01,9,0.005,-0.0042836705994787555,0.23088414900346266,0.23084540477959384,0.2310096988840521,-0.016429410445825687,-0.007748844773763919,-0.025109976117887456,true,true,true,49,0.0007357034689600869,58,0.000701685664624852,5.518492937088013,5.706873178482056
upper_gp1.01,10,0.02,-0.0008119470114992816,0.23088414900346266,0.23129569474488562,0.2313044497988599,-0.00021887634935671696,0.020577287071148198,-0.021015039769861632,true,false,true,196,0.0026381571616499178,204,0.0032186272527868548,6.115782976150513,5.982303857803345
upper_gp1.01,10,0.005,-0.0008119470114992816,0.23088414900346266,0.23088284088656,0.23088241545784288,4.254287171157056e-5,-0.0002616233805319279,0.00034670912395506903,false,true,false,65,0.0008216086505160174,57,0.0007977196843100982,5.441649913787842,5.488870143890381
upper_gp1.01,11,0.02,-0.016709066368446088,0.23088414900346266,0.23015482385393587,0.23149629564610738,-0.033536794804287645,-0.03646625747633914,-0.030607332132236154,true,true,true,282,0.003995484913718939,281,0.003669423268905034,6.141301155090332,5.91820502281189
upper_gp1.01,11,0.005,-0.016709066368446088,0.23088414900346266,0.23073871228274284,0.23107822590081759,-0.03395136180747438,-0.02908734414396319,-0.03881537947098557,true,true,true,83,0.0011239134296036073,66,0.0008705339854293649,5.8914711475372314,5.597028017044067
upper_gp1.01,12,0.02,0.02431737561157332,0.23088414900346266,0.23142641692129384,0.23023410345067563,0.029807836765455287,0.027113395891559255,0.03250227763935132,true,true,true,243,0.0029564744026308568,255,0.005257964506213593,5.57269811630249,6.018805027008057
upper_gp1.01,12,0.005,0.02431737561157332,0.23088414900346266,0.23129921714911184,0.2308725916695203,0.042662547959154695,0.08301362912983556,0.002311466788473826,true,true,true,64,0.0007085484614965241,82,0.0015020680244002685,5.898903846740723,5.42693305015564
upper_gp1.01,13,0.02,-0.007356772571603105,0.23088414900346266,0.23066886006828274,0.23111233093588857,-0.011086771690145547,-0.010764446758995683,-0.011409096621295411,true,true,true,218,0.003126151584544292,217,0.0028811092997332822,5.991786956787109,5.92773699760437
upper_gp1.01,13,0.005,-0.007356772571603105,0.23088414900346266,0.23091627007137042,0.23098565493612375,-0.006938486475333017,0.006424213581551763,-0.020301186532217796,true,false,true,69,0.0010903217007387717,60,0.0007070052717207789,5.865373134613037,5.393380165100098
upper_gp1.01,14,0.02,-0.000652184768099399,0.23088414900346266,0.23130699871687355,0.23085321593383457,0.011344569575974517,0.021142485670544442,0.0015466534814045918,false,false,false,208,0.002850255246726296,222,0.0028673969612102858,6.0774641036987305,5.9716668128967285
upper_gp1.01,14,0.005,-0.000652184768099399,0.23088414900346266,0.23094786655585484,0.23096219257580236,-0.0014326019947524804,0.012743510478435693,-0.015608714467940654,true,false,true,54,0.0006394664119565028,63,0.0007870282251232367,6.047852993011475,5.468581914901733
upper_gp1.01,15,0.02,-0.014780002995151897,0.23088414900346266,0.23048546630474076,0.23154945960003973,-0.026599832382474126,-0.01993413493609486,-0.03326552982885339,true,true,true,249,0.004026635197574822,279,0.0035498289119409616,6.117589950561523,6.063652992248535
upper_gp1.01,15,0.005,-0.014780002995151897,0.23088414900346266,0.2307352081847152,0.2310392986368628,-0.030409045214757624,-0.029788163749489005,-0.031029926680026243,true,true,true,72,0.001084279225223634,74,0.0008325479128817817,5.8826799392700195,5.526195049285889
upper_gp1.01,16,0.02,0.0011424438015411613,0.23088414900346266,0.23116982201617275,0.23078250772830616,0.009682857196664785,0.014283650635504852,0.005082063757824717,true,true,true,233,0.0032860846239599847,243,0.0033451342394843213,5.4495649337768555,5.954061031341553
upper_gp1.01,16,0.005,0.0011424438015411613,0.23088414900346266,0.2310536916835058,0.23101120566342764,0.0042486020078169595,0.033908536008631085,-0.025411331992997166,true,true,false,77,0.001033091193868641,60,0.000920531738139959,5.894976854324341,5.46105694770813
upper_gp1.01,17,0.02,0.012880474654933843,0.23088414900346266,0.23155044527702798,0.23061622488921138,0.023355509695414944,0.033314813678266,0.013396205712563891,true,true,true,221,0.0028413073380218028,202,0.003282134287960186,5.999604940414429,5.913372993469238
upper_gp1.01,17,0.005,0.012880474654933843,0.23088414900346266,0.23111978437275515,0.2309826222892792,0.01371620834759446,0.04712707385849946,-0.019694657163310536,true,true,false,60,0.0006535087803883352,59,0.001083755803215353,5.85225510597229,6.0195770263671875
upper_gp1.01,18,0.02,-0.0008803293015060819,0.23088414900346266,0.23095441510396758,0.23125529433760234,-0.007521980840868858,0.0035133050252461606,-0.018557266706983877,true,false,true,220,0.003054820796664022,237,0.0035433149323890164,5.988039016723633,6.001375913619995
upper_gp1.01,18,0.005,-0.0008803293015060819,0.23088414900346266,0.2308593346499628,0.23091764157520994,-0.005830692524713688,-0.004962870699970479,-0.006698514349456897,true,true,true,66,0.0008273427386133784,56,0.0006448816828559243,5.395564794540405,5.4173150062561035
upper_gp1.01,19,0.02,-0.00513136501473111,0.23088414900346266,0.23083997733750075,0.23095115367918814,-0.0027794085421847803,-0.0022085832980953124,-0.003350233786274248,true,true,true,202,0.0030949436877002064,195,0.002625844151191778,5.99619197845459,5.875535011291504
upper_gp1.01,19,0.005,-0.00513136501473111,0.23088414900346266,0.23107940550813708,0.23101751044756788,0.00618950605691948,0.039051300934883626,-0.026672288821044665,false,false,true,51,0.0008626197291486544,60,0.0006186440967247775,5.841090202331543,6.016127824783325
upper_gp1.01,20,0.02,-0.013258487708473545,0.23088414900346266,0.23038139195288287,0.23126435637674211,-0.022074110596480984,-0.025137852528989146,-0.01901036866397282,true,true,true,235,0.003573644389665424,252,0.0033020506257019056,5.980120897293091,5.992916107177734
