h,diag_max_abs,diag_mean_abs,diag_max_rel,diag_mean_rel,off_max_abs,off_mean_abs,off_max_rel,off_mean_rel,cross_max_abs,ad_diag_max_abs,ad_off_max_abs
0.01,0.05585320256345122,0.01626335066048058,0.3697515992616196,0.1690731927415207,0.034667718722911606,0.006860086331401369,3.9500769793400874,0.64301893286156,0.0,0.2039098499663981,0.09772625248948286
0.001,0.1546511668578216,0.044301523125965636,1.2876431644078423,0.4710101927825355,0.08145251535808859,0.019626665254672625,30.73979780767112,1.9834658007222634,0.0,0.2437475182360081,0.14443786206119746
0.0001,0.434977952537417,0.13486935768427416,13.554015182315542,1.6271244491812993,0.4683007957395097,0.04336086439102038,32.6995791561629,2.3550354599231786,0.0,0.48262685683731443,0.48262210530447547
1.0e-5,0.15361866442276018,0.07590056018924321,0.7522807742105326,0.6933585074343024,0.09021040839764505,0.01896244748342817,1.0,1.0,0.0,5.313471884704768e-12,0.0
1.0e-6,0.1536186643561468,0.07590056018104142,0.7522807742982186,0.6933585074033318,0.09021040839764505,0.01896244748342817,1.0,1.0,0.0,7.192686724000197e-11,0.0
