h,frac_switch,fd_diag,fd_offdiag,analytical_diag,analytical_offdiag
0.1,0.023625,0.26465265753876394,-0.08807003314576108,0.26729616470593853,-0.09021040839764505
0.03,0.007125,0.26012006222456,-0.08797437801890591,0.26729616470593853,-0.09021040839764505
0.01,0.002625,0.2469948869963593,-0.07904698858029646,0.26729616470593853,-0.09021040839764505
0.003,0.000875,0.2253589797356294,-0.060244189704954855,0.26729616470593853,-0.09021040839764505
0.001,0.00025,0.196360122011685,-0.040598830412725384,0.26729616470593853,-0.09021040839764505
0.0003,0.000125,0.24359782369915697,0.0,0.26729616470593853,-0.09021040839764505
0.0001,0.000125,0.494560377639902,0.0,0.26729616470593853,-0.09021040839764505
