h_mode,threaded,top3_ms,generic_ms,generic_over_top3
adaptive,true,36.081058,32.634133000000006,0.9044671860786345
adaptive,false,124.779465,125.94553499999999,1.0093450472800152
fixed,true,19.4192,21.214406,1.0924448998928895
fixed,false,51.323474,46.464119,0.905319055370258
