idx,none_ms,certificate_ms,isolated_certificate_call_ms
1,45.828631,442.00491,42.223317
2,41.732057000000005,43.746958,0.99669
3,47.137927000000005,88.305346,0.9815900000000001
4,45.90617,79.13200099999999,0.9948299999999999
5,46.292466,41.523104,0.973046
6,50.992438,41.076832,0.976219
7,46.25989,43.631879999999995,0.9819430000000001
8,43.947969,44.843610999999996,0.9803430000000001
9,50.261007000000006,40.035344,0.9880030000000001
10,45.918544,38.100716,0.9625400000000001
