label,n,median_s,min_s,max_s,p90_s,p95_s,mean_s,std_s,mean_alloc_bytes,total_alloc_bytes,mean_gc_s,total_gc_s
lfix_base_solve,20,0.010199544500000001,0.009527027,0.013136558,0.012236514200000001,0.01281417455,0.01061714745,0.001042280771509566,4.1785576e6,83571152,0.00030099525,0.006019905
lfix_base_state_setup,20,4.4e-8,3.8e-8,8.7e-8,4.970000000000001e-8,5.755000000000002e-8,4.6549999999999997e-8,1.032867750234116e-8,0.0,0,0.0,0.0
lfix_fd_assembly,320,2.3654999999999996e-6,9.69e-7,1.4157e-5,3.4183e-6,3.93575e-6,2.4914093750000002e-6,1.1882870490262951e-6,32.0,10240,0.0,0.0
lfix_perturbation_moments,640,0.007811628,0.007317367,0.304336024,0.010504229900000002,0.011007736099999998,0.009082430431249998,0.013987874097860738,4.1100742e6,2630447488,0.0012001504015625001,0.7680962570000001
lfix_q_assembly,640,0.00012651600000000002,0.000114866,0.000223521,0.00014821770000000002,0.00015868489999999998,0.0001314178734375,1.276641484353978e-5,64073.8,41007232,0.0,0.0
lfix_reconstruct,640,5.095e-7,2.94e-7,2.0779e-5,7.225000000000001e-7,8.371499999999998e-7,5.77653125e-7,8.143437414597688e-7,240.0,153600,0.0,0.0
lfix_scalar_eval,640,4.51485e-5,3.9836e-5,9.2808e-5,5.56492e-5,6.675365e-5,4.752127812500001e-5,7.2006259274629415e-6,0.0,0,0.0,0.0
TOTAL_lfix_gradient_16dim,20,0.289076358,0.278613542,0.732174878,0.329433599,0.711829239,0.33482456065000005,0.1330483315646544,NaN,NaN,NaN,NaN
