o,d,data_share,predicted_share,abs_residual,rel_residual
4.0,3.0,0.0011075578000000032,0.0011075577999999965,-6.7220534694101275e-18,-6.069257486525857e-15
4.0,4.0,0.8152859200000013,0.8152859199999964,-4.884981308350689e-15,-5.99174006138936e-15
4.0,5.0,0.0012123957000000002,0.0012123956999999929,-7.37257477290143e-18,-6.080997130640952e-15
4.0,6.0,0.0011941429000000016,0.0011941428999999943,-7.37257477290143e-18,-6.1739468307364386e-15
4.0,7.0,0.0010578235000000028,0.0010578234999999965,-6.288372600415926e-18,-5.944633107901185e-15
4.0,8.0,0.0009076067400000012,0.0009076067399999959,-5.312590645178972e-18,-5.853405898218611e-15
4.0,9.0,0.0025330801000000005,0.002533080099999985,-1.5612511283791264e-17,-6.163449503152806e-15
4.0,10.0,0.0013411940000000002,0.0013411939999999922,-8.023096076392733e-18,-5.982054852909222e-15
4.0,11.0,0.0009944710200000012,0.0009944710199999963,-4.9873299934333204e-18,-5.015058149641519e-15
4.0,12.0,0.0007350878400000012,0.0007350878399999968,-4.445228907190568e-18,-6.047207782937289e-15
4.0,13.0,0.001906927000000003,0.0019069269999999925,-1.0408340855860843e-17,-5.458174778510571e-15
4.0,14.0,0.0018984939000000031,0.0018984938999999916,-1.1492543028346347e-17,-6.053505375153604e-15
4.0,15.0,0.006138752200000009,0.006138752199999971,-3.729655473350135e-17,-6.0755921591852654e-15
4.0,16.0,0.0012987660000000037,0.001298765999999996,-7.806255641895632e-18,-6.010517400282737e-15
4.0,17.0,0.0006028434100000018,0.0006028434099999981,-3.686287386450715e-18,-6.114834010461696e-15
4.0,18.0,0.0008555544200000014,0.0008555544199999968,-4.553649124439119e-18,-5.3224540929133544e-15
4.0,19.0,0.010151988000000002,0.01015198799999994,-6.245004513516506e-17,-6.151508959148202e-15
4.0,20.0,0.0019339011000000027,0.0019339010999999914,-1.1275702593849246e-17,-5.8305476913215626e-15
5.0,1.0,0.001712823600000005,0.0017128235999999924,-1.2576745200831851e-17,-7.342697287001308e-15
5.0,2.0,0.006052926600000009,0.006052926599999966,-4.336808689942018e-17,-7.16481295170837e-15
5.0,3.0,0.001325847000000004,0.0013258469999999946,-9.324138683375338e-18,-7.032590248629978e-15
5.0,4.0,0.002177727400000003,0.002177727399999988,-1.5178830414797062e-17,-6.970032344175419e-15
5.0,5.0,0.7935643799999987,0.7935643799999942,-4.551914400963142e-15,-5.736036691771812e-15
5.0,6.0,0.0009520828600000015,0.0009520828599999949,-6.613633252161577e-18,-6.946489145032573e-15
5.0,7.0,0.0083801188,0.00838011879999994,-5.898059818321144e-17,-7.038157762538097e-15
5.0,8.0,0.0035248976000000058,0.003524897599999982,-2.3852447794681098e-17,-6.766848431194444e-15
5.0,9.0,0.002663547200000008,0.0026635471999999897,-1.8214596497756474e-17,-6.838473332763324e-15
5.0,10.0,0.0006743171300000011,0.0006743171299999962,-4.87890977618477e-18,-7.235334176049719e-15
5.0,11.0,0.0017690765000000048,0.0017690764999999924,-1.235990476633475e-17,-6.98664233363267e-15
5.0,12.0,0.004899898100000008,0.004899898099999974,-3.382710778154774e-17,-6.903634951418211e-15
5.0,13.0,0.0019123139000000002,0.001912313899999987,-1.3227266504323154e-17,-6.9168908432465785e-15
5.0,14.0,0.0013089970000000018,0.001308996999999992,-9.75781955236954e-18,-7.454424687275468e-15
5.0,15.0,0.0016900509000000049,0.0016900508999999932,-1.1709383462843448e-17,-6.928420595405389e-15
5.0,16.0,0.003595833700000011,0.0035958336999999847,-2.6454533008646308e-17,-7.356995683267062e-15
5.0,17.0,0.002425978900000007,0.002425978899999989,-1.7780915628762273e-17,-7.329377691109442e-15
5.0,18.0,0.0019706145000000026,0.0019706144999999883,-1.431146867680866e-17,-7.262439547059376e-15
5.0,19.0,0.0018451272000000057,0.001845127199999992,-1.3660947373317356e-17,-7.403797078769049e-15
5.0,20.0,0.0037103663000000006,0.003710366299999975,-2.5587171270657905e-17,-6.89613078650965e-15
6.0,1.0,0.021264864000000036,0.021264863999999887,-1.491862189340054e-16,-7.015620646998032e-15
6.0,2.0,0.010351541999999997,0.010351541999999927,-6.938893903907228e-17,-6.703246631185219e-15
6.0,3.0,0.009382299099999986,0.009382299099999922,-6.418476861114186e-17,-6.841049078380155e-15
6.0,4.0,0.018834792000000024,0.01883479199999989,-1.3530843112619095e-16,-7.183962059479647e-15
