config_label,nthreads,job_id,direction,idx,start_kind,GT,Delta,finite,wall_s,unique_A_points,unique_inner_solves,fc_calls,ga_calls,cache_hits,fixture_load_s,worker_batch_wall_s,peak_rss_mb,cpu_seconds
10x2,2,1,upper,1,continuation,6.340640522201991,0.2970741175671966,true,54.872859954833984,68,68,113,52,53,28.508404970169067,102.59531593322754,1187.4375,175.41
10x2,2,2,upper,1,cellwise_compensated,6.340640522201991,0.29773969021749863,true,43.52450108528137,68,68,112,52,53,28.508404970169067,102.59531593322754,1187.4375,175.41
10x2,2,3,upper,2,continuation,6.415640522201993,0.3075741525670268,true,2.7177979946136475,4,4,4,4,5,28.508404970169067,102.59531593322754,1187.4375,175.41
10x2,2,4,upper,2,cellwise_compensated,6.415640522201993,0.30775806732488686,true,14.129036903381348,4,4,4,4,5,29.2782039642334,21.333464860916138,1141.8046875,82.61
10x2,2,5,upper,3,continuation,6.528140522201998,0.3320166389273324,true,2.739917039871216,4,4,4,4,5,29.2782039642334,21.333464860916138,1141.8046875,82.61
10x2,2,6,upper,3,cellwise_compensated,6.528140522201998,0.33269924126954625,true,2.8706929683685303,4,4,4,4,5,29.2782039642334,21.333464860916138,1141.8046875,82.61
10x2,2,7,upper,4,continuation,6.6968905222019925,0.37326626783429306,true,14.180633068084717,4,4,4,4,5,29.757799863815308,22.13164782524109,1199.16015625,84.94
10x2,2,8,upper,4,cellwise_compensated,6.6968905222019925,0.37536463820821586,true,2.8598649501800537,4,4,4,4,5,29.757799863815308,22.13164782524109,1199.16015625,84.94
10x2,2,9,upper,5,continuation,6.896890522201982,0.4306572188995499,true,3.1463661193847656,5,5,5,5,6,29.757799863815308,22.13164782524109,1199.16015625,84.94
10x2,2,10,upper,5,cellwise_compensated,6.896890522201982,0.4348460513998884,true,14.129698038101196,5,5,5,5,6,28.58626890182495,22.767637968063354,1119.83203125,84.59
10x2,2,11,upper,6,continuation,7.096890522201971,0.4990186631205613,true,3.3201839923858643,5,5,5,5,6,28.58626890182495,22.767637968063354,1119.83203125,84.59
10x2,2,12,upper,6,cellwise_compensated,7.096890522201971,0.5050604157712434,true,3.737748861312866,5,5,5,5,6,28.58626890182495,22.767637968063354,1119.83203125,84.59
10x2,2,13,upper,7,continuation,7.296890522201949,0.5804843311608021,true,15.111852884292603,5,5,5,5,6,29.190814971923828,23.395798921585083,1205.0,87.14
10x2,2,14,upper,7,cellwise_compensated,7.296890522201949,0.5886454989905077,true,3.46376895904541,5,5,5,5,6,29.190814971923828,23.395798921585083,1205.0,87.14
10x2,2,15,upper,8,continuation,7.1969443997226605,0.5380178554887682,true,3.1927309036254883,5,5,5,5,6,29.190814971923828,23.395798921585083,1205.0,87.14
10x2,2,16,upper,8,cellwise_compensated,7.1969443997226605,0.5414215813364518,true,13.894601106643677,5,5,5,5,6,29.203566074371338,21.901805877685547,1117.55078125,83.72
10x2,2,17,upper,9,continuation,7.1469309376004375,0.5181008582549245,true,3.4462640285491943,5,5,5,5,6,29.203566074371338,21.901805877685547,1117.55078125,83.72
10x2,2,18,upper,9,cellwise_compensated,7.1469309376004375,0.5196334465495823,true,2.998408794403076,5,5,5,5,6,29.203566074371338,21.901805877685547,1117.55078125,83.72
10x2,2,19,upper,10,continuation,7.121914099968407,0.5084590874786976,true,14.718521118164062,5,5,5,5,6,28.779760122299194,22.48461890220642,1139.98828125,84.25
10x2,2,20,upper,10,cellwise_compensated,7.121914099968407,0.5091832511950674,true,3.1184370517730713,5,5,5,5,6,28.779760122299194,22.48461890220642,1139.98828125,84.25
10x2,2,21,upper,11,continuation,7.109403153715476,0.5037492163786816,true,3.0546951293945312,5,5,5,5,6,28.779760122299194,22.48461890220642,1139.98828125,84.25
10x2,2,22,upper,11,cellwise_compensated,7.109403153715476,0.5041165094775311,true,14.669979095458984,5,5,5,5,6,29.589189052581787,23.154229164123535,1160.125,85.43
10x2,2,23,upper,12,continuation,7.103147048630487,0.5013611914663243,true,3.53882098197937,5,5,5,5,6,29.589189052581787,23.154229164123535,1160.125,85.43
10x2,2,24,upper,12,cellwise_compensated,7.103147048630487,0.5015353057944824,true,3.294429063796997,5,5,5,5,6,29.589189052581787,23.154229164123535,1160.125,85.43
