chunk_size,bit_identical,max_abs_diff,max_rel_diff,hess_only_median_s,hess_only_speedup,hess_only_alloc_bytes,cold_wall_s,cold_speedup,warm_wall_s,warm_speedup,status_cold,n_fg_cold,n_hess_cold,dK,dx,vmhwm_gb
0,true,0.0,0.0,0.503664357,1.0,0,7.302069902420044,1.0,1.341407060623169,1.0,0,6,5,0.0,0.0,2.636456
5000,false,2.7284841053187847e-12,2.365741844110703e-15,0.489878249,1.028141906745486,32,4.300163984298706,1.698091033058802,1.2961399555206299,1.0349245503232376,0,6,5,0.0,5.551115123125783e-17,2.636456
10000,false,9.094947017729282e-13,2.178283648239433e-15,0.4757065185,1.058771190666373,32,4.121433973312378,1.7717304097805073,1.385887861251831,0.9679044734626048,0,6,5,0.0,2.7755575615628914e-17,2.636456
20000,false,5.4569682106375694e-12,1.9907855611756557e-15,0.4805863365,1.0480205506217093,32,4.076893091201782,1.7910869230734592,1.341454029083252,0.999964986902969,0,6,5,0.0,2.7755575615628914e-17,2.636456
40000,false,1.3642420526593924e-12,2.5482307095944145e-15,0.48272421649999997,1.0433790967683927,32,4.24980902671814,1.7182113023226773,1.4017770290374756,0.9569332588822921,0,6,5,0.0,4.163336342344337e-17,2.636456
80000,true,0.0,0.0,0.5324084444999999,0.9460112103837979,32,4.098985195159912,1.781433587767611,1.3399169445037842,1.0011120958843733,0,6,5,0.0,0.0,2.636456
