idx,kind,gamma_focal_prime,Delta,feasible,inner_status,gravity_value
1,F,0.9609650007465946,0.0010029941762691214,true,0,-6.992571199895687e-18
2,F,0.8533077873854228,NaN,false,-300,NaN
3,F,0.9071363940660087,1.2975009794115513,false,0,-6.466673035812956e-18
4,F,0.9340506974063016,0.20168730991834197,true,0,-4.9942121361297616e-18
5,F,0.9250697208391265,0.38680453851791063,true,0,-3.8963515573697816e-18
6,F,0.9024120629381556,1.6740640685725523,false,0,-6.7898161051904715e-18
7,F,0.9194636803804009,0.5451654455621375,true,0,-2.2971533529536625e-18
8,F,0.9085866275310341,1.0078186845386803,false,0,-9.053088140253962e-18
9,F,0.9128152164428351,0.7815579151042469,true,0,-8.754932542820448e-18
10,F,0.9070780166503614,1.0332422701070865,false,0,-7.209944447028604e-18
11,F,0.9084631510863498,0.9529227154701481,true,0,-9.839134715305953e-18
12,F,0.9040236310201226,1.0629346659460532,false,0,-2.0599841277224584e-18
13,F,0.9056883435563576,0.9891532428863493,true,0,-6.0173220572945496e-18
14,F,0.8652098250459423,NaN,false,-300,NaN
15,F,0.88544908430115,2.875908777214441,false,0,-9.107298248878237e-18
16,F,0.8955687139287538,1.2766888734086579,false,0,-6.5052130349130266e-18
17,F,0.9006285287425557,1.0496586826773098,false,0,-9.75781955236954e-19
18,F,0.8728960815251611,NaN,false,-300,NaN
19,F,0.8890830813584802,1.7584055984548717,false,0,-9.107298248878237e-18
20,F,0.8968282445927891,1.438736169428434,false,0,-5.204170427930421e-18
21,F,0.8971789178141613,1.1478977482026425,false,0,-5.637851296924623e-18
22,F,0.8987748027786938,1.0034815344893118,false,0,-5.9631119486702744e-18
23,F,0.901231520958746,1.0143923120544622,false,0,-9.324138683375338e-18
24,F,0.9014838947676466,0.9937798118805456,true,0,-4.553649124439119e-18
25,F,0.8804854292869779,NaN,false,-300,NaN
26,F,0.8909846620273123,1.466544390463364,false,0,-6.451002926288751e-18
27,F,0.8962342783974794,1.0884506231844016,false,0,-4.607859233063394e-18
28,F,0.898859086582563,1.0092584170682284,false,0,-8.673617379884035e-18
29,F,0.8984457551723845,1.234584611327807,false,0,-5.9631119486702744e-18
30,F,0.9016961546835663,1.4057981138038493,false,0,-3.5236570605778894e-18
31,F,0.8995170146934018,1.1769633778346913,false,0,-6.938893903907228e-18
32,F,0.9020139527758082,1.2028225224956501,false,0,-6.071532165918825e-18
33,F,0.9003849135779013,1.0842132647498586,false,0,-4.228388472693467e-18
34,F,0.9016512137958812,1.0410806422547094,false,0,-5.5294310796760726e-18
35,F,0.9009644349132565,1.0126326528807599,false,0,-3.848917712323541e-18
36,F,0.9012751688740552,0.9954316331416296,true,0,-6.071532165918825e-18
37,F,0.8934221026170914,1.2251011800502256,false,0,-5.637851296924623e-18
38,F,0.8994809679026515,0.9333173517152172,true,0,-1.0516761073109393e-17
39,F,0.8828635103137087,15.792643656960665,false,0,-3.469446951953614e-18
40,F,0.8911722391081801,1.2996813941603147,false,0,-4.336808689942018e-18
41,F,0.8953266035054158,1.0230280873524085,false,0,-4.0115480381963664e-18
42,F,0.8974037857040337,0.9559009196780829,true,0,-7.589415207398531e-18
43,F,0.8529899813102099,NaN,false,-300,NaN
44,F,0.8751968835071218,NaN,false,-300,NaN
45,F,0.8863003346055778,2.380214620563139,false,0,-2.6020852139652106e-18
46,F,0.8918520601548057,1.2370001521874727,false,0,-5.5294310796760726e-18
47,F,0.8918412416605117,1.2568170682306024,false,0,-6.938893903907228e-18
48,F,0.8974653389097241,1.5470638343505732,false,0,-4.662069341687669e-18
49,F,0.8944916882497135,1.0795916761363231,false,0,-3.577867169202165e-18
50,F,0.8968027690413991,1.0631017909451437,false,0,-8.565197162635485e-18
51,F,0.8958277769657182,1.02039420378404,false,0,-5.204170427930421e-18
52,F,0.897032307864425,0.9955277589770666,true,0,-7.26415455565288e-18
53,F,0.8710851565311024,NaN,false,-300,NaN
54,F,0.8840587321977637,NaN,false,-300,NaN
55,F,0.8905455200310943,1.902199927525832,false,0,4.336808689942018e-19
56,F,0.8937889139477597,1.1369338426082358,false,0,-8.239936510889834e-18
57,F,0.8955114902995638,1.0191319702606851,false,0,-7.15573433840433e-18
58,F,0.8956196735730095,1.0098702512950926,false,0,-6.179952383167375e-18
59,F,0.8960607199217585,1.0045738189304785,false,0,-6.7220534694101275e-18
60,F,0.8961021505981147,0.9993719063452933,true,0,-7.589415207398531e-18
61,F,0.8956730017395464,1.0060443073497003,false,0,-3.0357660829594124e-18
62,F,0.8958134720606699,0.99848545859489,true,0,-4.445228907190568e-18
63,F,0.8951308578094007,1.0010843704095997,false,0,-8.239936510889834e-18
64,F,0.8952418198062643,1.0004076918988176,false,0,-2.4936649967166602e-18
65,F,0.8940044930552248,1.0485855303753442,false,0,-5.7462715141731735e-18
66,F,0.8951289412754679,0.9943330155043646,true,0,-4.336808689942018e-18
67,F,0.8945859736342643,1.0079356692786983,false,0,-5.5294310796760726e-18
68,F,0.894767031926203,1.0013833642370384,false,0,-7.48099499014998e-18
69,F,0.8948574574548661,0.9987602482699999,true,0,-6.7220534694101275e-18
70,F,0.894993199365167,0.9945839835488745,true,0,-4.9873299934333204e-18
71,F,0.8941512685528342,1.0341098190631532,false,0,-6.830473686658678e-18
72,F,0.8949059420603248,1.0035073765463212,false,0,-4.87890977618477e-18
73,F,0.8945722339590005,1.0075473415896403,false,0,-4.662069341687669e-18
74,F,0.8947827166620838,1.001275737243632,false,0,-2.2768245622195593e-18
75,F,0.8948879580136254,0.9971950546346517,true,0,-7.806255641895632e-18
76,F,0.8945075414048832,1.008135016931016,false,0,-5.095750210681871e-18
77,F,0.8946834358194853,0.9989207034450256,true,0,-6.071532165918825e-18
78,F,0.8945826765589732,1.001802010739492,false,0,-5.421010862427522e-18
79,F,0.8946266449067279,1.0001667187329462,false,0,-4.662069341687669e-18
80,F,0.8945922021072857,1.000299596827187,false,0,-2.3852447794681098e-18
81,F,0.8945801184541985,1.0002520627581097,false,0,-2.2768245622195593e-18
82,F,0.8943953073074785,1.00855280547737,false,0,-8.998878031629687e-18
83,F,0.8944904863229458,1.0002289818097143,false,0,-7.806255641895632e-18
84,F,0.8943002808804564,1.015841088350875,false,0,-6.288372600415926e-18
85,F,0.894644365936824,0.9998224089176514,true,0,-0.0
86,F,0.8944136130270252,1.002490584993884,false,0,-6.5052130349130266e-18
87,F,0.8944681316744041,1.0000351372231868,false,0,-5.204170427930421e-18
88,F,0.8943874337932864,1.0014452857223899,false,0,-5.421010862427522e-18
89,F,0.8943252013002635,1.0022801159179002,false,0,-7.589415207398531e-19
90,F,0.8942520532007348,1.004438328760067,false,0,-5.421010862427522e-19
91,F,0.8942848249277047,1.0016251057340886,false,0,-4.553649124439119e-18
92,F,0.8735498578860827,NaN,false,-300,NaN
93,F,0.8839173414068937,NaN,false,-300,NaN
94,F,0.8891010831672992,NaN,false,-300,NaN
95,F,0.8916929540475019,3.209337320656776,false,0,-5.204170427930421e-18
96,F,0.8941575422878953,0.992437788945536,true,0,-7.26415455565288e-18
97,F,0.864158007492217,NaN,false,-300,NaN
98,F,0.8791577748900562,NaN,false,-300,NaN
99,F,0.8866576585889757,NaN,false,-300,NaN
100,F,0.8904076004384356,3.63918667239804,false,0,-1.4094628242311558e-18
101,F,0.8926130151875667,1.1735186833721691,false,0,-6.288372600415926e-18
102,F,0.8964173304722723,0.9923235223128344,true,0,-6.613633252161577e-18
103,F,0.8933380995039926,1.0492463216085257,false,0,-6.396792817664476e-18
104,F,0.894531444160872,0.993608766171586,true,0,-4.445228907190568e-18
105,F,0.8937007873690344,1.0072535878996292,false,0,-4.445228907190568e-18
106,F,0.8940119159601477,0.9938674307557432,true,0,-5.854691731421724e-18
107,F,0.8529730219614905,NaN,false,-300,NaN
108,F,0.8734924689608191,NaN,false,-300,NaN
109,F,0.8837521924604834,NaN,false,-300,NaN
110,F,0.8888820542103155,NaN,false,-300,NaN
111,F,0.8924059802468476,1.1519796382590388,false,0,-3.0357660829594124e-18
112,F,0.8956708281576435,1.0052019985938274,false,0,-3.686287386450715e-18
113,F,0.8930961874250649,1.0451267558891217,false,0,-5.095750210681871e-18
114,F,0.8941742072252589,0.9944545723244291,true,0,-4.553649124439119e-18
115,F,0.8707947990654167,NaN,false,-300,NaN
116,F,0.8824845031453378,NaN,false,-300,NaN
117,F,0.8883293551852983,NaN,false,-300,NaN
118,F,0.8912517812052786,1.3180066063239972,false,0,-6.071532165918825e-18
119,F,0.8922120815028369,1.0892187439496501,false,0,-3.577867169202165e-18
