h,region,fd_slope,ad_directional,abs_diff
1.8182584183887508e-6,below,0.06854951331043255,0.06854951333026246,1.9829915487434846e-11
1.8182584183887506e-5,below,0.06854951333250707,0.06854951333026246,2.244607277823718e-12
9.091292091943754e-5,below,0.06854951337275995,0.06854951333026246,4.249749163687255e-11
0.00036365168367775015,above,0.057173061314942264,0.06854951333026246,0.011376452015320199
0.0036365168367775017,above,0.06400364978712503,0.06854951333026246,0.004545863543137435
0.001,above,0.06441314859776504,0.06854951333026246,0.004136364732497427
0.01,above,0.06525629546482471,0.06854951333026246,0.0032932178654377503
0.1,above,0.0671333579591039,0.06854951333026246,0.0014161553711585645
