gamma_target,direction_id,h,ad_slope,fixed_dual_fd_slope,boundary_slope,full_profile_slope,fd_minus_profile,boundary_minus_profile,winner_switch_count,statusp,statusm
0.9447352700891315,random_2,0.03,0.028723576307844077,0.008952205088164888,0.011135528887365206,0.008950248631213003,1.956456951885191e-6,0.002185280256152203,400,0,0
0.9447352700891315,random_2,0.1,0.028723576307844077,0.010892262597329318,0.011135528887365206,0.010841039048511449,5.122354881786917e-5,0.0002944898388537575,1340,0,0
0.9447352700891315,random_3,0.03,0.12253768972564472,0.039866397052542905,0.04036672105740936,0.03991320359996674,-4.680654742383189e-5,0.00045351745744262595,665,0,0
0.9447352700891315,random_3,0.1,0.12253768972564472,0.04062301778613352,0.04036672105740936,0.04089952234683433,-0.00027650456070081597,-0.0005328012894249695,2182,0,0
0.9447352700891315,random_4,0.03,0.10362037193562608,0.0029555868247558895,0.0005590000986369904,0.002944872810851813,1.071401390407645e-5,-0.0023858727122148225,770,0,0
0.9447352700891315,random_4,0.1,0.10362037193562608,0.0009820802746157362,0.0005590000986369904,0.0007223565259788581,0.0002597237486368781,-0.00016335642734186765,2548,0,0
0.9447352700891315,random_5,0.03,0.11283457397756473,0.0512455624159764,0.04648909550827465,0.05129943782046231,-5.387540448591188e-5,-0.00481034231218766,501,0,0
0.9447352700891315,random_5,0.1,0.11283457397756473,0.04773505370467942,0.04648909550827465,0.048007167759707634,-0.000272114055028215,-0.0015180722514329809,1794,0,0
0.9447352700891315,random_6,0.03,0.04055402938055786,-0.011505541222005719,-0.013998078996054044,-0.011520093339892462,1.4552117886743043e-5,-0.002477985656161582,470,0,0
0.9447352700891315,random_6,0.1,0.04055402938055786,-0.0125561589301533,-0.013998078996054044,-0.012712678075480141,0.00015651914532684164,-0.0012854009205739026,1574,0,0
0.9447352700891315,random_7,0.03,-0.13840132513814843,-0.04099711638364881,-0.04179900387302666,-0.041046904997503235,4.978861385442762e-5,-0.0007520988755234242,796,0,0
0.9447352700891315,random_7,0.1,-0.13840132513814843,-0.04213957633194078,-0.04179900387302666,-0.0424950271383245,0.0003554508063837239,0.0006960232652978432,2599,0,0
0.9447352700891315,random_8,0.03,-0.046892329412316726,-0.0388252330495086,-0.0388875024726674,-0.03888898312886177,6.375007935317117e-5,1.4806561943678243e-6,410,0,0
0.9447352700891315,random_8,0.1,-0.046892329412316726,-0.03875414191353257,-0.0388875024726674,-0.03881616329852438,6.202138499181165e-5,-7.133917414302304e-5,1494,0,0
0.9447352700891315,random_9,0.03,-0.08154949266367356,-0.041412059270747155,-0.04111116440575064,-0.04144706950845017,3.501023770301204e-5,0.0003359051026995269,378,0,0
0.9447352700891315,random_9,0.1,-0.08154949266367356,-0.04169929951866224,-0.04111116440575064,-0.0418164791003366,0.00011717958167435649,0.0007053146945859567,1262,0,0
0.9447352700891315,random_10,0.03,-0.15924260444845778,-0.044562792559782925,-0.042503105607923725,-0.04459802534841409,3.523278863116347e-5,0.002094919740490364,894,0,0
0.9447352700891315,random_10,0.1,-0.15924260444845778,-0.04420009723361675,-0.042503105607923725,-0.04460326568006191,0.000403168446445161,0.002100160072138188,2993,0,0
0.9668202506346054,neg_fd_grad,0.03,-0.05719037553787752,-0.02177880103482648,-0.01871141581225983,-0.021763243982579096,-1.555705224738288e-5,0.003051828170319265,493,0,0
0.9668202506346054,neg_fd_grad,0.1,-0.05719037553787752,-0.018693144572565074,-0.01871141581225983,-0.01827311287725044,-0.0004200316953146335,-0.0004383029350093909,1799,0,0
0.9668202506346054,neg_boundary_grad,0.03,-0.05519293221081448,-0.02158830243645158,-0.018730133885575852,-0.021569251122643268,-1.9051313808311765e-5,0.0028391172370674164,468,0,0
0.9668202506346054,neg_boundary_grad,0.1,-0.05519293221081448,-0.01887654400542571,-0.018730133885575852,-0.01847811157805909,-0.0003984324273666219,-0.0002520223075167631,1706,0,0
