dirlabel,h,ad_slope,fd_slope,profile_slope,rel_fd,rel_ad,statusp,statusm
coord_o=4,0.03,0.00023960087104930947,0.0029764263015479484,0.0030088222244007115,0.010766978052090016,0.9203672223947919,0,0
random,0.03,0.00019699953819517829,0.00026561096045289777,0.000343946672489521,0.22775540018928342,0.42723813325689247,0,0
multi_origin,0.03,-0.0001296771468327939,0.00033327160419287455,0.0003086302431358568,0.07984104476167887,1.420169927338297,0,0
neg_grad_full,0.03,-0.0011806496064721578,-0.0030977269988564553,-0.0030155569253882152,0.027248722375772,0.6084804115179606,0,0
coord_o=2,0.03,0.1836773410227868,0.054468264796184974,0.054569472300278435,0.0018546542568076841,2.365935811364802,0,0
random,0.03,-0.014676324071097454,0.026365012340259324,0.026428066984011726,0.002385896925058815,1.555330969910748,0,0
multi_origin,0.03,-0.011672520877526977,0.007068777061911119,0.007056445743491384,0.0017475254353240043,2.6541643345438173,0,0
neg_grad_full,0.03,-0.16185354166040078,-0.05776208039041074,-0.057830036306963956,0.0011750972486426303,1.7987798728203497,0,0
