gammap_target,o,ad,fixed_dual_fd,boundary,intensive_part,boundary_part,bnd_vs_fd_reldiff,ad_vs_fd_reldiff
0.9609650007465946,1,0.0002815353553913583,0.0006787049455044364,0.0006815197578154925,-0.0002815353553913593,-0.0003999844024241332,0.0041473284226094765,0.5851874113247963
0.9609650007465946,2,9.977388850640423e-5,0.000540137618188056,0.00053610059651004,-9.977388850639481e-5,-0.00043632670800364525,0.007474061317111269,0.815280615260412
0.9609650007465946,3,-7.688218363397668e-6,-0.00044672142945998496,-0.00044493748157901393,7.688218363397658e-6,0.00043724926321561626,0.003993423559571645,0.9827896808695936
0.9609650007465946,4,-3.713563068519714e-5,-0.0004358439567806366,-0.0004351624885543131,3.7135630685197294e-5,0.0003980268578691158,0.0015635601130210624,0.9147960408594404
0.9447352700891315,1,-0.023700887681718387,0.022785890869901314,0.02398639319938336,0.023700887681718352,-0.04768728088110171,0.05268621430412584,2.0401562886894067
0.9447352700891315,2,0.17987043046054485,0.06075900970188293,0.05983728728656075,-0.1798704304605388,0.12003314317397805,0.01517013558721012,1.960391081801497
0.9447352700891315,3,-0.022915278138413136,0.0202396316989897,0.0197271438275581,0.022915278138412973,-0.042642421965971074,0.025321007766024778,2.13219837590014
0.9447352700891315,4,-0.015679096049572187,0.014044376216268105,0.014110365768590184,0.015679096049572083,-0.029789461818162267,0.004698646013600896,2.1163967561201136
0.9668202506346054,1,0.017889373003875983,-0.004727103088148265,-0.005369861535933447,-0.017889373003875973,0.02325923453980942,0.13597301260399813,4.784426248018157
0.9668202506346054,2,-0.07748403773388858,-0.017117004262050012,-0.016438265911506038,0.0774840377338849,-0.061045771822378865,0.0396528703360085,3.526728891788494
0.9668202506346054,3,0.01645837340964737,-0.006051160570275855,-0.00589195231867163,-0.01645837340964735,0.02235032572831898,0.02631036637604339,3.7198705468985893
0.9668202506346054,4,0.011357183415205977,-0.003986064709837014,-0.004129263148991341,-0.011357183415205958,0.0154864465641973,0.03592476529568996,3.849222037760235
