call,norm_gradient,norm_step
79,2.964886555302293e12,0.04950607758011088
80,1.3758458335048787e12,6.6926413356643994
81,1.8975292680327495e12,3.346320667832199
82,2.114961120509679e12,1.6731603339160999
83,2.7880058138408916e12,0.8365801669580499
84,1.737110160183376e12,3.3933108676036237
85,1.9825442051626763e12,1.6966554338018116
86,2.139577191510016e12,0.8483277169009062
87,2.117023952109003e12,0.42416385845045346
88,1.9990131469100159e12,1.1942023647534394
89,2.1461475538985283e12,0.49106494735608464
90,2.136296386784724e12,0.355051293846764
91,2.198751780311216e12,0.2611613220578054
92,2.8608903821839175e12,0.21577286854332142
93,2.6294388564712646e12,0.006851994310416698
94,2.1340972839925356e12,0.2042039432110349
95,2.7288415954433613e12,0.10119288509792776
96,3.980495106238925e11,26.231474022918245
97,7.751973894033029e11,13.115737011459125
98,1.1689508519863875e12,6.5578685057295605
99,1.6166049832193994e12,3.278934252864781
100,2.0563265214992039e12,2.533665839847713
101,2.240485070370801e12,0.24218158776760326
102,2.764595287113641e12,0.19305879545829865
103,2.105129233761018e12,0.3318938388562647
104,2.122793716195466e12,0.16594691942813253
105,2.108823453644059e12,0.08297345971406597
106,2.119145636174791e12,0.04148672985703329
107,2.106155356799695e12,0.27779175490721447
108,2.1150701734135432e12,0.161000824420122
109,2.1171300450195337e12,0.08064965539108004
110,2.0749805407099998e12,0.04062824791153961
111,2.0805200747015657e12,0.020964224548494004
112,2.0813015839628274e12,0.012342836230432662
113,2.1055035519385466e12,0.007325055753388279
114,2.7941127899329165e12,0.0065497219670017275
115,2.1262379070367837e12,0.22065710720027978
116,2.1395813758244153e12,0.11032855360014021
117,2.0945809321951956e12,0.05516427680006957
118,2.0985666486052976e12,0.027582138400035226
119,2.8070083648677046e12,0.02347281374989944
120,2.1488638252875608e12,0.23726135710190158
121,2.1494895569228713e12,0.11863067855095058
122,2.1301559772219905e12,0.05931533927547559
123,2.1249212035416248e12,0.02965766963773787
124,2.1359814978479944e12,0.007539093284847077
125,2.129410975299479e12,0.013673625173128158
126,2.1313344222755256e12,0.006944829774019767
127,2.131878951840913e12,0.0037241646066025406
128,2.131399294322461e12,0.0029455307851683917
129,2.129952449644647e12,0.003681900710855268
130,2.815994651552849e12,0.0018409503554279777
131,1.6143957956125142e12,4.440392170579444
132,2.256416782076613e12,2.220196085289722
133,2.213001730032189e12,1.110098042644861
134,2.0867306660949426e12,0.5550490213224304
135,2.1181390061247334e12,0.5420155215121881
136,2.1074603767320435e12,0.006641966586189968
137,2.1312816568974739e12,0.0034329406193077884
138,2.130464265075637e12,0.001832700326878193
139,2.8214337685678267e12,0.0008115762773803929
