g,start_id,start_kind,knitro_status,n_eval,wall,best_Delta,best_gravity,best_kkt,aod1,aod2,aod3,aod4,aod5,aod6,aod7,aod8,aod9,aod10,aod11,aod12,aod13,aod14,aod15,aod16,zf1,zf2,zf3,zf4,zf5,zf6,zf7,zf8,zf9,zf10,zf11,zf12,zf13,zf14,zf15
0.955,4,incumbent+0.5r,0,1,0.05802106857299805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.955,5,incumbent+1.5r,0,1,0.07313299179077148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.955,6,calib+0.5r,0,1,0.07649898529052734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.955,7,calib+1.5r,0,1,0.05001211166381836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.955,8,uniform[-2,2]#1,0,1,0.06330513954162598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.955,9,uniform[-2,2]#2,0,1,0.07000398635864258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.9570543833857178,1,continuation,-101,187,12.576716184616089,0.002020452246221855,-5.353248226647178e-18,2.4646951146678476e-17,1.3372888223837862,1.2819388245969305,1.306086030989785,1.403691372877091,2.8571039974270924,2.790102847030327,2.762639781561853,2.90333193837912,2.1504438323105113,2.0519224144043644,2.0784032601827467,2.243483606665628,4.117448261893126,4.122388381040745,3.5364913314343096,4.081135664707475,0.2906442975156019,0.2483736386367607,0.2670349023368746,0.33910546155157467,1.049808523505667,1.0260784578887445,1.016186665224151,1.0658590217297523,0.7656742544678768,0.7187771168492548,0.731599935535136,0.8080298393716029,1.4152336175731357,1.416432699534005,1.2631350863200592
0.9570543833857178,2,incumbent,-401,309,18.09858512878418,0.002111251119270029,-4.336808689942018e-18,1.0370460046260632e-13,1.3464341154725354,1.284970924691622,1.2967560020253048,1.4006246041013721,2.8953275582839577,2.7982115271301002,2.681369164990076,2.909322263191254,2.1695476016497635,2.058897785700923,2.059033159090342,2.2458629268259824,4.294724920974537,4.173187843857115,3.376213207340519,4.079464887240261,0.29745970186261794,0.2507360913920687,0.2598657627524878,0.3369182829144671,1.063098250836484,1.0289804727889795,0.9863275465257353,1.067920154811168,0.7745186673152912,0.722170784123235,0.7222365323794747,0.8090898245455616,1.4573875070462905,1.4286802147005804,1.2167547285726834
0.9570543833857178,3,calib,-401,276,18.085127115249634,0.002082276046271746,-5.400682071693419e-18,2.8199664825478977e-17,1.3450901600246112,1.2810046408556874,1.32066099973195,1.3950296213291966,2.859902593999209,2.783892154699681,2.8266832423475283,2.8749092913853382,2.16068131147015,2.0428206447811776,2.105353384950127,2.240873534310398,4.142235816588608,4.080050305159873,3.6079353234044533,4.075507199709172,0.29646104428270686,0.2476446457461982,0.27813236863383634,0.3329156489756318,1.0507875662095383,1.0238500041858214,1.0391040251565493,1.056021122929085,0.7704235939379412,0.7143315218599141,0.7444833318804347,0.8068657605224326,1.4212356943775417,1.4061093180361077,1.283135676154023
0.9570543833857178,4,incumbent+0.5r,0,1,0.08139514923095703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
