radius,dir_idx,sign,gp,Delta,feasible,improved
0.005,31,-1.0,0.9957646611419472,0.822227396344835,true,false
0.005,32,1.0,0.9976552918984275,1.2797036122568737,false,false
0.005,32,-1.0,0.9958230569362682,0.8284900738815092,true,false
0.005,33,1.0,0.997233842259814,1.1421799196725329,false,false
0.005,33,-1.0,0.9962445065748816,0.8964886526875688,true,false
0.005,34,1.0,0.9981341052775732,1.5265402359610722,false,false
0.005,34,-1.0,0.9953442435571225,0.7590056384111128,true,false
0.005,35,1.0,0.9966695424839822,0.9908893146490544,true,false
0.005,35,-1.0,0.9968088063507134,1.0214639895986475,false,false
0.005,36,1.0,0.9991511133988309,2.7528554709761983,false,false
0.005,36,-1.0,0.9943272354358648,0.6429542262470631,true,false
0.02,1,1.0,1.0167391744173477,NaN,false,false
0.02,1,-1.0,0.9767391744173478,0.07982677471337174,true,false
0.02,2,1.0,0.9967391744173478,1.0032408780974376,false,false
0.02,2,-1.0,0.9967391744173478,1.0059117550654872,false,false
0.02,3,1.0,0.9967391744173478,1.0032727943696074,false,false
0.02,3,-1.0,0.9967391744173478,1.000121447598771,false,false
0.02,4,1.0,0.9967391744173478,1.003824513845641,false,false
0.02,4,-1.0,0.9967391744173478,1.0070009169596208,false,false
0.02,5,1.0,0.9967391744173478,1.0013366905297303,false,false
0.02,5,-1.0,0.9967391744173478,1.0021788902149456,false,false
0.02,6,1.0,0.9967391744173478,1.014441647774072,false,false
0.02,6,-1.0,0.9967391744173478,0.9950268269107576,true,false
0.02,7,1.0,0.9967391744173478,1.051509612444107,false,false
0.02,7,-1.0,0.9967391744173478,1.0477898332605338,false,false
0.02,8,1.0,0.9967391744173478,1.010399586876734,false,false
0.02,8,-1.0,0.9967391744173478,1.0577486801971752,false,false
0.02,9,1.0,0.9967391744173478,1.0137614597822244,false,false
0.02,9,-1.0,0.9967391744173478,1.0126753317191484,false,false
0.02,10,1.0,0.9967391744173478,1.0023732212384828,false,false
0.02,10,-1.0,0.9967391744173478,1.0047462112972303,false,false
0.02,11,1.0,0.9967391744173478,1.0039113452282162,false,false
0.02,11,-1.0,0.9967391744173478,0.9992651573988404,true,false
0.02,12,1.0,0.9967391744173478,1.0061008214424665,false,false
0.02,12,-1.0,0.9967391744173478,1.004746478482504,false,false
0.02,13,1.0,0.9967391744173478,1.0012924916165795,false,false
0.02,13,-1.0,0.9967391744173478,1.0007179379031796,false,false
0.02,14,1.0,0.9967391744173478,0.9989483625941133,true,false
0.02,14,-1.0,0.9967391744173478,1.0040514116478656,false,false
0.02,15,1.0,0.9967391744173478,1.0031632866364109,false,false
0.02,15,-1.0,0.9967391744173478,0.9993899595249229,true,false
0.02,16,1.0,0.9967391744173478,1.0022037111479751,false,false
0.02,16,-1.0,0.9967391744173478,1.0012889497467994,false,false
0.02,17,1.0,0.9910074292142474,0.4286276123310646,true,false
0.02,17,-1.0,1.0024709196204482,NaN,false,false
0.02,18,1.0,0.9963526853657649,0.943946199351697,true,false
0.02,18,-1.0,0.9971256634689307,1.1193347216413825,false,false
0.02,19,1.0,0.9972888824381918,1.1433092397228897,false,false
0.02,19,-1.0,0.9961894663965039,0.9111956401704427,true,false
0.02,20,1.0,0.9963639233544118,0.9239500056944439,true,false
0.02,20,-1.0,0.9971144254802838,1.120616290520919,false,false
0.02,21,1.0,0.9977811909049403,1.3652130335465014,false,false
0.02,21,-1.0,0.9956971579297553,0.8198727098309982,true,false
0.02,22,1.0,1.0004733293350137,NaN,false,false
0.02,22,-1.0,0.9930050194996819,0.5476556254097958,true,false
0.02,23,1.0,0.9903381193537805,0.390668658728381,true,false
0.02,23,-1.0,1.003140229480915,NaN,false,false
0.02,24,1.0,0.9952196678462775,0.7333292592486307,true,false
0.02,24,-1.0,0.9982586809884182,1.627371122463271,false,false
0.02,25,1.0,0.9967386654666915,1.014686783817581,false,false
0.02,25,-1.0,0.9967396833680041,0.9843868666638689,true,true
0.02,26,1.0,0.9992289952337283,3.3812629772656524,false,false
0.02,26,-1.0,0.9942493536009673,0.63078110427808,true,false
0.02,27,1.0,0.9984457594709075,1.7900788414430973,false,false
0.02,27,-1.0,0.9950325893637881,0.7089225357589615,true,false
0.02,28,1.0,1.0064000730023435,NaN,false,false
0.02,28,-1.0,0.9870782758323522,0.2703673288256887,true,false
0.02,29,1.0,0.9993625353404973,3.6478765872153733,false,false
0.02,29,-1.0,0.9941158134941983,0.6379295162264316,true,false
0.02,30,1.0,0.9927652902137184,0.5245712294172001,true,false
0.02,30,-1.0,1.0007130586209774,NaN,false,false
0.02,31,1.0,1.0006372275189503,NaN,false,false
0.02,31,-1.0,0.9928411213157453,0.534140024531748,true,false
0.02,32,1.0,1.0004036443416666,NaN,false,false
0.02,32,-1.0,0.993074704493029,0.5379740341786526,true,false
0.02,33,1.0,0.9987178457872129,2.09437075892327,false,false
0.02,33,-1.0,0.9947605030474828,0.6970142059422664,true,false
0.02,34,1.0,1.0023188978582493,NaN,false,false
0.02,34,-1.0,0.9911594509764463,0.4336560519873983,true,false
0.02,35,1.0,0.9964606466838856,0.9569872023222054,true,false
0.02,35,-1.0,0.9970177021508101,1.0967953849506196,false,false
0.02,36,1.0,1.00638693034328,NaN,false,false
0.02,36,-1.0,0.9870914184914157,0.27249839895917277,true,false
