julia_num_threads,openblas_num_threads,setup_wall_s,value_median_s,grad_wall_s,grad_threaded,vmhwm_final_GB
1,1,210.12904691696167,26.122285996,361.76536297798157,false,16.98
5,1,181.89352107048035,22.208517739,103.67185997962952,true,17.07
10,1,175.13936495780945,19.513514556,68.20386004447937,true,16.9
20,1,176.15487122535706,19.031986446,49.38490700721741,true,17.03
