mode_pair,dense_s,compressed_s,speedup
warm_TOTAL,18.777247330999998,11.144434445000002,1.6848990788782907
cold_TOTAL,41.522975649,35.340066114500004,1.1749546680096095
warm_moment_build,12.2599448565,2.4416049060000002,5.021264835425424
