target,scramble,seed,W,m,family,param,h,cplus,cminus,cmin,secant,leverage
0.1,tuning,29,20000,1,A_fixed_raw,1.0e-5,1.0e-5,0,0,0,0.0,0.3819730496717949
0.1,tuning,29,20000,1,A_fixed_raw,0.0001,0.0001,0,1,0,-0.0034012390964788253,0.3819730496717949
0.1,tuning,29,20000,1,A_fixed_raw,0.001,0.001,9,10,9,-0.2656536774536117,0.3819730496717949
0.1,tuning,29,20000,1,C_fixed_crossing,10,0.0010224650467285852,10,10,10,-0.2795095954856488,0.3819730496717949
0.1,tuning,29,20000,1,C_fixed_crossing,25,0.002450006823774582,25,27,25,-0.30413417575999074,0.3819730496717949
0.1,tuning,29,20000,1,C_fixed_crossing,50,0.005224967671570102,50,54,50,-0.2795147359661802,0.3819730496717949
0.1,tuning,29,20000,1,C_fixed_crossing,100,0.010436046598802108,101,112,101,-0.29252698006266786,0.3819730496717949
0.1,tuning,29,20000,1,D_growing_crossing,10,0.00046229465522959826,5,6,5,-0.36304331051700406,0.3819730496717949
0.1,tuning,29,20000,1,D_growing_crossing,25,0.0013002179187759618,13,14,13,-0.30828438119666063,0.3819730496717949
0.1,tuning,29,20000,1,D_growing_crossing,50,0.002450006823774582,25,27,25,-0.30413417575999074,0.3819730496717949
0.1,tuning,29,20000,2,A_fixed_raw,1.0e-5,1.0e-5,0,0,0,0.0,0.07251655396717029
0.1,tuning,29,20000,2,A_fixed_raw,0.0001,0.0001,1,1,1,0.01000323425717764,0.07251655396717029
0.1,tuning,29,20000,2,A_fixed_raw,0.001,0.001,8,9,8,0.006962803440681287,0.07251655396717029
0.1,tuning,29,20000,2,C_fixed_crossing,10,0.0013002179187759618,10,10,10,0.006386299415245945,0.07251655396717029
0.1,tuning,29,20000,2,C_fixed_crossing,25,0.0030041505016429643,25,26,25,-0.045240744869016934,0.07251655396717029
0.1,tuning,29,20000,2,C_fixed_crossing,50,0.005538406937184876,50,51,50,-0.03961178851006235,0.07251655396717029
0.1,tuning,29,20000,2,C_fixed_crossing,100,0.011062091961656407,100,105,100,-0.04456907123421211,0.07251655396717029
0.1,tuning,29,20000,2,D_growing_crossing,10,0.000579376979310525,5,5,5,0.009682579189152368,0.07251655396717029
0.1,tuning,29,20000,2,D_growing_crossing,25,0.0016059543493958499,13,14,13,-0.019541842187185493,0.07251655396717029
0.1,tuning,29,20000,2,D_growing_crossing,50,0.0030041505016429643,25,26,25,-0.045240744869016934,0.07251655396717029
0.1,tuning,29,20000,3,A_fixed_raw,1.0e-5,1.0e-5,0,0,0,0.045763749222799126,0.2982316007191014
0.1,tuning,29,20000,3,A_fixed_raw,0.0001,0.0001,0,1,0,-0.5443959846556518,0.2982316007191014
0.1,tuning,29,20000,3,A_fixed_raw,0.001,0.001,6,8,6,-0.027840181713617573,0.2982316007191014
0.1,tuning,29,20000,3,C_fixed_crossing,10,0.0014397707390125497,10,11,10,-0.007576535647434115,0.2982316007191014
0.1,tuning,29,20000,3,C_fixed_crossing,25,0.003424912729297257,26,25,25,-0.021442039620655055,0.2982316007191014
0.1,tuning,29,20000,3,C_fixed_crossing,50,0.007094392232156065,52,50,50,-0.051422438769437674,0.2982316007191014
0.1,tuning,29,20000,3,C_fixed_crossing,100,0.014377815674266069,100,101,100,-0.06019265723582234,0.2982316007191014
0.1,tuning,29,20000,3,D_growing_crossing,10,0.0005465878583649445,5,5,5,-0.05414896419724959,0.2982316007191014
0.1,tuning,29,20000,3,D_growing_crossing,25,0.001677680038122544,13,13,13,-0.02518535984647206,0.2982316007191014
0.1,tuning,29,20000,3,D_growing_crossing,50,0.003424912729297257,26,25,25,-0.021442039620655055,0.2982316007191014
0.1,tuning,29,20000,4,A_fixed_raw,1.0e-5,1.0e-5,0,0,0,0.0,1.5901957092207055
0.1,tuning,29,20000,4,A_fixed_raw,0.0001,0.0001,7,5,5,1.1793882615185325,1.5901957092207055
0.1,tuning,29,20000,4,A_fixed_raw,0.001,0.001,56,52,52,1.2037368812565854,1.5901957092207055
0.1,tuning,29,20000,4,C_fixed_crossing,10,0.0001767861209252649,11,10,10,1.1278018560755065,1.5901957092207055
0.1,tuning,29,20000,4,C_fixed_crossing,25,0.0004900271325081146,27,25,25,1.2500954674744496,1.5901957092207055
0.1,tuning,29,20000,4,C_fixed_crossing,50,0.000964599906626352,55,50,50,1.21025527890189,1.5901957092207055
0.1,tuning,29,20000,4,C_fixed_crossing,100,0.0019549017312612067,103,100,100,1.1463735479633848,1.5901957092207055
0.1,tuning,29,20000,4,D_growing_crossing,10,7.377841875327252e-5,5,5,5,1.1161943002483061,1.5901957092207055
0.1,tuning,29,20000,4,D_growing_crossing,25,0.00024533964095570324,15,13,13,1.136729532549439,1.5901957092207055
0.1,tuning,29,20000,4,D_growing_crossing,50,0.0004900271325081146,27,25,25,1.2500954674744496,1.5901957092207055
0.1,tuning,29,20000,5,A_fixed_raw,1.0e-5,1.0e-5,1,0,0,-2.273011332347419,0.751197942485476
0.1,tuning,29,20000,5,A_fixed_raw,0.0001,0.0001,3,2,2,-0.7280702881632545,0.751197942485476
0.1,tuning,29,20000,5,A_fixed_raw,0.001,0.001,34,36,34,-1.3617597242702104,0.751197942485476
0.1,tuning,29,20000,5,C_fixed_crossing,10,0.00029432974009474533,10,11,10,-1.385267181515295,0.751197942485476
0.1,tuning,29,20000,5,C_fixed_crossing,25,0.0007421497893038315,25,25,25,-1.2838422959840077,0.751197942485476
0.1,tuning,29,20000,5,C_fixed_crossing,50,0.001471571314798542,50,51,50,-1.3295859444822582,0.751197942485476
0.1,tuning,29,20000,5,C_fixed_crossing,100,0.0030929458282575664,100,110,100,-1.3064399791285846,0.751197942485476
0.1,tuning,29,20000,5,D_growing_crossing,10,0.00014629149836497854,5,5,5,-1.1145874643006313,0.751197942485476
0.1,tuning,29,20000,5,D_growing_crossing,25,0.0003582827361744967,13,13,13,-1.4062015566637278,0.751197942485476
0.1,tuning,29,20000,5,D_growing_crossing,50,0.0007421497893038315,25,25,25,-1.2838422959840077,0.751197942485476
0.1,tuning,29,20000,6,A_fixed_raw,1.0e-5,1.0e-5,1,0,0,-0.027376887059421536,1.1372293674543315
0.1,tuning,29,20000,6,A_fixed_raw,0.0001,0.0001,5,4,4,-0.4908953444933417,1.1372293674543315
0.1,tuning,29,20000,6,A_fixed_raw,0.001,0.001,45,43,43,-0.8578069817177999,1.1372293674543315
0.1,tuning,29,20000,6,C_fixed_crossing,10,0.00019434022703931545,10,10,10,-0.8822551350737691,1.1372293674543315
0.1,tuning,29,20000,6,C_fixed_crossing,25,0.0005668566744133438,25,25,25,-0.8268116054253885,1.1372293674543315
0.1,tuning,29,20000,6,C_fixed_crossing,50,0.001107739637194357,51,51,51,-0.9170049800578601,1.1372293674543315
0.1,tuning,29,20000,6,C_fixed_crossing,100,0.0023624031315717816,101,100,100,-0.8506747365373291,1.1372293674543315
0.1,tuning,29,20000,6,D_growing_crossing,10,0.0001023879627680692,5,5,5,-0.4820380032913473,1.1372293674543315
0.1,tuning,29,20000,6,D_growing_crossing,25,0.0002756577678854182,13,13,13,-0.7568960590309594,1.1372293674543315
0.1,tuning,29,20000,6,D_growing_crossing,50,0.0005668566744133438,25,25,25,-0.8268116054253885,1.1372293674543315
0.1,tuning,29,20000,7,A_fixed_raw,1.0e-5,1.0e-5,0,0,0,0.2733240301533435,0.9924333042822502
0.1,tuning,29,20000,7,A_fixed_raw,0.0001,0.0001,1,3,1,-0.18029703834195054,0.9924333042822502
0.1,tuning,29,20000,7,A_fixed_raw,0.001,0.001,30,32,30,-0.8788275731301184,0.9924333042822502
0.1,tuning,29,20000,7,C_fixed_crossing,10,0.0003505402658028929,10,11,10,-0.7594160910780798,0.9924333042822502
0.1,tuning,29,20000,7,C_fixed_crossing,25,0.0008218049722079714,25,26,25,-0.8609501115669392,0.9924333042822502
0.1,tuning,29,20000,7,C_fixed_crossing,50,0.001752609164372387,51,55,51,-0.8416672284102263,0.9924333042822502
0.1,tuning,29,20000,7,C_fixed_crossing,100,0.003500559631861151,100,108,100,-0.8306129544020836,0.9924333042822502
0.1,tuning,29,20000,7,D_growing_crossing,10,0.00015620070866180982,5,5,5,-0.732332346065754,0.9924333042822502
0.1,tuning,29,20000,7,D_growing_crossing,25,0.00042982562543862905,13,13,13,-0.7807295980084525,0.9924333042822502
0.1,tuning,29,20000,7,D_growing_crossing,50,0.0008218049722079714,25,26,25,-0.8609501115669392,0.9924333042822502
0.1,tuning,29,20000,8,A_fixed_raw,1.0e-5,1.0e-5,0,0,0,0.0,0.36414053330894147
0.1,tuning,29,20000,8,A_fixed_raw,0.0001,0.0001,2,1,1,0.0112998108508372,0.36414053330894147
0.1,tuning,29,20000,8,A_fixed_raw,0.001,0.001,22,23,22,-0.20697857724935598,0.36414053330894147
0.1,tuning,29,20000,8,C_fixed_crossing,10,0.0004556103262919857,10,10,10,-0.30160048121294414,0.36414053330894147
0.1,tuning,29,20000,8,C_fixed_crossing,25,0.001115835958737614,25,25,25,-0.24005138296689368,0.36414053330894147
0.1,tuning,29,20000,8,C_fixed_crossing,50,0.002196480950145765,50,50,50,-0.2680827946366873,0.36414053330894147
0.1,tuning,29,20000,8,C_fixed_crossing,100,0.004583062545607201,100,102,100,-0.25208034170951504,0.36414053330894147
0.1,tuning,29,20000,8,D_growing_crossing,10,0.00029432974009474533,5,5,5,-0.06695903695402244,0.36414053330894147
0.1,tuning,29,20000,8,D_growing_crossing,25,0.0005921738233079657,14,13,13,-0.2665754924372756,0.36414053330894147
0.1,tuning,29,20000,8,D_growing_crossing,50,0.001115835958737614,25,25,25,-0.24005138296689368,0.36414053330894147
0.1,tuning,29,20000,9,A_fixed_raw,1.0e-5,1.0e-5,0,1,0,-0.046939472506807293,1.4440302098093005
0.1,tuning,29,20000,9,A_fixed_raw,0.0001,0.0001,8,8,8,0.7903562357918642,1.4440302098093005
0.1,tuning,29,20000,9,A_fixed_raw,0.001,0.001,72,72,72,1.0105044595486583,1.4440302098093005
0.1,tuning,29,20000,9,C_fixed_crossing,10,0.00013502987406913432,11,10,10,1.191045627440814,1.4440302098093005
0.1,tuning,29,20000,9,C_fixed_crossing,25,0.0003165634100620773,25,25,25,1.1442581515067634,1.4440302098093005
0.1,tuning,29,20000,9,C_fixed_crossing,50,0.0006850185671084854,50,50,50,1.0981996946976607,1.4440302098093005
0.1,tuning,29,20000,9,C_fixed_crossing,100,0.001398436386547415,100,101,100,1.0345174370338142,1.4440302098093005
0.1,tuning,29,20000,9,D_growing_crossing,10,7.595912800426474e-5,6,5,5,0.5750836070137715,1.4440302098093005
0.1,tuning,29,20000,9,D_growing_crossing,25,0.0001631769987491219,13,13,13,1.1958570834042517,1.4440302098093005
0.1,tuning,29,20000,9,D_growing_crossing,50,0.0003165634100620773,25,25,25,1.1442581515067634,1.4440302098093005
0.1,tuning,29,20000,10,A_fixed_raw,1.0e-5,1.0e-5,1,0,0,-0.04572292990751014,0.08745637221810908
0.1,tuning,29,20000,10,A_fixed_raw,0.0001,0.0001,1,1,1,-0.012776960762045375,0.08745637221810908
0.1,tuning,29,20000,10,A_fixed_raw,0.001,0.001,7,8,7,-0.011489191582697567,0.08745637221810908
0.1,tuning,29,20000,10,C_fixed_crossing,10,0.001253726664446502,10,13,10,-0.0462361892933197,0.08745637221810908
0.1,tuning,29,20000,10,C_fixed_crossing,25,0.003138322910622115,25,28,25,-0.07330601362745096,0.08745637221810908
0.1,tuning,29,20000,10,C_fixed_crossing,50,0.006500747738376182,50,56,50,-0.06919227044347834,0.08745637221810908
0.1,tuning,29,20000,10,C_fixed_crossing,100,0.012338919119458593,100,114,100,-0.07682993493567918,0.08745637221810908
0.1,tuning,29,20000,10,D_growing_crossing,10,0.0006509741526432391,5,5,5,-0.012798988277530676,0.08745637221810908
0.1,tuning,29,20000,10,D_growing_crossing,25,0.0015150673565124152,13,14,13,-0.06411837759067458,0.08745637221810908
0.1,tuning,29,20000,10,D_growing_crossing,50,0.003138322910622115,25,28,25,-0.07330601362745096,0.08745637221810908
0.1,tuning,29,20000,11,A_fixed_raw,1.0e-5,1.0e-5,0,0,0,0.3025921343130511,0.760287900075816
0.1,tuning,29,20000,11,A_fixed_raw,0.0001,0.0001,1,3,1,-0.026695994371009335,0.760287900075816
0.1,tuning,29,20000,11,A_fixed_raw,0.001,0.001,26,27,26,-0.6506119909795299,0.760287900075816
0.1,tuning,29,20000,11,C_fixed_crossing,10,0.0003825513985243734,10,10,10,-0.5796019358337712,0.760287900075816
0.1,tuning,29,20000,11,C_fixed_crossing,25,0.0009437549552975531,25,26,25,-0.6751817535805883,0.760287900075816
0.1,tuning,29,20000,11,C_fixed_crossing,50,0.001998080133887847,50,52,50,-0.6232218575863394,0.760287900075816
0.1,tuning,29,20000,11,C_fixed_crossing,100,0.003990849072397855,100,104,100,-0.6302309795704202,0.760287900075816
0.1,tuning,29,20000,11,D_growing_crossing,10,0.00017807822714890903,5,5,5,-0.5003972293258873,0.760287900075816
0.1,tuning,29,20000,11,D_growing_crossing,25,0.0005045111336449678,13,14,13,-0.5862619637539573,0.760287900075816
0.1,tuning,29,20000,11,D_growing_crossing,50,0.0009437549552975531,25,26,25,-0.6751817535805883,0.760287900075816
0.1,tuning,29,20000,12,A_fixed_raw,1.0e-5,1.0e-5,1,0,0,-0.007616181577768665,0.8440821262399694
0.1,tuning,29,20000,12,A_fixed_raw,0.0001,0.0001,2,2,2,-0.03459104773922972,0.8440821262399694
0.1,tuning,29,20000,12,A_fixed_raw,0.001,0.001,37,37,37,-0.6205858190483845,0.8440821262399694
0.1,tuning,29,20000,12,C_fixed_crossing,10,0.0002756577678854182,12,10,10,-0.7355424169360535,0.8440821262399694
0.1,tuning,29,20000,12,C_fixed_crossing,25,0.0006276975891876818,26,25,25,-0.6343366919246006,0.8440821262399694
0.1,tuning,29,20000,12,C_fixed_crossing,50,0.0012628899857377968,50,50,50,-0.666294933641995,0.8440821262399694
0.1,tuning,29,20000,12,C_fixed_crossing,100,0.0026932820285225163,100,106,100,-0.6309632986966242,0.8440821262399694
0.1,tuning,29,20000,12,D_growing_crossing,10,0.0001755033900111121,7,5,5,-0.4790673126017521,0.8440821262399694
0.1,tuning,29,20000,12,D_growing_crossing,25,0.0003505402658028929,13,13,13,-0.5789095607020098,0.8440821262399694
0.1,tuning,29,20000,12,D_growing_crossing,50,0.0006276975891876818,26,25,25,-0.6343366919246006,0.8440821262399694
0.1,tuning,29,20000,13,A_fixed_raw,1.0e-5,1.0e-5,0,0,0,0.0,0.3071677326761748
0.1,tuning,29,20000,13,A_fixed_raw,0.0001,0.0001,0,0,0,0.0,0.3071677326761748
0.1,tuning,29,20000,13,A_fixed_raw,0.001,0.001,8,7,7,0.09988948088938271,0.3071677326761748
0.1,tuning,29,20000,13,C_fixed_crossing,10,0.001272120280524566,10,10,10,0.13103174090092065,0.3071677326761748
0.1,tuning,29,20000,13,C_fixed_crossing,25,0.003326586970841997,25,25,25,0.14812430185937664,0.3071677326761748
0.1,tuning,29,20000,13,C_fixed_crossing,50,0.007465412231260253,54,50,50,0.14438243275107318,0.3071677326761748
0.1,tuning,29,20000,13,C_fixed_crossing,100,0.014695382078831356,103,100,100,0.14296862179042466,0.3071677326761748
0.1,tuning,29,20000,13,D_growing_crossing,10,0.000575173115577216,5,5,5,0.21252564726462536,0.3071677326761748
0.1,tuning,29,20000,13,D_growing_crossing,25,0.0018850012689889083,13,13,13,0.12650174512461684,0.3071677326761748
0.1,tuning,29,20000,13,D_growing_crossing,50,0.003326586970841997,25,25,25,0.14812430185937664,0.3071677326761748
0.1,tuning,29,20000,14,A_fixed_raw,1.0e-5,1.0e-5,0,1,0,0.0036118761530257166,1.2972022936396106
0.1,tuning,29,20000,14,A_fixed_raw,0.0001,0.0001,5,6,5,0.8476326300607684,1.2972022936396106
0.1,tuning,29,20000,14,A_fixed_raw,0.001,0.001,58,60,58,1.00484782381198,1.2972022936396106
0.1,tuning,29,20000,14,C_fixed_crossing,10,0.0001767861209252649,10,12,10,1.155028230915985,1.2972022936396106
0.1,tuning,29,20000,14,C_fixed_crossing,25,0.000442530217561186,25,27,25,0.9087512256245678,1.2972022936396106
0.1,tuning,29,20000,14,C_fixed_crossing,50,0.0008838841237191396,50,54,50,0.9837599321175919,1.2972022936396106
0.1,tuning,29,20000,14,C_fixed_crossing,100,0.0017654187514431876,100,103,100,0.982296959270801,1.2972022936396106
0.1,tuning,29,20000,14,D_growing_crossing,10,8.723091959580458e-5,5,5,5,0.5484551405611985,1.2972022936396106
0.1,tuning,29,20000,14,D_growing_crossing,25,0.00021677168761633316,13,14,13,0.9468970669392885,1.2972022936396106
0.1,tuning,29,20000,14,D_growing_crossing,50,0.000442530217561186,25,27,25,0.9087512256245678,1.2972022936396106
0.1,tuning,29,80000,1,A_fixed_raw,1.0e-5,1.0e-5,0,0,0,0.0,0.3819730496717949
0.1,tuning,29,80000,1,A_fixed_raw,0.0001,0.0001,3,2,2,-0.051028131854494174,0.3819730496717949
0.1,tuning,29,80000,1,A_fixed_raw,0.001,0.001,39,41,39,-0.28185564693388593,0.3819730496717949
0.1,tuning,29,80000,1,C_fixed_crossing,10,0.0002838055359549112,10,12,10,-0.23563821399461352,0.3819730496717949
0.1,tuning,29,80000,1,C_fixed_crossing,25,0.0005878771077867834,25,25,25,-0.318506975555944,0.3819730496717949
0.1,tuning,29,80000,1,C_fixed_crossing,50,0.0012355990020817833,50,51,50,-0.2995297401066117,0.3819730496717949
0.1,tuning,29,80000,1,C_fixed_crossing,100,0.002450006823774582,100,102,100,-0.29459159223679326,0.3819730496717949
0.1,tuning,29,80000,1,D_growing_crossing,10,0.0002838055359549112,10,12,10,-0.23563821399461352,0.3819730496717949
0.1,tuning,29,80000,1,D_growing_crossing,25,0.0005878771077867834,25,25,25,-0.318506975555944,0.3819730496717949
0.1,tuning,29,80000,1,D_growing_crossing,50,0.0012355990020817833,50,51,50,-0.2995297401066117,0.3819730496717949
0.1,tuning,29,80000,2,A_fixed_raw,1.0e-5,1.0e-5,1,1,1,0.013824528407452295,0.07251655396717029
0.1,tuning,29,80000,2,A_fixed_raw,0.0001,0.0001,3,3,3,0.00284322326085662,0.07251655396717029
0.1,tuning,29,80000,2,A_fixed_raw,0.001,0.001,35,35,35,-0.02300418893831646,0.07251655396717029
0.1,tuning,29,80000,2,C_fixed_crossing,10,0.00029648095698320655,10,10,10,-0.013605468008993225,0.07251655396717029
0.1,tuning,29,80000,2,C_fixed_crossing,25,0.000753037982626973,25,25,25,-0.003920201985964854,0.07251655396717029
0.1,tuning,29,80000,2,C_fixed_crossing,50,0.0014189530611409989,50,52,50,-0.035442351411790474,0.07251655396717029
0.1,tuning,29,80000,2,C_fixed_crossing,100,0.002752769221129182,101,103,101,-0.055382958655439324,0.07251655396717029
0.1,tuning,29,80000,2,D_growing_crossing,10,0.00029648095698320655,10,10,10,-0.013605468008993225,0.07251655396717029
0.1,tuning,29,80000,2,D_growing_crossing,25,0.000753037982626973,25,25,25,-0.003920201985964854,0.07251655396717029
0.1,tuning,29,80000,2,D_growing_crossing,50,0.0014189530611409989,50,52,50,-0.035442351411790474,0.07251655396717029
0.1,tuning,29,80000,3,A_fixed_raw,1.0e-5,1.0e-5,0,0,0,0.04625188811530067,0.2982316007191014
0.1,tuning,29,80000,3,A_fixed_raw,0.0001,0.0001,1,3,1,-0.34982721392441685,0.2982316007191014
0.1,tuning,29,80000,3,A_fixed_raw,0.001,0.001,25,28,25,-0.02548687384053283,0.2982316007191014
0.1,tuning,29,80000,3,C_fixed_crossing,10,0.00036887269581919123,10,10,10,-0.07975422197795817,0.2982316007191014
0.1,tuning,29,80000,3,C_fixed_crossing,25,0.0009233604622291324,25,26,25,-0.021778106602904496,0.2982316007191014
0.1,tuning,29,80000,3,C_fixed_crossing,50,0.0018044119961856003,50,52,50,-0.059557926405316146,0.2982316007191014
0.1,tuning,29,80000,3,C_fixed_crossing,100,0.0036569028371450114,101,103,101,-0.06588641155166274,0.2982316007191014
0.1,tuning,29,80000,3,D_growing_crossing,10,0.00036887269581919123,10,10,10,-0.07975422197795817,0.2982316007191014
0.1,tuning,29,80000,3,D_growing_crossing,25,0.0009233604622291324,25,26,25,-0.021778106602904496,0.2982316007191014
0.1,tuning,29,80000,3,D_growing_crossing,50,0.0018044119961856003,50,52,50,-0.059557926405316146,0.2982316007191014
0.1,tuning,29,80000,4,A_fixed_raw,1.0e-5,1.0e-5,2,1,1,0.5049397138669198,1.5901957092207055
0.1,tuning,29,80000,4,A_fixed_raw,0.0001,0.0001,23,19,19,1.1072194919856808,1.5901957092207055
0.1,tuning,29,80000,4,A_fixed_raw,0.001,0.001,213,210,210,1.2309610099498005,1.5901957092207055
0.1,tuning,29,80000,4,C_fixed_crossing,10,6.194775589193603e-5,15,10,10,0.897046697329205,1.5901957092207055
0.1,tuning,29,80000,4,C_fixed_crossing,25,0.00012373084539778453,31,25,25,1.2601725337832963,1.5901957092207055
0.1,tuning,29,80000,4,C_fixed_crossing,50,0.00024355949701525175,54,50,50,1.1918976888692496,1.5901957092207055
0.1,tuning,29,80000,4,C_fixed_crossing,100,0.0004829418190505914,104,100,100,1.2585820713751341,1.5901957092207055
0.1,tuning,29,80000,4,D_growing_crossing,10,6.194775589193603e-5,15,10,10,0.897046697329205,1.5901957092207055
0.1,tuning,29,80000,4,D_growing_crossing,25,0.00012373084539778453,31,25,25,1.2601725337832963,1.5901957092207055
0.1,tuning,29,80000,4,D_growing_crossing,50,0.00024355949701525175,54,50,50,1.1918976888692496,1.5901957092207055
0.1,tuning,29,80000,5,A_fixed_raw,1.0e-5,1.0e-5,2,2,2,-1.7651014116992767,0.751197942485476
0.1,tuning,29,80000,5,A_fixed_raw,0.0001,0.0001,12,10,10,-1.0115021617466273,0.751197942485476
0.1,tuning,29,80000,5,A_fixed_raw,0.001,0.001,142,139,139,-1.3787899824533392,0.751197942485476
0.1,tuning,29,80000,5,C_fixed_crossing,10,9.801058032327285e-5,12,10,10,-1.0320336420928666,0.751197942485476
0.1,tuning,29,80000,5,C_fixed_crossing,25,0.0001717107713329538,25,25,25,-1.3874534953070903,0.751197942485476
0.1,tuning,29,80000,5,C_fixed_crossing,50,0.00036887269581919123,54,50,50,-1.359513271395471,0.751197942485476
0.1,tuning,29,80000,5,C_fixed_crossing,100,0.0007475740633170672,102,101,101,-1.32540091761318,0.751197942485476
0.1,tuning,29,80000,5,D_growing_crossing,10,9.801058032327285e-5,12,10,10,-1.0320336420928666,0.751197942485476
0.1,tuning,29,80000,5,D_growing_crossing,25,0.0001717107713329538,25,25,25,-1.3874534953070903,0.751197942485476
0.1,tuning,29,80000,5,D_growing_crossing,50,0.00036887269581919123,54,50,50,-1.359513271395471,0.751197942485476
0.1,tuning,29,80000,6,A_fixed_raw,1.0e-5,1.0e-5,2,0,0,-0.5088507350294036,1.1372293674543315
0.1,tuning,29,80000,6,A_fixed_raw,0.0001,0.0001,17,17,17,-0.8211905755471649,1.1372293674543315
0.1,tuning,29,80000,6,A_fixed_raw,0.001,0.001,169,169,169,-0.8387912399165989,1.1372293674543315
0.1,tuning,29,80000,6,C_fixed_crossing,10,7.114036002423051e-5,10,12,10,-0.5132929992685934,1.1372293674543315
0.1,tuning,29,80000,6,C_fixed_crossing,25,0.0001452300313988595,25,26,25,-0.9059756352718776,1.1372293674543315
0.1,tuning,29,80000,6,C_fixed_crossing,50,0.00030524420749144035,50,53,50,-0.8070472822320518,1.1372293674543315
0.1,tuning,29,80000,6,C_fixed_crossing,100,0.0005836115685242321,100,101,100,-0.8698772636315586,1.1372293674543315
0.1,tuning,29,80000,6,D_growing_crossing,10,7.114036002423051e-5,10,12,10,-0.5132929992685934,1.1372293674543315
0.1,tuning,29,80000,6,D_growing_crossing,25,0.0001452300313988595,25,26,25,-0.9059756352718776,1.1372293674543315
0.1,tuning,29,80000,6,D_growing_crossing,50,0.00030524420749144035,50,53,50,-0.8070472822320518,1.1372293674543315
0.1,tuning,29,80000,7,A_fixed_raw,1.0e-5,1.0e-5,1,1,1,-0.5246387945502529,0.9924333042822502
0.1,tuning,29,80000,7,A_fixed_raw,0.0001,0.0001,9,13,9,-0.6558353180133314,0.9924333042822502
0.1,tuning,29,80000,7,A_fixed_raw,0.001,0.001,118,121,118,-0.863795054182527,0.9924333042822502
0.1,tuning,29,80000,7,C_fixed_crossing,10,0.00010696084938195432,11,13,11,-0.6735543218187812,0.9924333042822502
0.1,tuning,29,80000,7,C_fixed_crossing,25,0.0002015468384785948,25,26,25,-0.9243818934438609,0.9924333042822502
0.1,tuning,29,80000,7,C_fixed_crossing,50,0.0004174857692247069,50,50,50,-0.8350926058964329,0.9924333042822502
0.1,tuning,29,80000,7,C_fixed_crossing,100,0.0008585087101771192,100,100,100,-0.8207388117684786,0.9924333042822502
0.1,tuning,29,80000,7,D_growing_crossing,10,0.00010696084938195432,11,13,11,-0.6735543218187812,0.9924333042822502
0.1,tuning,29,80000,7,D_growing_crossing,25,0.0002015468384785948,25,26,25,-0.9243818934438609,0.9924333042822502
0.1,tuning,29,80000,7,D_growing_crossing,50,0.0004174857692247069,50,50,50,-0.8350926058964329,0.9924333042822502
0.1,tuning,29,80000,8,A_fixed_raw,1.0e-5,1.0e-5,0,0,0,0.0,0.36414053330894147
0.1,tuning,29,80000,8,A_fixed_raw,0.0001,0.0001,8,6,6,-0.04670639714918212,0.36414053330894147
0.1,tuning,29,80000,8,A_fixed_raw,0.001,0.001,85,88,85,-0.2405309388805732,0.36414053330894147
0.1,tuning,29,80000,8,C_fixed_crossing,10,0.0001340501195901282,10,10,10,-0.04054103544857468,0.36414053330894147
0.1,tuning,29,80000,8,C_fixed_crossing,25,0.0003008306745507225,25,25,25,-0.2379200519121592,0.36414053330894147
0.1,tuning,29,80000,8,C_fixed_crossing,50,0.0005627436559458406,51,50,50,-0.31241833661199614,0.36414053330894147
0.1,tuning,29,80000,8,C_fixed_crossing,100,0.001157213888089168,100,102,100,-0.2610938195717409,0.36414053330894147
0.1,tuning,29,80000,8,D_growing_crossing,10,0.0001340501195901282,10,10,10,-0.04054103544857468,0.36414053330894147
0.1,tuning,29,80000,8,D_growing_crossing,25,0.0003008306745507225,25,25,25,-0.2379200519121592,0.36414053330894147
0.1,tuning,29,80000,8,D_growing_crossing,50,0.0005627436559458406,51,50,50,-0.31241833661199614,0.36414053330894147
0.1,tuning,29,80000,9,A_fixed_raw,1.0e-5,1.0e-5,1,5,1,0.44804690699437594,1.4440302098093005
0.1,tuning,29,80000,9,A_fixed_raw,0.0001,0.0001,29,30,29,0.9731494024502879,1.4440302098093005
0.1,tuning,29,80000,9,A_fixed_raw,0.001,0.001,281,280,280,1.0303991324524808,1.4440302098093005
0.1,tuning,29,80000,9,C_fixed_crossing,10,4.731591842828971e-5,10,10,10,0.4119115747339551,1.4440302098093005
0.1,tuning,29,80000,9,C_fixed_crossing,25,8.851069778883683e-5,25,28,25,0.9769503385026528,1.4440302098093005
0.1,tuning,29,80000,9,C_fixed_crossing,50,0.0001680001109374076,50,52,50,1.1191857107154137,1.4440302098093005
0.1,tuning,29,80000,9,C_fixed_crossing,100,0.00036353915711813314,100,104,100,1.0535643182157057,1.4440302098093005
0.1,tuning,29,80000,9,D_growing_crossing,10,4.731591842828971e-5,10,10,10,0.4119115747339551,1.4440302098093005
0.1,tuning,29,80000,9,D_growing_crossing,25,8.851069778883683e-5,25,28,25,0.9769503385026528,1.4440302098093005
0.1,tuning,29,80000,9,D_growing_crossing,50,0.0001680001109374076,50,52,50,1.1191857107154137,1.4440302098093005
0.1,tuning,29,80000,10,A_fixed_raw,1.0e-5,1.0e-5,1,0,0,-0.004413734059488528,0.08745637221810908
0.1,tuning,29,80000,10,A_fixed_raw,0.0001,0.0001,4,3,3,-0.05454975452873212,0.08745637221810908
